id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador
43,dog,"ORDEN de 20 de marzo de 2025 por la que se modifica parcialmente la Orden de 13 de agosto de 2024 por la que se establecen las bases reguladoras para el período 2024-2026 y se efectúa la primera convocatoria de subvenciones, en régimen de concurrencia no competitiva, a fin de financiar acciones formativas del Sistema de formación profesional de los grados A, B y C, y competencias clave, destinadas a personas trabajadoras ocupadas, para el ejercicio 2024 (código de procedimiento TR301X).",SUB_CONV,True,"SUB_BASE, SUB_CONV",sector_empleo,Modifica orden de bases y primera convocatoria: hereda ambas. Formacion ocupados
44,boc,"Extracto de la Resolución de 18 de marzo de 2025, de la consejera de Inclusión Social, Juventud, Familias e Igualdad, por la que se convocan subvenciones a entidades locales, en régimen de concurrencia competitiva, destinadas a la realización de proyectos de sensibilización y capacitación entre la población joven de Cantabria.",SUB_CONV,True,SUB_CONV,sector_social,Extracto. Sensibilizacion juventud
45,bon,"RESOLUCIÓN 906E/2024, de 2 de diciembre, del director general de Presidencia, Gobierno Abierto y Relaciones con el Parlamento de Navarra, por la que se aprueba la convocatoria de la subvención ""Subvenciones a entidades ciudadanas que desarrollen proyectos dirigidos a fomentar y promover la participación ciudadana en la Comunidad Foral de Navarra 2025"". Identificación BDNS: 801826.",SUB_CONV,True,SUB_CONV,,Aprueba convocatoria participacion ciudadana sin sector claro
46,dog,EXTRACTO de la Orden de 14 de enero de 2025 por la que se regula el régimen de ayudas a centros privados concertados para la contratación de auxiliares de conversación durante el curso 2024/25 con la finalidad de mejorar la competencia lingüística del alumnado en lenguas extranjeras (código de procedimiento ED504E).,SUB_CONV,True,SUB_CONV,sector_educacion,Extracto BDNS. Ayudas centros concertados auxiliares conversacion
47,boca,"EXTRACTO de la Resolución de 6 de marzo de 2025, por la que se convocan ayudas para la realización de talleres de identificación de proyectos de cooperación universitaria al desarrollo para el año 2025.",SUB_CONV,True,SUB_CONV,sector_educacion,Extracto. Talleres cooperacion universitaria al desarrollo
48,boib,Resolución del consejero de Educación y Universidades por la que se convocan ayudas complementarias para el alumnado de las Illes Balears que participa en programas institucionales de movilidad para cursar parte de los estudios universitarios en cualquier país de la Unión Europea (UE-27) durante el año académico 2024-2025,SUB_CONV,True,SUB_CONV,sector_educacion,Ayudas movilidad universitaria
49,docm,"Extracto de 18/02/2025, de la Universidad de Castilla-La Mancha, de la convocatoria de una beca de colaboración para colaborar en tareas de investigación sobre evaluación de procedimientos para actualizar hermanos digitales de centros de intercambio modal urbano. Departamento de Ingeniería Civil y de la Edificación de la Universidad de Castilla-La Mancha. Año 2025. BDNS (Identif.): 815625.",SUB_CONV,True,SUB_CONV,"sector_educacion, sector_investigacion",Extracto. Beca colaboracion en investigacion
50,borm,"Extracto de la Orden de 30 de diciembre de 2024, de modificación de la Orden de 30 de julio de 2021 de la Consejería de Empresa, Empleo, Universidades y Portavocía por la que se convocan en la Comunidad Autónoma de la Región de Murcia las ayudas correspondientes a programas de incentivos ligados a la movilidad eléctrica (MOVES III) en el marco del Plan de Recuperación, Transformación y Resiliencia.",SUB_CONV,True,SUB_CONV,sector_renovable,Modificacion de convocatoria MOVES III: hereda SUB_CONV
51,docm,"Resolución de 12/02/2025, de la Consejería de Desarrollo Sostenible, por la que se deja sin efecto la Resolución de 27/12/2024, por la que se modifica la Resolución de 09/07/2021, por la que se aprueba la convocatoria del Programa de Incentivos a la Movilidad Eléctrica (Programa Moves III) -financiado por la Unión Europea- NextGenerationEU. Extracto BDNS (Identif.): 574801.",SUB_CONV,True,SUB_CONV,sector_renovable,Deja sin efecto modificacion de convocatoria MOVES III: hereda SUB_CONV
52,dogv,"EXTRACTO de la  Resolución de 28 de enero de 2025, de la Dirección, mediante la que se establece la convocatoria para concesión y solicitud de pago anual de las ayudas incluidas en la solicitud única dentro del marco del Plan estratégico de la política agrícola común (PEPAC) para el año 2025 y de las ayudas a los agricultores en zonas con limitaciones naturales contenidas en la medida 13 del PDRCV 2014-2022.",SUB_CONV,True,SUB_CONV,sector_agricultura,Extracto. Convocatoria solicitud unica PAC
53,boja,"Anuncio de 27 de febrero de 2025, del Ayuntamiento de Martos, de extracto de las bases reguladoras que han de regir la convocatoria y proceso de selección para la provisión de varias plazas de personal laboral fijo y funcionario: 2 plazas de Limpiador/as a tiempo parcial (71/43%) (laboral), 1 plaza de Agente de Igualdad (laboral) y 1 plaza de Ordenanza con reserva turno con discapacidad, (funcionario), en el Ayuntamiento de Martos. (PP. 433/2025).",SUB_CONV,False,,,Extracto de bases de seleccion de plazas: RRHH no subvencion
54,dogv,"EXTRACTO de la Resolución de 27 de febrero de 2025, de beca de formación universitaria para la colaboración en la gestión y coordinación de las actividades deportivas competitivas que se desarrollan en la oficina de campus saludables y deportes de la Universidad Miguel Hernández de Elche.",SUB_CONV,True,SUB_CONV,"sector_educacion, sector_deporte",Extracto. Beca formacion universitaria en oficina deportes
55,bon,"ORDEN FORAL 17E/2025, de 11 de febrero, de la consejera de Memoria y Convivencia, Acción Exterior y Euskera, por la que se aprueban las bases reguladoras y la convocatoria de la subvención ""Ayudas a asociaciones y entidades sin ánimo de lucro para la realización de actividades relacionadas con las víctimas, con la cultura de memoria y convivencia"" para 2025. Identificación BDNS: 814184.",SUB_CONV,True,"SUB_BASE, SUB_CONV",sector_social,Acto completo: aprueba bases y convocatoria. Asociaciones victimas memoria
56,docm,"Resolución de 06/02/2025, de la Viceconsejería de Servicios y Prestaciones Sociales, por la que se publica el crédito presupuestario disponible, durante 2025, para atender las obligaciones de contenido económico derivadas de las subvenciones para financiar proyectos de acción humanitaria y de emergencia. Extracto BDNS (Identif.): 813563.",SUB_CONV,True,SUB_CONV,sector_social,Publica credito disponible de convocatoria: acto sobre convocatoria. Accion humanitaria
57,bon,Extracto de la convocatoria de subvenciones para actuaciones puntuales de sensibilización en 2025,SUB_CONV,True,SUB_CONV,,Extracto convocatoria sensibilizacion sin sector claro
58,bor,Convocatoria de subvenciones en régimen de concurrencia competitiva a entidades sin ánimo de lucro para el fomento y la promoción del deporte y la actividad física 2025 (extracto),SUB_CONV,True,SUB_CONV,sector_deporte,Convocatoria fomento deporte
59,bon,"ORDEN FORAL 33E/2025, de 28 de febrero, de la consejera de Cultura, Deporte y Turismo, por la que se aprueba la convocatoria de la subvención ""Generazinema Desarrollo 2025/2026"". Identificación BDNS: 817901.",SUB_CONV,True,SUB_CONV,sector_cultura,Aprueba convocatoria Generazinema audiovisual
60,borm,"Extracto de la Orden de 17 de febrero de 2025 de la Consejería de Agua, Agricultura, Ganadería y Pesca por la que se aprueba la convocatoria de las ayudas de reestructuración y reconversión de viñedo de la Región de Murcia, para el año 2025.",SUB_CONV,True,SUB_CONV,sector_agricultura,Extracto. Reestructuracion vinedo
61,docm,"Orden 5/2025, de 30 de enero, de la Consejería de Agricultura, Ganadería y Desarrollo Rural, por la que se establecen disposiciones de aplicación de las intervenciones en forma de pagos directos financiadas con cargo al Fondo Europeo Agrícola (Feaga), la solicitud única y los requisitos comunes para el cobro de las ayudas y se convocan para el año 2025. Extracto BDNS (Identif.): 811967.",SUB_CONV,True,SUB_CONV,sector_agricultura,Disposiciones de aplicacion y convocatoria pagos directos PAC. Disposiciones no son bases formales
62,boib,"Notificación del Decreto de Presidencia acordando el reconocimiento de la obligación de pago de las ayudas para el fomento del uso de materiales biodegradables en acolchado agrícola, línea e) de la Convocatoria de ayudas específicas para el desarrollo del ámbito rural y ganadero en la isla de Ibiza para el año 2024-2025",SUB_CONV,True,SUB_CON,sector_agricultura,Reconocimiento obligacion de pago de ayudas: fase concesion-pago
63,bon,"ORDEN FORAL 7E/2025, de 13 de febrero, de la consejera de Cultura, Deporte y Turismo, por la que se aprueba la convocatoria de la subvención a entidades de voluntariado o con programas, en el ámbito deportivo y de la actividad física. Identificación BDNS: 814879.",SUB_CONV,True,SUB_CONV,sector_deporte,Aprueba convocatoria voluntariado deportivo
64,boib,"Resolución de la Consejera de Familias y Asuntos Sociales, a propuesta de la Directora General de Atención a la Dependencia por la que se modifica la Resolución de 18 de julio de 2024 de la Consejera de Familias y Asuntos Sociales por la que se aprueba la convocatoria de ayudas destinadas a personas mayores residentes en las islas de Menorca, Ibiza y Formentera que necesiten hacer desplazamientos a la isla de Mallorca para beneficiarse del Programa de Turismo del Instituto de Gente mayor y Servicios Sociales",SUB_CONV,True,SUB_CONV,sector_social,Modifica resolucion de convocatoria ayudas mayores: hereda SUB_CONV
65,bocyl,"EXTRACTO de la Orden de 24 de marzo de 2025, de la Consejería de Educación, por la que se convocan subvenciones a los centros privados sostenidos con fondos públicos de la Comunidad de Castilla y León para la realización de actividades de intercambios escolares con centros educativos de países extranjeros, para el curso académico 2025/2026.",SUB_CONV,True,SUB_CONV,sector_educacion,Extracto. Intercambios escolares
66,boc,Convocatoria de subvenciones para la adquisición de libros y de material educativo para el curso escolar 2024-2025.,SUB_CONV,True,SUB_CONV,sector_educacion,Convocatoria libros y material educativo
67,docm,"Extracto de 18/02/2025, de la Universidad de Castilla-La Mancha, de la convocatoria de beca de colaboración para apoyar en la organización de los cursos de postgrado del Área de Derecho Constitucional. Facultad de Ciencias Jurídicas y Sociales de Toledo, 2025. BDNS (Identif.): 815629.",SUB_CONV,True,SUB_CONV,sector_educacion,Extracto. Beca colaboracion postgrado
68,bon,Extracto de la convocatoria de ayudas a asociaciones y colectivos para el desarrollo de actividades socioculturales en 2025,SUB_CONV,True,SUB_CONV,sector_cultura,Extracto. Actividades socioculturales
69,dogc,"Anuncio sobre extracto de la convocatoria del proceso selectivo para el acceso, mediante concurso-oposición libre, de un/a profesor/a integrador/a, grupo A, subgrupo A2",SUB_CONV,False,,,Extracto convocatoria proceso selectivo profesor: RRHH
70,boa,"ORDEN EMC/212/2025, de 18 de febrero, por la que se acuerda la distribución definitiva de los créditos presupuestarios previstos en la Orden EMC/1335/2024, de 25 de octubre, por la que se aprueba para el año 2024, la convocatoria de subvenciones para el desarrollo del Plan WAVE Desempleados, destinado a la actualización de las competencias laborales y mejora de la empleabilidad de las personas trabajadoras prioritariamente desempleadas de Aragón, a través de acciones de Formación Profesional para el Empleo, principalmente de carácter tecnológico.",SUB_CONV,True,SUB_CONV,sector_empleo,Distribucion definitiva creditos de convocatoria: acto sobre convocatoria. Plan WAVE desempleados
71,bopa,"Extracto de la Resolución de 3 de marzo de 2025, de la Consejería de Cultura, Política Llingüística y Deporte, por la que se aprueba la convocatoria de subvenciones para la promoción del libro en asturiano y en gallego-asturiano o eonaviego, en régimen de concurrencia competitiva. [Cód. 2025-01797]",SUB_CONV,True,SUB_CONV,sector_cultura,Extracto. Promocion libro asturiano
72,bopa,"Extracto de la Resolución de 12 de marzo de 2025, de la Vicerrectora de Investigación de la Universidad de Oviedo, para la contratación de personal investigador y técnico de apoyo, según artículo 23.bis de la Ley 14/2011, de la Ciencia, la Tecnología y la Innovación (marzo-2025). [Cód. 2025-02021]",SUB_CONV,False,,,Contratacion personal investigador: proceso de empleo aunque publique extracto BDNS. Frontera RRHH
73,dogc,"Resolución de 6 de febrero de 2025, por la que se abre la convocatoria 2025 para la concesión de subvenciones en régimen de concurrencia competitiva para la programación internacional de la creación artística catalana en el ámbito de las artes visuales, el diseño y la arquitectura (ref. BDNS 813471)",SUB_CONV,True,SUB_CONV,sector_cultura,Abre convocatoria programacion internacional artes visuales
74,bopa,"Extracto de la Resolución de 26 de febrero de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se autoriza el gasto y se aprueba la convocatoria pública de ayudas individuales para asturianos y asturianas y descendientes residentes en el exterior para el año 2025. [Cód. 2025-01925]",SUB_CONV,True,SUB_CONV,sector_social,Extracto. Ayudas individuales asturianos en el exterior
75,dogv,"EXTRACTO de la Resolución de 31 de enero de 2025, por la que se convocan para el ejercicio 2025 las subvenciones relativas a la concesión de plazas para estancias en balnearios de la Comunitat Valenciana (Programa de termalismo valenciano).",SUB_CONV,True,SUB_CONV,sector_social,Extracto. Termalismo plazas balnearios
76,doe,"Extracto de la Resolución de 16 de diciembre de 2024, de la Secretaría General, por la que se efectúa convocatoria de ayudas a las inversiones materiales e inmateriales en instalaciones de transformación y en infraestructuras vitivinícolas, así como en estructuras e instrumentos de comercialización, dentro de la Intervención Sectorial Vitivinícola en el marco del Plan Estratégico de la Política Agraria Común, correspondiente al ejercicio 2025.",SUB_CONV,True,SUB_CONV,sector_agricultura,Extracto. Inversiones vitivinicolas
