id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador
40,bopa,Edicto. Aprobación definitiva del Plan Parcial del ámbito urbanizable Altos de Santo Medero. Expte. 1191-080005. [Cód. 2025-02014],PLAN_ESP,True,PLAN_ESP,fase_definitiva,Aprobacion definitiva Plan Parcial Altos de Santo Medero
41,bon,Corrección de errores de la aprobación definitiva de Estudio de Detalle de la parcela 154 del polígono 12 (Unidad U4) de Idocin (Valle de Ibargoiti),PLAN_ESP,True,PLAN_ESP,fase_correccion,Correccion errores aprobacion definitiva ED Idocin
42,bopv,"RESOLUCIÓN de 28 de enero de 2025, del Director de Administración Ambiental, por la que se formula informe ambiental estratégico del Plan Especial Guardería Canina Bi-Lagun en Hondarribia.
				
2025/00886",PLAN_ESP,True,PLAN_ESP,"fase_ip,uso_equipamiento",IAE Plan Especial Guarderia Canina Bi-Lagun Hondarribia
43,bon,Aprobación inicial de Estudio de Detalle en la parcela  522 del polígono 1,PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED parcela 522 poligono 1
44,bon,Aprobación inicial de Estudio de Detalle en las parcelas 570 y 571 del área de reparto AR2,PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED parcelas 570 y 571 area reparto AR2
45,borm,Anuncio de aprobación provisional de cuenta de liquidación definitiva del proyecto de urbanización del Plan Parcial “Cañada de la Morra Norte” de Archena.,PLAN_ESP,True,PROY_URB,fase_provisional,Aprobacion provisional cuenta liquidacion PU Plan Parcial Cañada Morra Norte
46,borm,"Sometimiento a información pública de la documentación integrante del Avance del Plan Especial de Reordenación Urbana en parcela de equipamiento docente EED (TA-382), Espinardo, para la ejecución de una residencia universitaria.",PLAN_ESP,True,PLAN_ESP,"fase_avance,uso_equipamiento",Avance Plan Especial Reordenacion Urbana parcela equipamiento docente residencia universitaria
47,dog,"ANUNCIO de aprobación definitiva del estudio de detalle para la ampliación del complejo deportivo Agra I, en Agra do Orzán (expediente 631/2023/121).",PLAN_ESP,True,PLAN_ESP,"fase_definitiva,uso_equipamiento",Aprobacion definitiva ED ampliacion complejo deportivo Agra I
48,bon,"Aprobación inicial de Estudio de Detalle en las unidades UC-2.3 y UC-2.6 de suelo urbano consolidado de Arguiñariz, parcela 56 del polígono 1",PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED unidades UC-2.3 y UC-2.6 Arguiñariz
49,bon,Aprobación inicial de Plan Especial de Actuación Urbana en la unidad UO2,PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial Plan Especial Actuacion Urbana unidad UO2
50,bocyl,"ACUERDO de 19 de diciembre de 2024, del Pleno del Ayuntamiento de Palencia, por el que se aprueba definitivamente la modificación puntual del Plan General de Ordenación Urbana de Palencia, en el ámbito de la ficha n.º 6, zona de Ordenanza Terciario.",MOD_PUN,True,MOD_PUN,"fase_definitiva,uso_comercial",Aprobacion definitiva mod puntual PGOU Palencia zona Terciario
51,boc,Informe Ambiental Estratégico de la Modificación Puntual 1/2022 de las Normas Subsidiarias de planeamiento de Riotuerto.,MOD_PUN,True,MOD_PUN,fase_ip,IAE Modificacion Puntual 1/2022 NNSS Riotuerto
52,docm,"Anuncio de 14/01/2025, del Ayuntamiento de Ciudad Real, sobre información pública de la Modificación Puntual número 4 del Plan Parcial del Programa de Actuación Urbanizadora del sector S-MADR2 y del articulado de las Nomas Urbanísticas del Plan General de Ordenación Urbana. Centro de I+D Embarba.",MOD_PUN,True,MOD_PUN,fase_ip,IP Modificacion Puntual 4 Plan Parcial PAU S-MADR2 + PGOU Centro I+D Embarba
53,bor,"Aprobación inicial del proyecto de modificación puntual de las Normas Subsidiarias en la calle El Sol, número 34 y 34 B",MOD_PUN,True,MOD_PUN,fase_inicial,Aprobacion inicial mod puntual NNSS calle El Sol
54,dogv,ANUNCIO por el que se somete a información pública la modificación puntual número 4 del Plan general de ordenación urbana de Gilet «Redelimitación de la Unidad de Ejecución UE-1»,MOD_PUN,True,MOD_PUN,fase_ip,IP mod puntual 4 PGOU Gilet redelimitacion UE-1
55,bor,"Aprobación inicial de la Modificación Puntual Número 15 del Plan General Municipal de Calahorra, para ampliación del equipamiento público",MOD_PUN,True,MOD_PUN,"fase_inicial,uso_equipamiento",Aprobacion inicial Mod Puntual 15 PGM Calahorra equipamiento publico
56,bocyl,"ACUERDO de 26 de febrero de 2025, de la Comisión Territorial de Medio Ambiente y Urbanismo de Soria, por el que se aprueba definitivamente la modificación puntual número 55 de las Normas Urbanísticas Municipales de Golmayo (Soria). Expte.: 35/2025 U.",MOD_PUN,True,MOD_PUN,fase_definitiva,Aprobacion definitiva mod puntual 55 NUM Golmayo
57,bocyl,"ACUERDO de 26 de febrero de 2025, de la Comisión Territorial de Medio Ambiente y Urbanismo de Soria, por el que se aprueba definitivamente la modificación puntual número 56 de las Normas Urbanísticas Municipales de Golmayo (Soria), promovida por «Inmobiliaria M.R., S.A.U.». Expte.: 34/2025 U.",MOD_PUN,True,MOD_PUN,fase_definitiva,Aprobacion definitiva mod puntual 56 NUM Golmayo
58,doe,Anuncio de 24 de marzo de 2025 sobre exposición al público de aprobación de viabilidad e inicial modificación puntual del Plan General Urbano.,MOD_PUN,True,MOD_PUN,fase_inicial,Exposicion publica aprobacion viabilidad e inicial mod puntual PGU
59,bocyl,"ACUERDO de 26 de octubre de 2023, de la Comisión Territorial de Medio Ambiente y Urbanismo de León, por el que se aprueba definitivamente la modificación puntual n.º 3 de las Normas Urbanísticas Municipales de Maraña (León). Expte.: 2022-137.",MOD_PUN,True,MOD_PUN,fase_definitiva,Aprobacion definitiva mod puntual 3 NUM Maraña
60,bocyl,"ORDEN MAV/129/2025, de 12 de febrero, por la que se formula el informe ambiental estratégico de la modificación puntual n.º 9 del Plan General de Ordenación Urbana de Dueñas (Palencia). EAES/2024/110.",MOD_PUN,True,MOD_PUN,fase_ip,IAE mod puntual 9 PGOU Dueñas
61,docm,"Anuncio de 27/01/2025, del Ayuntamiento de Esquivias (Toledo), sobre información pública de la Modificación Puntual número 5 de las Normas Subsidiarias de Planeamiento Municipal (ordenación detallada) de los artículos 4.3.1, 4.3.2, 5.6.4, 5.6.5, 5.6.6, 5.6.7, 5.7.4, 5.7.5, 5.7.6, 5.7.7, incluidos en las normas generales de la edificación y ordenanzas de suelo urbano de las mismas.",MOD_PUN,True,MOD_PUN,fase_ip,IP Modificacion Puntual 5 NNSS Esquivias normativa edificacion
62,doe,"Anuncio de 24 de enero de 2025 sobre aprobación inicial de la modificación puntual 2/2024/OD, modificación de la alineación de la avenida de la Paz en su encuentro con calle Luis Chamizo.",MOD_PUN,True,MOD_PUN,fase_inicial,Aprobacion inicial mod puntual 2/2024/OD modificacion alineacion av Paz
63,bocyl,"ORDEN MAV/55/2025, de 24 de enero, por la que se formula el informe ambiental estratégico de la modificación puntual de las Normas Urbanísticas Municipales de Valle de Mena (Burgos), sector SUNC-04 en Villasana de Mena. Expte.: EAES/2024/080.",MOD_PUN,True,MOD_PUN,fase_ip,IAE mod puntual NUM Valle de Mena sector SUNC-04
64,bocyl,"ORDEN MAV/91/2025, de 4 de febrero, por la que se formula el informe ambiental estratégico de la modificación puntual de las Normas Urbanísticas Municipales de Bermillo de Sayago, reclasificación parcela 22 y parte de la parcela 9013 del polígono 107, de Torrefrades (Zamora). Expte.: EAES/2024/087.",MOD_PUN,True,MOD_PUN,fase_ip,IAE mod puntual NUM Bermillo de Sayago reclasificacion parcela
65,bocyl,"ORDEN MAV/108/2025, de 7 de febrero, por la que se formula la declaración ambiental estratégica de la modificación puntual n.º 2/2021 de las Normas Urbanísticas Municipales de Ayllón (Segovia), división del suelo urbanizable de uso industrial SUR-7 «La Mesa» en los sectores SUR-7A y SUR-7B y ordenación detallada del sector SUR-7A. EAEO/2024/018.",MOD_PUN,True,MOD_PUN,"fase_ip,uso_industrial",DAE mod puntual 2/2021 NUM Ayllón SUR-7 uso industrial
66,dog,"ANUNCIO de información pública relativa a la aprobación inicial de la modificación puntual de las normas subsidiarias de planeamiento de ámbito municipal, para la delimitación de un área de núcleo rural de Vilar do Mato (MPNNSSPP/SNR Vilar do Mato).",MOD_PUN,True,MOD_PUN,fase_inicial,Aprobacion inicial mod puntual NNSS delimitacion nucleo rural Vilar do Mato
67,boib,Aprobación inicial de la modificación puntual nº 3 de las vigentes normas subsidiarias,MOD_PUN,True,MOD_PUN,fase_inicial,Aprobacion inicial mod puntual 3 NNSS vigentes
68,boja,"Edicto de 29 de enero de 2025, de la Gerencia Municipal de Urbanismo del Excmo. Ayuntamiento de Almería, de información pública del procedimiento de Evaluación Ambiental Estratégica de la 78.ª modificación puntual del PGOU de Almería. (PP. 230/2025).",MOD_PUN,True,MOD_PUN,fase_ip,IP EAE 78 mod puntual PGOU Almeria
69,doe,Anuncio de 28 de enero de 2025 sobre aprobación de la modificación puntual n.º 2 a-b-c-e del Plan General Municipal.,MOD_PUN,True,MOD_PUN,,Aprobacion mod puntual 2 a-b-c-e PGM sin fase explicita
70,bocyl,INFORMACIÓN pública relativa a la aprobación inicial de la modificación puntual n.º 4 de las Normas Urbanísticas Municipales de San Cristóbal de Segovia (Segovia). Expte.: 318/2025.,MOD_PUN,True,MOD_PUN,fase_inicial,IP aprobacion inicial mod puntual 4 NUM San Cristobal de Segovia
71,dog,ANUNCIO de la aprobación definitiva de la modificación puntual del Plan general de ordenación municipal y del PE-1 en el ámbito de la parcela EM-FE (O Espiño) (expediente 2024/00051617M).,MOD_PUN,True,MOD_PUN,fase_definitiva,Aprobacion definitiva mod puntual PGOM y PE-1 parcela EM-FE O Espiño
72,dogv,ANUNCIO de la modificación puntual del Plan general de ordenación urbana 82 en la avenida del Parador y calles del Rèmol y del Corball.,MOD_PUN,True,MOD_PUN,,Anuncio mod puntual PGOU 82 av del Parador sin fase explicita
73,borm,Aprobación inicial de la modificación puntual n.º 8 del Plan Especial de Ordenación y Protección del Conjunto Histórico de Cartagena en parcela 78342-11 C/ Real 12. Mercantil Dentro y Fuera SL.,MOD_PUN,True,MOD_PUN,fase_inicial,Aprobacion inicial mod puntual 8 Plan Especial Conjunto Historico Cartagena
74,doe,"Acuerdo de 30 de noviembre de 2023, de la Comisión de Urbanismo y Ordenación del Territorio de Extremadura, de aprobación definitiva de la modificación puntual n.º 1 del Plan General Municipal de Malpartida de Cáceres para la delimitación de la Unidad de Actuación UA-AU-10.1 del polígono industrial ""Las Arenas"", con el objetivo de eliminar la discontinuidad existente compactando la misma.",MOD_PUN,True,MOD_PUN,"fase_definitiva,uso_industrial",Aprobacion definitiva mod puntual 1 PGM Malpartida poligono industrial Las Arenas
75,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización de uso excepcional de suelo rústico, para la ejecución del proyecto de urbanización de calles y plazas, en el término municipal de Pozaldez (Valladolid), obra incluida en el Plan Diputación-Ayuntamientos 2024-2025. Expte.: 1/2025.",PROY_URB,True,"PROY_URB,LIC_URB",uso_rustico,IP autorizacion uso excepcional suelo rustico para proyecto urbanizacion calles Pozaldez
76,doe,Anuncio de 19 de febrero de 2025 sobre aprobación inicial del Proyecto de Urbanización que afecta al Sector Urbanizable SUB-1 de las Normas Subsidiarias Municipales.,PROY_URB,True,PROY_URB,fase_inicial,Aprobacion inicial Proyecto Urbanizacion sector SUB-1 NNSS
77,boja,"Anuncio de 14 de marzo de 2025, de la Dirección General de Ordenación del Territorio, Urbanismo y Agenda Urbana, por el que se notifica acuerdo de inicio de procedimiento sancionador por adquisición de cuotas y porcentajes de propiedad en parcelación urbanística, en el término municipal de Dos Hermanas (Sevilla).",PROY_URB,True,PROY_URB,,Inicio procedimiento sancionador parcelacion urbanistica ilegal Dos Hermanas
78,bor,"Modificado al Proyecto de Urbanización en UE N 7-10 ""Río San Miguel"" proveniente del PERI 41 Río San Miguel. Aprobación inicial. 09.3. Expediente URB07-2024/0007",PROY_URB,True,PROY_URB,fase_inicial,Aprobacion inicial Modificado Proyecto Urbanizacion UE N7-10 Rio San Miguel
79,boja,"Anuncio de 20 de diciembre de 2024, de la Dirección General de Ordenación del Territorio, Urbanismo y Agenda Urbana, por el que se requiere el cumplimiento de la resolución finalizadora de procedimiento de restablecimiento de la legalidad territorial por parcelación urbanística, en el t.m. de San Roque (Cádiz).",PROY_URB,True,PROY_URB,,Requerimiento cumplimiento legalidad territorial parcelacion urbanistica San Roque
80,boc,"Aprobación definitiva de la modificación del ámbito de la Unidad de Ejecución R-06 de Renedo, así como estimación y desestimación de alegaciones. Expediente 2023/8287.",PROY_URB,True,PROY_URB,fase_definitiva,Aprobacion definitiva modificacion ambito UE R-06 Renedo
81,bocyl,"APROBACIÓN definitiva del Convenio Urbanístico de obtención de terrenos para su destino de dotación pública establecido en el Planeamiento Urbanístico vigente, ejecutando su urbanización según el proyecto de urbanización de la calle Menéndez Pidal en Villaobispo de las Regueras, en el término municipal de Villaquilambre (León).",PROY_URB,True,PROY_URB,"fase_definitiva,uso_equipamiento",Aprobacion definitiva Convenio Urbanistico + PU calle Menendez Pidal dotacion publica
82,dogv,"ANUNCIO de la modificación puntual del Plan parcial de la unidad de ejecución número 1 del sector O-1 Las Filipinas, del Plan general municipal de ordenación urbana de Orihuela.",PROY_URB,True,MOD_PUN,,Modificacion puntual Plan Parcial UE1 sector O-1 Las Filipinas Orihuela
83,dogv,ANUNCIO en relación a la información pública de la aprobación inicial del proyecto de reparcelación voluntaria modificada de la unidad de ejecución del plan de reforma interior UE 4.2. Montesano.,PROY_URB,True,PROY_URB,fase_inicial,IP aprobacion inicial proyecto reparcelacion voluntaria UE 4.2 Montesano
84,boja,"Anuncio de 30 de enero de 2025, de la Dirección General de Ordenación del Territorio, Urbanismo y Agenda Urbana, por el que se notifica acuerdo de inicio de procedimiento sancionador por adquisición de cuotas y porcentajes de propiedad en parcelación urbanística, en el término municipal de Dos Hermanas (Sevilla).",PROY_URB,True,PROY_URB,,Inicio procedimiento sancionador parcelacion urbanistica Dos Hermanas duplicado
85,bon,Denominación de la vía pública y numeración de las parcelas resultantes del proyecto de reparcelación del Sector 1 de Arazuri,PROY_URB,True,PROY_URB,,Denominacion via publica numeracion parcelas proyecto reparcelacion Sector 1 Arazuri
