id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador
10,boja,"Resolución de 24 de febrero de 2025, de la Dirección Gerencia del Servicio Andaluz de Salud, por la que se acuerda publicar la propuesta de estructura de costes y fórmula de revisión de las tarifas para la explotación de los aparcamientos que formarán parte del contrato mixto de contratación de las obras del Nuevo Hospital de Málaga y concesión de obras de los aparcamientos.",CONT_CON,,,,
11,boe,"Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Personal. Objeto: Concesión de servicio de campamentos estivales de ocio, tiempo libre y deportes en el CDSCM ""La Dehesa"" de Madrid. Expediente: 2024/ETSAE0905/00004280E.",CONT_CON,,,,
12,boe,"Anuncio de licitación de: Subsecretaría de Política Territorial y Memoria Democrática. Objeto: Concesión de servicios para la instalación, explotación y mantenimiento de máquinas vending en el Ministerio de Política Territorial y Memoria Democrática . Expediente: 03/2025.",CONT_CON,,,,
13,boe,Anuncio de formalización de contratos de: Dirección General de Protección Civil y Emergencias. Objeto: Concesión del servicio de cafetería y comedor en la Escuela Nacional de Protección Civil con fomento de la contratación social laboral responsable. Expediente: 24A030.,CONT_CON,,,,
14,boe,Anuncio de licitación de: Intendente de San Fernando. Objeto: Contrato de concesión de servicio de las escuelas de baile para el CDSCA Oficiales. Expediente: 2025/AR43U/00000265E.,CONT_CON,,,,
15,bocm,"Adjudicación contrato
– Anuncio de 6 de febrero de 2025, de adjudicación del contrato titulado “Acuerdo marco para el suministro de material hardware/software informático de puesto cliente” (Expediente 6012400340)",CONT_ADJ,,,,
16,bocm,"Convocatoria contrato
– Resolución de 4 de marzo de 2025, de la Secretaría General Técnica de la Consejería de Economía, Hacienda y Empleo, por la que se dispone la publicación en los boletines oficiales y en el “perfil del contratante” en Internet, de la licitación para la adjudicación del contrato titulado Programa de formación online en competencias digitales dirigidas al sector turístico en el marco del Componente 19 “Plan Nacional de competencias digitales (digital skills)”, con cargo al Plan de Recuperación, Transformación y Resiliencia del Gobierno de España, financiado por la Unión Europea NextGeneration EU",CONT_ADJ,,,,
17,bocm,"Convocatoria contrato
– Resolución de 8 de enero de 2025, de la Secretaría General Técnica de la Consejería de Cultura, Turismo y Deporte, por la que se dispone la publicación de la licitación en los boletines oficiales y en el “perfil del contratante”, en Internet, de la adjudicación del contrato titulado “Gestión integral de los Teatros del Canal de Madrid, incluido el Centro Coreográfico Canal, y del Teatro Auditorio de San Lorenzo de El Escorial”",CONT_ADJ,,,,
18,boja,"Resolución de 24 de marzo de 2025, del Rector de la Universidad de Granada, por la que se añade una plaza a las convocadas por Resolución de 19 de marzo de 2025, del Rector de la Universidad de Granada, por la que se convoca concurso público para la adjudicación de contratos de Profesorado Permanente Laboral.",CONT_ADJ,,,,
19,bocm,"Convocatoria contrato
– Resolución de 12 de febrero de 2025, de la Secretaría General Técnica de la Consejería de Economía, Hacienda y Empleo, por la que se dispone la publicación en los boletines oficiales y en el “perfil del contratante” en Internet de la licitación para la adjudicación del contrato titulado prevención y control de legionelosis en dependencias adscritas a la Consejería de Economía, Hacienda y Empleo de la Comunidad de Madrid",CONT_ADJ,,,,
20,boja,"Resolución de 7 de marzo de 2025, del Rector de la Universidad de Granada, por la que se convoca Concurso Público para la adjudicación de contratos de Profesores Ayudantes Doctores para el curso 2024/2025 en el campus de Granada.",CONT_ADJ,,,,
21,bocm,"Adjudicación contrato
– Anuncio de 26 de diciembre de 2024, de adjudicación del contrato titulado “Suministro de bandajes para el mantenimiento de ruedas elásticas de los vehículos de material móvil de Metro de Madrid” (Expediente 6012400321)",CONT_ADJ,,,,
22,boja,"Resolución de 8 de enero de 2025, de la Empresa Pública para la Gestión del Turismo y del Deporte de Andalucía, S.A., por la que se publica la adjudicación de contratos de publicidad institucional, correspondientes al tercer cuatrimestre del año 2024.",CONT_ADJ,,,,
23,boja,"Resolución de 16 de enero de 2025, de la Secretaría General Técnica, por la que se hace pública la adjudicación de contratos relativos a publicidad institucional y la concesión de ayudas, subvenciones y convenios en materia de actividad publicitaria, correspondiente al tercer cuatrimestre del año 2024.",CONT_ADJ,,,,
24,boja,"Anuncio de 24 de enero de 2025, de la Comunidad de Regantes Llanos de Dalías, de adjudicación del contrato de obras del proyecto que se cita. (PP. 168/2025).",CONT_ADJ,,,,
25,boja,"Resolución de 24 de enero de 2025, de la Secretaría General Técnica, por la que se hace pública la adjudicación de contratos relativos a publicidad institucional y la concesión de ayudas, subvenciones y convenios en materia de actividad publicitaria, correspondiente al 3.er cuatrimestre del año 2024.",CONT_ADJ,,,,
26,bocm,"Adjudicación contrato
– Anuncio de 19 de febrero de 2025, de adjudicación del contrato titulado “Servicio de revisión y reparación de balonas de suspensión secundaria de las series 6000, 8000 y 3000”. (Expediente 6012400218)",CONT_ADJ,,,,
27,bocm,"Adjudicación contrato
– Anuncio de 21 de marzo de 2025, de adjudicación del contrato titulado “Acuerdo marco para el suministro de repuestos de comunicaciones para el mantenimiento de las instalaciones y del material móvil de Metro de Madrid”. (Expediente 6012400378)",CONT_ADJ,,,,
28,bocm,"Adjudicación contrato
– Anuncio de 13 de febrero de 2025, de adjudicación del contrato titulado “Servicio de mantenimiento del sistema de atención telefónica avanzada del Centro de Operaciones de Mantenimiento y Monitorización de Instalaciones y Telecomunicaciones (COMMIT)”. (Expediente 6012400400)",CONT_ADJ,,,,
29,bocm,"Adjudicación contrato
– Anuncio de 28 de enero de 2025, de adjudicación del contrato titulado “Acuerdo marco para servicios de asistencia a la redacción de proyectos de ingeniería civil y arquitectura y/o elaboración de informes técnicos asociados a las actividades del servicio de infraestructuras y estaciones de Metro de Madrid” (expediente 6012400310)",CONT_ADJ,,,,
30,bon,Encomienda de gestión para recuperar la infraestructura-trazado de la Vía Verde del Bidasoa en el tramo Doneztebe / Santesteban-Elizondo y disponer de dicho espacio como vial público,CONT_ENC,,,,
31,dogv,ANUNCIO de la encomienda de gestión del Ajuntament de Teulada de autoliquidaciones en Suma Gestión Tributaria. Diputación de Alicante.,CONT_ENC,,,,
32,dogv,"RESOLUCIÓN de 21 de febrero de 2025, de la Dirección General de Relaciones con Les Corts, por la que se publica el convenio de encomienda de gestión por el que la Agencia Valenciana de Seguridad y Respuesta a las Emergencias encarga al Ayuntamiento de Sagunto la actividad de instrucción policial en los cursos de acceso a las distintas escalas y categorías de policía local organizados por el Instituto Valenciano de Seguridad Pública y Emergencias (IVASPE).",CONT_ENC,,,,
33,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Llanera por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02293]",CONT_ENC,,,,
34,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Tineo por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02320]",CONT_ENC,,,,
35,boe,"Resolución de 9 de enero de 2025, de la Secretaría General Técnica, por la que se publica el Convenio de encomienda de gestión entre la Dirección General de la Guardia Civil y la Comunidad de Castilla y León, para la vigilancia y protección de los edificios e instalaciones del complejo donde se ubica la sede de la Presidencia de la Junta de Castilla y León.",CONT_ENC,,,,
36,dogv,"RESOLUCIÓN de 16 de enero de 2025, de la Dirección General de Relaciones con Les Corts, por la que se publica el convenio de encomienda de gestión por el que la Agencia Valenciana de Seguridad y Respuesta a las Emergencias encarga al Ayuntamiento de Elche la actividad de instrucción policial en los cursos de acceso a las distintas escalas y categorías de policía local organizados por el Instituto Valenciano de Seguridad Pública y Emergencias (IVASPE).",CONT_ENC,,,,
37,bon,Encomienda de gestión para recuperar la infraestructura-trazado de la Vía Verde del Bidasoa en el tramo Doneztebe / Santesteban-Elizondo y disponer de dicho espacio como vial público,CONT_ENC,,,,
38,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar y el Ayuntamiento de San Tirso de Abres por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02238]",CONT_ENC,,,,
39,bopv,"RESOLUCIÓN 22/2025, de 25 de febrero, del Director de la Secretaría del Gobierno y de Relaciones con el Parlamento, por la que se dispone la publicación del acuerdo por el que se autoriza la suscripción de la prórroga, para el año 2025, del Acuerdo de encomienda de gestión suscrito con el Instituto de Alfabetización y Reeuskaldunización de Adultos, HABE, para la enseñanza del euskera a alumnos presos en centros penitenciarios de la Comunidad Autónoma del País Vasco.

				
2025/01015",CONT_ENC,,,,
40,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Degaña por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02287]",CONT_ENC,,,,
41,boe,"Resolución de 5 de febrero de 2025, de la Secretaría General Técnica, por la que se publica el Convenio por el que se formaliza la encomienda de gestión al Ayuntamiento de Villanueva del Arzobispo, para la ejecución de obras de reforma y rehabilitación de la casa-cuartel de la Guardia Civil de titularidad estatal radicada en el municipio en el marco del Programa de Fomento de Empleo Agrario.",CONT_ENC,,,,
42,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Castrillón por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02207]",CONT_ENC,,,,
43,boca,"Servicio Canario de Empleo.- Resolución de 31 de diciembre de 2024, de la Presidenta, de encomienda de gestión a la sociedad mercantil pública Instituto Tecnológico de Canarias, S.A. (ITC) para apoyo a la gestión del Centro de Orientación, Emprendimiento, Acompañamiento e Innovación para el Empleo del Servicio Canario de Empleo, año 2025.",CONT_ENC,,,,
44,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar y el Ayuntamiento de Proaza por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02305]",CONT_ENC,,,,
45,docm,"Resolución de 06/02/2025, de la Dirección General de Recursos Humanos y Transformación, por la que se nombra personal estatutario fijo y se adjudican plazas a las personas aprobadas en el proceso selectivo para el ingreso, por el sistema general de acceso libre, en la categoría de Facultativo/a Especialista de Área de Cirugía Ortopédica y Traumatología, de las instituciones sanitarias del Servicio de Salud de Castilla-La Mancha, convocado por Resolución de 09/03/2021.",NEG_ADJ_RRHH,,,,
46,boib,"Resolución de la Presidencia del IMAS por la que aprueba la lista definitiva de las personas aspirantes que han superado el proceso selectivo de estabilización por el sistema de concurso-oposición para el ingreso como personal funcionario de la escala de Administración especial , subescala técnica, clase técnico-a medio, especialidad Terapia Ocupacional, del subgrupo A2, se nombra personal funcionario de carrera y se adjudican los puestos de trabajo",NEG_ADJ_RRHH,,,,
47,boc,"Resolución de 16 de diciembre de 2024, por la que se adjudica el puesto de trabajo número 8538, Subdirector General del Área de Recaudación de la Agencia Cántabra de Administración Tributaria, Consejería de Economía, Hacienda, Financiación Autonómica y Fondos Europeos, convocado mediante Resolución del Presidente de la Agencia Cántabra de Administración Tributaria, de 6 de noviembre de 2024.",NEG_ADJ_RRHH,,,,
48,boe,"Resolución de 11 de febrero de 2025, de la Dirección General de Seguridad Jurídica y Fe Pública, en el recurso interpuesto contra la calificación realizada por la registradora de la propiedad de Getafe número 2 en el seno de un procedimiento administrativo de ejecución seguido por la Agencia Estatal de Administración Tributaria en el que, tras inscribir la adjudicación del dominio de una finca adquirido en la correspondiente subasta, suspende la cancelación de la anotación de embargo que en su día se practicó en dicho expediente, así como la cancelación de las cargas posteriores, ordenadas en mandamiento expedido por la Agencia Estatal de Administración Tributaria.",NEG_ADJ_RRHH,,,,
49,bocyl,"RESOLUCIÓN de 15 de enero de 2025, de la Viceconsejería de Administraciones Públicas y Atención al Ciudadano, por la que se adjudican destinos a los aspirantes que han superado el proceso selectivo convocado por Resolución de 23 de noviembre de 2022, para ingreso, por el sistema de acceso libre, en la competencia funcional de Oficial de Primera Conductor, en régimen de contratación laboral de carácter fijo discontinuo, que presta sus servicios en el operativo para la prevención y extinción de incendios forestales dependiente de la Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio.",NEG_ADJ_RRHH,,,,
50,boja,"Resolución de 26 de febrero de 2025, de la Viceconsejería, por la que se adjudica puesto de trabajo de libre designación convocado por resolución que se cita.",NEG_ADJ_RRHH,,,,
51,boc,"Resolución de 2 de enero de 2025, por la que se adjudican los puestos de trabajo de la categoría profesional Operario de Carreteras a los aspirantes que han superado el proceso selectivo convocado por Orden PRE/151/2022, de 28 de noviembre.",NEG_ADJ_RRHH,,,,
52,docm,"Resolución de 24/01/2025, de la Dirección General de Recursos Humanos y Transformación, por la que se nombra personal estatutario fijo y se adjudican plazas a las personas aprobadas en el proceso selectivo convocado para el ingreso, por el sistema general de acceso libre, en la categoría de Ingeniero/a Técnico/a, de las instituciones sanitarias del Servicio de Salud de Castilla-La Mancha, convocado por Resolución de 23/08/2021.",NEG_ADJ_RRHH,,,,
53,bopa,"Resolución de 14 de marzo de 2025, del Secretario General de la Universidad de Oviedo, por la que se emplaza a los interesados en el recurso de alzada 25/2025 contra los Acuerdos del Tribunal respecto al 1.er y 2.º ejercicio y la anulación del Acuerdo del Tribunal en el que se propone la adjudicación de las plazas, y en el recurso de reposición 30/2025 contra la Resolución del Rector de 13 de febrero de 2025, por la que se adjudican las 40 plazas convocadas por Resolución del Rector de 5 de diciembre de 2023, de la Escala Administrativos de la Universidad de Oviedo, Grupo C, Subgrupo C1, sistema general de acceso libre (BOPA de 20 de diciembre de 2023). [Cód. 2025-02143]",NEG_ADJ_RRHH,,,,
54,bopa,"Resolución de 23 de enero de 2025, de la Dirección Gerencia del Servicio de Salud del Principado de Asturias, por la que se nombra personal estatutario fijo y se adjudican plazas de la categoría de Técnico Especialista en Radiodiagnóstico del Servicio de Salud del Principado de Asturias, convocado por Resolución de 15 de diciembre de 2022 (BOPA de 27 de diciembre de 2022). [Cód. 2025-00725]",NEG_ADJ_RRHH,,,,
55,boe,"Resolución de la Autoridad Portuaria de Baleares por la que se anuncia el concurso público para la explotación, en régimen de concesión administrativa, de un bar-cafetería y restaurante en el edificio Port Centre del puerto de Palma (CC-C-P-0011), la elección de la solución más ventajosa y el otorgamiento de la correspondiente concesión administrativa.",NEG_DOM_PUB,,,,
56,boe,"Anuncio de la Autoridad Portuaria de Sevilla de información pública de la solicitud presentada por Congresos y Turismo de Sevilla SA de modificación sustancial de concesión administrativa Expediente E497, consistente en la ampliación de su plazo.",NEG_DOM_PUB,,,,
57,bopv,"ANUNCIO por el que se somete a información pública el expediente de solicitud de concesión administrativa para el aprovechamiento de 211,6 m3/año del río Urkulu en el término municipal de Oñati (Gipuzkoa), con destino a abastecimiento de población y riego.
				
2025/00167",NEG_DOM_PUB,,,,
58,boe,"Anuncio de la Autoridad Portuaria de Sevilla de otorgamiento de concesión administrativa a Sociedad Ibérica de Construcciones Eléctricas, S.A. en la zona de servicio del Puerto de Sevilla con destino a almacenaje, control y distribución de materiales (E620).",NEG_DOM_PUB,,,,
59,boja,"Resolución de 19 de marzo de 2025, de la Dirección General de Trabajo, Seguridad y Salud Laboral, por la que se garantiza el funcionamiento del servicio público que presta la empresa Servicios y Mantenimiento Mabraser XI, S.L., relativo al servicio incluido en los lotes 1, 2 y 7 de la concesión administrativa de limpieza en centros educativos dependientes de la Delegación Territorial de Desarrollo Educativo y Formación Profesional y de Universidad, Investigación e Innovación en Córdoba, en los que dicha empresa es adjudicataria, mediante el establecimiento de los servicios mínimos.",NEG_DOM_PUB,,,,
60,boe,"Anuncio de la Autoridad Portuaria de Tarragona por el que se somete a información pública la solicitud presentada por Bergé Marítima, S.L., para la ocupación y mejora de una nave preexistente y la construcción y posterior explotación, en régimen de concesión administrativa, de un conjunto de dos naves en la confluencia entre el Muelle de Aragón y Navarra, destinada a la manipulación portuaria y almacenaje de graneles sólidos y mercancía general, así como para la generación de energía fotovoltaica.",NEG_DOM_PUB,,,,
61,boe,Anuncio de la Autoridad Portuaria de Sevilla de información pública de la solicitud presentada por Sevisur Logística SA de otorgamiento de concesión administrativa para ocupación de parcela en la Zona de Actividades Logísticas con destino a la construcción de dos naves logísticas para su cesión a terceros (E661).,NEG_DOM_PUB,,,,
62,dog,RESOLUCIÓN de 24 de enero de 2025 por la que se autoriza la transmisión inter vivos de la concesión administrativa de la batea Isla II.,NEG_DOM_PUB,,,,
63,boe,Anuncio de la Autoridad Portuaria de Castellón por la que se convoca concurso público para el otorgamiento de una concesión administrativa de ocupación de dominio público portuario.,NEG_DOM_PUB,,,,
64,dogv,"ANUNCIO del expediente de concesión demanial por razones de interés público de terrenos en el monte del Catálogo de utilidad pública V075 denominado La Redonda, sito en el término municipal de Enguera (Valencia) y perteneciente a su ayuntamiento, a fin de realizar la instalación de infraestructuras de telecomunicaciones, promovido por Telefónica de España, SAU.",NEG_DOM_PUB,,,,
65,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Apoyo Logístico. Objeto: Resolución de obsolescencias de sistemas de defensa antiaérea del PCMASACOM. Expediente: 2024/ETSAE0906/00003960E.,CONT_LIC,,,,
66,boe,Anuncio de licitación de: ADIF -Consejo de Administración. Objeto: Ejecución de las obras del proyecto de construcción de la nueva estación de Sant Feliú de Llobregat y del proyecto de construcción de la integración del ferrocarril en Sant Feliú de Llobregat. Instalaciones de protección y seguridad. Expediente: 3.24/06110.0183.,CONT_LIC,,,,
67,boe,"Anuncio de licitación de: Junta de Contratación del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes. Objeto: Servicio de información multicanal del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes. Expediente: ASE/2024/0067.",CONT_LIC,,,,
68,boe,Anuncio de licitación de: Presidencia de la Confederación Hidrográfica del Ebro. Objeto: Mantenimiento de infraestructuras de la zona regable del Canal de Monegros y Canal del Cinca. Expediente: 011/25-S.,CONT_LIC,,,,
69,boe,Anuncio de licitación de: Mesa del Senado. Objeto: Obras de reforma de la sala Enrique Casas Vila del Senado. Expediente: 02/2025.,CONT_LIC,,,,
70,boe,"Anuncio de licitación de: Junta de Contratación del Ministerio de Cultura y Deporte. Objeto: Redacción del proyecto básico y de ejecución, estudio y coordinación de seguridad y salud y dirección de obra y de ejecución de las obras de consolidación y restauración de los jardines históricos y patio andaluz del Museo Sorolla de Madrid. Expediente: J240065.",CONT_LIC,,,,
71,boe,"Anuncio de licitación de: ADIF -Consejo de Administración. Objeto: Mantenimiento de las instalaciones de energía de tracción: línea aérea de contacto, telemando de energía, subestaciones, centros de autotransformación y sistemas asociados de LAV sur tramos: Madrid- Sevilla, La Sagra-Toledo, Córdoba-Málaga y Antequera-Granada. Expediente: 2.24/21506.0064.",CONT_LIC,,,,
72,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Personal. Objeto: AM. Suministro de gas propano y butano varios cas de Diaper periodo 2025-2026. Expediente: 2024/ETSAE0905/00007151E.,CONT_LIC,,,,
73,boe,Anuncio de licitación de: ADIF Alta Velocidad - Consejo de Administración. Objeto: Realizacion de pruebas de infraestructura con material rodante de ancho estandar (1435) (4 lotes). Expediente: 3.24/20810.0048.,CONT_LIC,,,,
74,boe,"Anuncio de licitación de: Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P. Objeto: Servicio de vigilancia destinado a institutos y centros de la Agencia Estatal Consejo Superior de Investigaciones Científicas. Expediente: LOT31/25.",CONT_LIC,,,,
75,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Apoyo Logístico. Objeto: Apoyo al mantenimiento del VRCC Centauro del ET. Expediente: 2024/ETSAE0906/00002147EB.,CONT_LIC,,,,
76,bocm,"Convocatoria contrato
– Resolución de 3 de enero de 2025, de la Gerencia Asistencial de Atención Primaria del Servicio Madrileño de Salud, por la que se hace pública la convocatoria de licitación denominada “Servicio para la prevención y el control de la legionelosis en los centros de salud, consultorios locales y otros edificios dependientes de la Gerencia Asistencial de Atención Primaria del Servicio Madrileño de Salud”",CONT_LIC,,,,
77,boe,"Anuncio de licitación de: Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P. Objeto: Redacción de proyecto, estudio de seguridad y salud (arquitecto o ingeniero) y ejecución de las obras de reforma integral de la Sala Blanca existente en la planta baja del edificio, y de las obras de reacondicionamiento de un laboratorio tipo BSL2 (Biosecurity Level-2) del Instituto de Micro y Nanotecnología, de la Agencia Estatal Consejo Superior de Investigaciones Científicas. Expediente: 33183/25.",CONT_LIC,,,,
78,boe,Anuncio de licitación de: TGSS-Dirección provincial de Zaragoza. Objeto: Retirada y depósito de bienes embargados por las Unidades de Recaudación Ejecutiva dependientes de la Dirección Provincial de la TGSS de Zaragoza. Expediente: 2025/500010.,CONT_LIC,,,,
79,boe,Anuncio de licitación de: Subdirección General de la Oficina Presupuestaria y Gestión Económica. Objeto: Asistencia técnica para la dinamización y evaluación de la Estrategia Estatal para un nuevo modelo de cuidados en la comunidad: un proceso de desinstitucionalización. Expediente: 242950PA0002.,CONT_LIC,,,,
80,boe,"Anuncio de licitación de: Jefatura de Asuntos Económicos de la Guardia Civil. Objeto: Contrato de un servicio continúo de descontaminación biológica, de los distintos equipos de dotación del Departamento de Biología y de Medio Ambiente del SECRIM que evite cualquiertipo de contaminación biológica que pueda influir y alterar negativamente en los resultados de los informes periciales de ADN incursos como prueba en los distintos procedimientos judiciales. Expediente: E/0140/A/24/2.",CONT_LIC,,,,
81,boe,Anuncio de licitación de: ADIF - Presidencia. Objeto: Servicio mantenimiento instalaciones de combustible en ADIF 2025-2028. Expediente: 2.25/23108.0010.,CONT_LIC,,,,
82,boe,"Anuncio de licitación de: Secretaría de Estado de Medio Ambiente. Objeto: Proyecto de recuperación del bosque de ribera y eliminación de la especie invasora Arundo donax en el rio Mula desde el embalse de Los Rodeos hasta la confluencia con el río Segura, en el marco del Plan de Recuperación, Transformación y Resiliencia (PRTR). Expediente: P02.C05.I2.P02.S09.A06.01.",CONT_LIC,,,,
83,boe,"Resolución de 12 de diciembre de 2024, de la Dirección General de Producción Agroalimentaria y Cooperativas de la Consejería de Agricultura, Ganadería y Desarrollo Rural, por la que se da publicidad a la solicitud de modificación del pliego de condiciones de la denominación de origen protegida «Uclés».",CONT_LIC,,,,
84,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Apoyo Logístico. Objeto: Mantenimiento y adquisición de repuestos para instalaciones vehiculares tácticas. Expediente: 2025/ETSAE0906/00000080E.,CONT_LIC,,,,
85,boe,"Anuncio de licitación de: Dirección General de la Costa y el Mar. Objeto: Adaptación de la fachada marítima en el entorno de la playa Cerezo, T.M. Chilches (Castellón). Expediente: 12-0359.",CONT_LIC,,,,
86,bocm,"Convocatoria contrato
– Anuncio de 7 de febrero de 2025, por el que se convoca la licitación para la contratación del “Servicio de reparación de bastidores de bogie de trenes de las Series 7000 y 9000” (expediente 6012500046)",CONT_LIC,,,,
87,boe,"Anuncio de licitación de: ADIF - Presidencia. Objeto: Asistencia técnica para el control y vigilancia del contrato de ""Redacción de proyecto constructivo y ejecución de las obras de renovación de las instalaciones de seguridad de la línea 400. Tramo Peñalajo-Espeluy"". Expediente: 3.24/27507.0321.",CONT_LIC,,,,
