id,bulletin,description,grupo_muestreo,act_type_n1,is_relevant_gt,procedures_gt,technologies_gt,is_relevant_pred,act_type_pred,procedures_pred,technologies_pred,confidence,reasoning,duration_s
10,docm,"Anuncio de 15/01/2025, de la Dirección General de Calidad Ambiental, por el que se inicia el periodo de información pública de la solicitud de autorización ambiental integrada y del estudio de impacto ambiental del proyecto titulado: Planta de producción de hidrógeno verde de 200 MW, Proyecto Hydric a realizar en el término municipal de Puertollano (Ciudad Real), titularidad de la empresa Hydric Power, SL (expediente AAI-CR-101 y PRO-SC-24-1172).",AAI,anuncio,True,AAI,hidrógeno,True,anuncio,"[""AAI"", ""DIA""]","[""hidrógeno""]",0.95,"La descripción menciona explícitamente la ""solicitud de autorización ambiental integrada"" (AAI) y el ""estudio de impacto ambiental"" (DIA) para una planta de producción de hidrógeno verde (tecnología hidrógeno). Aunque es un anuncio, se inicia el periodo de información pública de estos procedimientos ambientales N2.",52.718
11,docm,"Resolución de 11/12/2024, de la Dirección General de Calidad Ambiental, por la que se consideran no sustanciales a efectos de lo previsto en el texto refundido de la Ley de Prevención y Control Integrados de la Contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre, las modificaciones propuestas por la empresa Holcim España, SA, en la instalación de fabricación de producción de cemento, en el término municipal de Villaluenga de la Sagra (Toledo) y se modifica la Resolución de 13/02/2019, por la que se revisa la autorización ambiental integrada otorgada para dicha instalación (expediente: AAI-TO-031).",AAI,resolución,True,AAI,,True,resolución,"[""AAI""]",[],0.95,"El texto menciona ""modificar la Resolución de 13/02/2019... por la que se revisa la autorización ambiental integrada otorgada"" y hace referencia al expediente AAI-TO-031, identificando claramente un procedimiento N2 (AAI). La descripción del proyecto (instalación de fabricación de cemento) no corresponde a ninguna tecnología energética de la lista.",54.221
12,dog,"ANUNCIO de 19 de marzo de 2025, de la Dirección General de Calidad Ambiental y Sostenibilidad, por el que se da publicidad a la resolución por la que se deniega la solicitud de autorización ambiental integrada a Bioenergía Lugo, S.L.U. para una planta de gestión de residuos orgánicos y producción de biometano para su inyección en red, situada en el ayuntamiento de Lugo (expediente 2024-IPPC-I-25).",AAI,anuncio,True,AAI,biogás_biometano,True,anuncio,"[""AAI""]","[""biogás_biometano""]",0.95,"El texto menciona ""resolución... por la que se deniega la solicitud de autorización ambiental integrada"", lo cual identifica explícitamente el procedimiento AAI (etiqueta 6 y 7). Además, se cita ""producción de biometano para su inyección en red"", asociando la tecnología biogás_biometano. El anuncio es público al comunicar la denegación.",57.006
13,boca,"Dirección General de Transición Ecológica y Lucha contra el Cambio Climático.- Resolución de 24 de enero de 2025, por la que se aprueba el Programa de Inspección Ambiental para el año 2025 de las instalaciones sujetas a autorización ambiental integrada en la Comunidad Autónoma de Canarias, según el texto refundido de la Ley de prevención y control integrados de la contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre.",AAI,resolución,False,,,False,resolución,[],[],1.0,"La descripción se refiere a una ""Resolución de 24 de enero de 2025, por la que se aprueba el Programa de Inspección Ambiental"", lo cual es un acto administrativo genérico de planificación o control y no otorga ninguno de los permisos ambientales específicos (AAP, AAC, AAI, DIA, IIA) definidos en la taxonomía N2. El texto menciona ""Programa de Inspección"" y ""autorización ambiental integrada"" como objeto de inspección (cuerpo regulatorio), pero no como procedimiento a aprobar en este acto concreto. Por tanto, is_relevant=False.",78.693
14,bopa,"Anuncio por el que se hace pública la Resolución de la Consejería de Transición Ecológica, Industria y Comercio, de otorgamiento de la autorización ambiental integrada simplificada a la instalación de “fabricación de hormigones frescos” del titular Cementos Secil, S. L. U., ubicada en polígono industrial La Curiscada (Tineo). Expte. AAIS-042/24 (AUTO/2024/7375). [Cód. 2025-02278]",AAI,anuncio,True,AAI,,True,anuncio,"[""AAI""]",[],0.95,"El texto menciona ""autorización ambiental integrada simplificada"" para la instalación de hormigones, lo cual corresponde al procedimiento AAI. No se mencionan tecnologías energéticas específicas en el contexto del proyecto descrito.",45.491
15,bon,"RESOLUCIÓN 533E/2024, de 5 de diciembre, del director del Servicio de Economía Circular e Innovación, por la que se acepta parcialmente el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental integrada de la instalación de deshidratación de alfalfa, cuyo titular es Navarro Aragonesa de Forrajes SA, ubicada en término municipal de Peralta / Azkoien, de forma que la instalación y el desarrollo de la actividad deberán cumplir las condiciones establecidas en el anejo de la presente resolución.",AAI,resolución,True,AAI,,True,resolución,"[""AAI""]",[],0.92,"El texto menciona explícitamente ""autorización ambiental integrada"" y habla de una modificación de las condiciones de funcionamiento, lo que confirma el procedimiento N2 AAI (regla 6 y 11). No se mencionan tecnologías energéticas específicas del listado. La confianza es alta porque la descripción es específica sobre un procedimiento ambiental claro.",51.164
16,doe,"Anuncio de 13 de enero de 2025 por el que se somete a información pública la petición de autorización administrativa previa de las instalaciones correspondientes al proyecto denominado CT Cárdeno nuevo de 630 kVA, en Fuentes de León. Expte.: 06/AT-18456/01732.",AAP,anuncio,True,AAP,línea_eléctrica,True,anuncio,"[""AAP""]",[],0.95,"El texto menciona explícitamente ""petición de autorización administrativa previa"", que corresponde al procedimiento AAP. No se menciona construcción ni tecnologías energéticas específicas en el fragmento, por lo que solo se etiqueta AAP y no tecnologías.",43.993
17,bor,"Anuncio de Información Pública de la solicitud de autorización administrativa previa y de construcción de instalación eléctrica, y de su declaración de utilidad pública. AT/1970904",AAP,anuncio,True,"AAP,AAC,DUP",línea_eléctrica,True,anuncio,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.92,"El texto menciona explícitamente ""solicitud de autorización administrativa previa y de construcción"" (disparando [AAP, AAC]) y ""declaración de utilidad pública"" (DUP). La tecnología se infiere de ""instalación eléctrica"", categorizada como línea eléctrica.",50.991
18,dogc,"Resolución TER/4683/2024, de 4 de diciembre, por la que se otorga a la empresa eDistribución Redes Digitales, SLU, la autorización administrativa previa y la autorización administrativa de construcción para la sustitución del transformador TR1 de 110/25 kV, de 25 MVA, por un transformador de 110/25 kV, de 30 MVA, en la SE Sant Hilari, en el término municipal de Sant Hilari Sacalm, en la provincia de Girona (exp. FUE-2024-03801430)",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]",[],0.95,"El texto menciona explícitamente la otorgación de ""autorización administrativa previa y la autorización administrativa de construcción"". Aunque se trata de un proyecto eléctrico (sustitución de transformador), no se cita ninguna tecnología específica de las enumeradas (fotovoltaica, eólica, etc.), por lo que technologies queda vacío según la regla 3.",61.079
19,boa,"ANUNCIO del Servicio Provincial de Zaragoza del Departamento de Presidencia, Economía y Justicia, por el que se someten a información pública la modificación de la solicitud de autorización administrativa previa y de construcción de la modificación del proyecto del parqueeólico ""Espartal Eólico 3"" de 10 MW incluido en el Proyecto de Interés General de Aragón H2 Pillar Producción de H2 renovable en la Comarca de Zaragoza.  Expediente G-Z-2021-060.",AAP,anuncio,True,"AAP,AAC","eólica,hidrógeno",True,anuncio,"[""AAP"", ""AAC""]","[""eólica"", ""hidrógeno""]",0.95,"El texto menciona explícitamente ""solicitud de autorización administrativa previa y de construcción"" (AAP, AAC) del parque eólico Espartal Eólico 3 con tecnología eólica y parte de un proyecto de hidrógeno. El documento es un anuncio que somete a información pública la modificación de dicha solicitud, heredando los procedimientos AAP y AAC, confirmando la relevancia ambiental-energética y las tecnologías implicadas.",55.864
20,docm,"Notificación de 13/03/2025, de la Secretaría General, por la que se da publicidad a la resolución del recurso de alzada interpuesto sobre autorización administrativa previa y autorización administrativa de construcción de la instalación solar fotovoltaica denominada Sauce Solar, infraestructuras auxiliares y de evacuación RA 181/2023.",AAP,notificación,True,"AAP,AAC",fotovoltaica,True,notificación,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"La descripción menciona explícitamente ""resolución del recurso de alzada interpuesto sobre autorización administrativa previa y autorización administrativa de construcción"" lo que dispara las etiquetas AAP y AAC. Además, se identifica la instalación como ""solar fotovoltaica"", disparando la tecnología fotovoltaica. La notificación es el act jurídico (Notificación 13/03/2025).",54.619
21,bopv,"ANUNCIO de 20 de febrero de 2025, de la Delegada Territorial de Industria, Transición Energética y Sostenibilidad de Bizkaia, por el que se somete a información pública la solicitud de Autorización Administrativa Previa y Declaración de Impacto Ambiental del proyecto «Parque Eólico El Roble», en los términos municipales de Sopuerta, Zalla, Galdames y Güeñes (Bizkaia).

				
2025/01167",AAP,anuncio,True,"AAP,DIA",eólica,True,anuncio,"[""AAP"", ""DIA""]","[""eólica""]",0.98,"El texto menciona explícitamente la ""solicitud de Autorización Administrativa Previa y Declaración de Impacto Ambiental"". Se identifica como anuncio sometiéndola a información pública. La tecnología es eólica por el nombre del proyecto ""Parque Eólico El Roble"".",51.338
22,boe,"Resolución de 14 de enero de 2025, de la Dirección General de Política Energética y Minas, por la que se otorga a I-DE Redes Eléctricas Inteligentes, SAU, autorización administrativa previa y autorización administrativa de construcción de la nueva línea subterránea de media tensión 20 kV, simple circuito, desde el centro de transformación Los Veras-San Pedro, hasta el entronque aéreo-subterráneo en Camino la Raya, en los términos municipales de Pilar de la Horadada (Alicante) y San Pedro de Pinatar (Murcia).",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.95,"La descripción menciona explícitamente ""autorización administrativa previa y autorización administrativa de construcción"", lo que activa las etiquetas AAP y AAC según la regla 3. El proyecto es una ""línea subterránea de media tensión"", por lo que corresponde a la tecnología línea_eléctrica.",51.096
23,boa,"RESOLUCIÓN de 14 de febrero de 2025, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción, del proyecto planta solar fotovoltaica ""Romerosa"" de 450 kW en el término municipal de Lécera. Expediente: G-Z-2022-192.",AAP,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.95,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"", lo que indica la presencia de ambos procedimientos AAP y AAC según las reglas críticas (regla 3). Además, el proyecto se describe como ""planta solar fotovoltaica"", identificando la tecnología correspondiente.",48.417
24,borm,"Resolución de la Dirección General de Industria, Energía y Minas por la que se otorga a la empresa Sangonera Solar, S.L. la autorización administrativa previa, la autorización administrativa de construcción de la instalación eléctrica de producción denominada “Proyecto de planta solar FV “El Palmar I” de 1,2 MW (potencia instalada) y LA/SMT 20 kV evacuación”, y el reconocimiento en concreto, de la utilidad pública de la línea aérea/subterránea de alta tensión a 20 kV, de evacuación, en el término municipal de Murcia.",AAP,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""fotovoltaica"", ""línea_eléctrica""]",0.98,"La resolución otorga explícitamente la ""autorización administrativa previa"" (AAP), la ""autorización administrativa de construcción"" (AAC) y el ""reconocimiento en concreto... de la utilidad pública"" (DUP). El proyecto se identifica como ""planta solar FV"", confirmando tecnología fotovoltaica, y menciona una ""línea aérea/subterránea de alta tensión"", confirmando línea eléctrica.",59.292
25,docm,"Anuncio de 16/12/2024, de la Delegación Provincial de Desarrollo Sostenible de Toledo, sobre información pública de solicitud de Nexo FV, SL, para autorización administrativa previa de proyecto de instalación solar fotovoltaica denominada Santa María Solar, situada en el término municipal de Mesegar de Tajo. Referencia: PE-722.",AAP,anuncio,True,AAP,fotovoltaica,True,anuncio,"[""AAP""]","[""fotovoltaica""]",0.95,"El texto menciona explícitamente ""autorización administrativa previa"" para un proyecto de instalación solar fotovoltaica, lo que define el procedimiento AAP y la tecnología fotovoltaica. El tipo de documento es ""anuncio"".",54.222
26,docm,"Resolución de 20/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, de autorización administrativa previa y autorización administrativa de construcción de instalación eléctrica de alta tensión con número de expediente: E-45211122323 corresponde III.",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]",[],0.98,"El texto menciona explícitamente ""autorización administrativa previa y autorización administrativa de construcción"", lo que activa las etiquetas AAP y AAC. La descripción indica ""instalación eléctrica de alta tensión"" pero no especifica una tecnología energética concreta (eólica, fotovoltaica, etc.) mencionada en los códigos N3, por lo que technologies queda vacío según la regla de solo listar tecnologías energéticas específicas listadas.",54.248
27,dogc,"Anuncio por el que se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto de la planta solar fotovoltaica denominada PS Vilobí, de 3,52 MW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Vilobí d'Onyar, en la comarca de La Selva (exp. FUE-2023-03615308, ref. 02911)",AAP,anuncio,True,"AAP,AAC,DIA",fotovoltaica,True,anuncio,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.95,"El texto menciona explícitamente la solicitud de ""autorización administrativa previa"" y ""autorización administrativa de construcción"", lo que activa los procedimientos AAP y AAC respectivamente. Además, se trata de una planta solar fotovoltaica, identificando la tecnología correspondiente.",49.071
28,dog,"RESOLUCIÓN de 25 de febrero de 2025, del Departamento Territorial de Lugo, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de Lugo (expediente IN407A 2024/196 AT).",AAP_AAC,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"La resolución expedita explícitamente la ""autorización administrativa previa y de construcción"", que corresponde a las etiquetas AAP y AAC (reglas 3). La instalación eléctrica se identifica como tecnología línea_eléctrica.",45.768
29,dogc,"Resolución TER/4665/2024, de 19 de noviembre, de la Dirección General de Energía, por la que se otorga a Energia Inagotable de Anser, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica denominada Gualter, de 25 MW de potencia instalada sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, líneas soterradas a 30 kV, subestación SED Gualter  30/110kV y línea aérea de alta tensión 110 kV, en el término municipal de Artesa de Segre, en la comarca de La Noguera (exp. FUE-2021-02207760)",AAP_AAC,resolución,True,"AAP,AAC","fotovoltaica,línea_eléctrica",True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica"", ""línea_eléctrica""]",0.98,"La resolución otorga explícitamente la ""autorización administrativa previa y de construcción"" (AAP + AAC) según las reglas 3 y 4. Además, menciona una ""planta solar fotovoltaica"", ""líneas soterradas"", y ""subestación... línea aérea de alta tensión"", justificando las tecnologías fotovoltaica y línea eléctrica.",57.143
30,dog,"RESOLUCIÓN de 31 de octubre de 2024, del Departamento Territorial de A Coruña, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de San Sadurniño (expediente IN407A 2024/233-1).",AAP_AAC,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"La descripción menciona explícitamente ""autorización administrativa previa y de construcción"", lo que corresponde a los procedimientos AAP y AAC. Se trata de una instalación eléctrica, por lo que la tecnología es línea_eléctrica. La resolución concede ambas autorizaciones en el mismo acto.",48.397
31,boa,"RESOLUCIÓN de 14 de noviembre de 2024, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción del proyecto planta solar fotovoltaica ""Torrubia"" de 500 kW en el término municipal de Muel. Expediente: G-Z-2023-157.",AAP_AAC,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"La descripción menciona explícitamente ""autorización administrativa previa y de construcción"" (AAP, AAC) para un proyecto fotovoltaico, por lo tanto is_relevant=True. El fragmento clave es ""relativo a la autorización administrativa previa y de construcción del proyecto planta solar fotovoltaica"".",59.686
32,dogv,"RESOLUCIÓN de 12 de marzo de 2025, del Servicio Territorial de Industria, Energía y Minas de Valencia, por la que se da por desistido el titular del expediente ATALFE/2020/39, iniciado por Epower Solar Renewable, SL, de autorización administrativa previa y de construcción y declaración de utilidad pública en concreto, correspondiendo a la central fotovoltaica «PSF Aquila MT» y su infraestructura de evacuación, con potencia nominal del inversor limitado a 3 MW, que se tiene que ubicar en el término municipal de Utiel.",AAP_AAC,resolución,True,"AAC,AAP,DUP",fotovoltaica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""fotovoltaica""]",0.98,"El texto menciona explícitamente ""se da por desistido"" sobre un expediente iniciado para ""autorización administrativa previa y de construcción"", lo que implica los procedimientos AAP y AAC. Además, se cita ""declaración de utilidad pública"". El fragmento ""central fotovoltaica"" identifica la tecnología.",51.805
33,dogc,"Resolución TER/4799/2024, de 16 de diciembre, por la que se otorga a Univergy ES SPC 25, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica llamada La Femosa, de 875 kW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Artesa de Lleida, en la comarca de El Segrià (exp. FUE-2022-02779916)",AAP_AAC,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"La resolución otorga explícitamente la ""autorización administrativa previa y de construcción"" del proyecto solar, lo que implica ambos procedimientos [AAP, AAC]. Además, se menciona claramente la naturaleza ""fotovoltaica"" de la planta (planta solar fotovoltaica).",49.69
34,dog,"RESOLUCIÓN de 14 de enero de 2025, del Departamento Territorial de Ourense, por la que se concede la autorización administrativa previa y de construcción y se declara, en concreto, de utilidad pública, a los efectos de la urgente ocupación, de una instalación eléctrica en el ayuntamiento de Avión (expediente IN407A 2024/112-3).",AAP_AAC,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.98,"La resolución otorga explícitamente ""autorización administrativa previa y de construcción"" (AAP, AAC) y declara la instalación ""de utilidad pública"" (DUP). La tecnología es una instalación eléctrica en el ayuntamiento de Avión (línea_eléctrica).",62.02
35,boe,"Anuncio de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por la que se somete a trámite de audiencia a los interesados e información pública el procedimiento de autorización administrativa previa y de construcción y declaración, en concreto, de utilidad pública del proyecto de alta tensión denominado nueva subestación Puerto Sevilla, en el término municipal de Dos Hermanas (Sevilla).",AAP_AAC,anuncio,True,"AAP,AAC,DUP",línea_eléctrica,True,anuncio,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.95,"El texto menciona explícitamente el ""procedimiento de autorización administrativa previa y de construcción"" (AAP, AAC) y la ""declaración... de utilidad pública"" (DUP). La tecnología se infiere por ser un proyecto de ""alta tensión"".",48.621
36,boja,"Anuncio de 4 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Huelva, por el que se da publicidad a la nueva autorización ambiental unificada simplificada otorgada en esta provincia. (PP. 262/2025).",AAU,anuncio,True,AAU,,True,anuncio,"[""AAU""]",[],0.95,"El texto menciona explícitamente ""nueva autorización ambiental unificada simplificada otorgada"", lo que activa el procedimiento AAU según la definición de procedimiento N2. No se mencionan tecnologías específicas para esta AAU simplificada, por lo que technologies=[] es correcto bajo las reglas dadas. La confianza es alta (0.95) ya que el procedimiento está nombrado claramente en el texto.",52.491
37,boja,"Resolución 17 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad al informe vinculante de la autorización ambiental unificada para el proyecto que se cita, en los términos municipales de Jerez de la Frontera y Sanlúcar de Barrameda, en la provincia de Cádiz.",AAU,resolución,True,AAU,,True,resolución,"[""AAU""]",[],0.92,"El texto menciona ""informe vinculante de la autorización ambiental unificada"", lo que identifica claramente el procedimiento AAU. La ausencia de términos como ""autorización administrativa previa"", ""construcción"", ""declaración de impacto ambiental"" o nombres de tecnologías energéticas específicas implica que no se etiquetan otros procedimientos ni tecnologías.",48.547
38,boja,"Resolución de 4 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Sevilla, por la que se da publicidad a la Resolución de 24 de febrero de 2025, de autorización ambiental unificada simplificada, para el proyecto que se cita, en el término municipal de Cantillana (Sevilla).",AAU,resolución,True,AAU,,True,resolución,"[""AAU""]",[],0.98,"El texto menciona explícitamente ""Resolución... de autorización ambiental unificada simplificada"", lo que activa la etiqueta AAU. No se mencionan tecnologías específicas, por lo que technologies=[] es correcto. La publicación en el BOJA con esta descripción confirma claramente el procedimiento N2.",46.271
