id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s
17,bocm,"Plan general de urbanismo
– Acuerdo de 12 de febrero de 2025, del Consejo de Gobierno, por el que se aprueba definitivamente la modificación del Plan General de Ordenación Urbana de Madrid para la creación del Área de Planeamiento Específico 10.24 “Paseo de la Ermita del Santo”, distrito de Latina, que incluye la delimitación de una única Unidad de Ejecución",PGOU,True,MOD_PUN,fase_definitiva,Aprobacion definitiva mod PGOU Madrid APE 10.24 Paseo Ermita Santo,True,acuerdo,"[""PGOU"", ""PLAN_ESP""]","[""fase_definitiva""]",0.98,"El texto menciona explícitamente ""Plan General de Ordenación Urbana"" (etiqueta PGOU) y ""Área de Planeamiento Específico 10.24"", lo que corresponde a la etiqueta PLAN_ESP. La frase ""se aprueba definitivamente"" indica claramente la fase_definitiva del ciclo urbanístico.",58.302
18,bocyl,"ACUERDO de 27 de febrero de 2025, de la Comisión Territorial de Medio Ambiente y Urbanismo de Salamanca, por el que se aprueba definitivamente la modificación n.º 2 de las Normas Urbanísticas Municipales de Miranda de Azán (Salamanca). Expte.: 24-037.",PGOU,True,MOD_PUN,fase_definitiva,Aprobacion definitiva modificacion n2 NUM Miranda de Azan,True,acuerdo,"[""MOD_PUN"", ""PGOU""]","[""fase_definitiva""]",0.95,"El texto menciona explícitamente ""modificación n.º 2 de las Normas Urbanísticas Municipales"", lo que activa la categoría MOD_PUN y al referirse a dichas normas, también activa PGOU (normas urbanísticas municipales). La frase ""se aprueba definitivamente"" indica la fase_definitiva del ciclo de aprobación.",56.421
19,bocm,"Normas urbanísticas
– Orden 878/2025, de 7 de marzo, de la Consejería de Medio Ambiente, Agricultura e Interior, por la que se aprueba definitivamente la Modificación Puntual de las Normas Subsidiarias de ámbito municipal de Buitrago del Lozoya, con el fin de adecuar las condiciones urbanísticas del Matadero Frigorífico Comarcal de Buitrago a su condición de equipamiento de interés social",PGOU,True,MOD_PUN,"fase_definitiva,uso_equipamiento",Aprobacion definitiva Mod Puntual NNSS Buitrago matadero a equipamiento,True,orden,"[""MOD_PUN"", ""PGOU"", ""DIC_INT""]","[""fase_definitiva""]",0.98,"El texto indica ""Modificación Puntual"" (MOD_PUN) de las ""Normas Subsidiarias"" (PGOU), la aprobación ""definitivamente"", y el objetivo de adecuar al Matadero como ""equipamiento de interés social"" (DIC_INT). La subetiqueta de uso se omite por falta de categoría válida para equipamiento en la lista N3 proporcionada.",111.685
20,bocyl,"INFORMACIÓN pública relativa a la aprobación inicial de la modificación n.º 5 del Plan General de Ordenación Urbana de Villamayor (Salamanca), nueva delimitación del yacimiento arqueológico «Teso de San Miguel» y modificación de la normativa de protección. Expte.: 185/2025.",PGOU,True,MOD_PUN,fase_inicial,IP aprobacion inicial mod 5 PGOU Villamayor yacimiento arqueologico,True,información_pública,"[""PGOU"", ""MOD_PUN""]","[""fase_inicial""]",0.95,"El texto menciona explícitamente ""información pública relativa a la aprobación inicial de la modificación n.º 5 del Plan General de Ordenación Urbana"" (PGOU, MOD_PUN, fase_inicial). La descripción también incluye modificaciones específicas como la ""nueva delimitación del yacimiento arqueológico"" y ""modificación de la normativa de protección"".",57.511
21,docm,"Anuncio de 30/01/2025, del Ayuntamiento de Ciudad Real, sobre información pública de la alternativa técnica presentada por la mercantil Aikon Energía, SL del Programa de Actuación Urbanizadora de la Unidad de Ejecución del Plan General de Ordenación Urbana, denominada UE-VCAR.",PGOU,True,PROY_URB,fase_ip,IP alternativa tecnica PAU UE-VCAR PGOU Albacete,True,anuncio,"[""PGOU"", ""PROY_URB""]","[""fase_ip"", ""uso_energetico""]",0.95,"El texto menciona explícitamente ""Plan General de Ordenación Urbana"" (PGOU) y ""Unidad de Ejecución"", así como ""Proyecto de urbanización"" en forma de ""Programa de Actuación Urbanizadora"". Además, se hace referencia a una instalación con uso energético (""Alternativa técnica... Aikon Energía""). La naturaleza del documento es un anuncio de información pública.",60.411
22,boib,"Acuerdo de aprobación definitiva con prescripciones relativa a la Modificación puntual nº. 3 de las Normas Subsidiarias de planeamiento del municipio de Mancor de la Vall consistente en la modificación de alineaciones, usos y parámetros edificatorios y ordenanzas de estética",PGOU,True,MOD_PUN,fase_definitiva,Aprobacion definitiva Mod Puntual 3 NNSS Mancor de la Vall,True,acuerdo,"[""PGOU"", ""MOD_PUN""]","[""fase_definitiva""]",0.98,"El texto menciona explícitamente ""Normas Subsidiarias de planeamiento"", que corresponde a la categoría PGOU (equivalente al PGOU en Mallorca). Además, indica ""Modificación puntual nº. 3"", justificando la etiqueta MOD_PUN. Finalmente, se señala ""Aprobación definitiva"", correspondiendo a la subcategoría fase_definitiva.",57.66
23,dogv,ANUNCIO por el que se somete a información pública la modificación puntual número 10 del Plan general de ordenación urbana de Montaverner (expediente 389/2021).,PGOU,True,MOD_PUN,fase_ip,IP modificacion puntual num 10 PGOU Montaverner,True,anuncio,"[""PGOU"", ""MOD_PUN""]","[""fase_ip""]",0.98,"La descripción menciona explícitamente ""Plan general de ordenación urbana"" (etiqueta PGOU) y ""modificación puntual número 10"" (etiqueta MOD_PUN). El verbo ""somete a información pública"" identifica claramente la fase de participación ciudadana, correspondiente a fase_ip.",53.948
24,boib,Modificación puntual de las normas subsidiarias de Consell para la delimitación y ordenación de un aparcamiento disuasivo,PGOU,True,MOD_PUN,uso_equipamiento,Mod puntual NNSS Consell aparcamiento disuasivo,True,modificación,"[""MOD_PUN""]",[],1.0,"La descripción contiene explícitamente ""Modificación puntual de las normas subsidiarias"", que activa directamente la categoría MOD_PUN según la taxonomía. No hay indicios sobre fase del ciclo o uso específico del suelo en el texto proporcionado.",47.145
25,bopa,"Resolución de 3 de febrero de 2025, de la Consejería de Transición Ecológica, Industria y Desarrollo Económico, por la que se formula el informe ambiental estratégico de nueva delimitación y Plan Parcial del Área de Planeamiento Propuesto S-R-CBÑ 2 “Cabueñes Residencial” (APP-S-R-CBÑ2) (Gijón) (IA-PP-0141/2024//AUTO/2024/12984). [Cód. 2025-00970]",PLAN_ESP,True,PLAN_ESP,"fase_ip,uso_residencial",IAE Plan Parcial Cabueñes Residencial,True,resolución,"[""PLAN_ESP""]","[""fase_inicial""]",0.95,"El texto menciona ""Plan Parcial del Área de Planeamiento Propuesto"", lo que activa la categoría PLAN_ESP. La palabra ""Resolución"" indica el tipo de acto administrativo. La mención a un código de expediente (IA-PP-0141/2024) junto con la resolución inicial sugiere la fase inicial del proceso.",57.885
26,bon,Aprobación definitiva del Plan Especial de Actuación Urbana de las unidades UE-9 y UE-10,PLAN_ESP,True,PLAN_ESP,fase_definitiva,Aprobacion definitiva Plan Especial Actuacion Urbana UE-9 y UE-10,True,aprobación,"[""PLAN_ESP""]","[""fase_definitiva""]",0.98,"La descripción contiene ""Plan Especial"", lo que dispara la categoría N2 PLAN_ESP, y ""Aprobación definitiva"", indicando la fase_definitiva del ciclo urbanístico.",45.592
27,bocyl,"INFORMACIÓN pública relativa a la aprobación inicial del estudio de detalle, promovido por «Decoración Muebles Cagigal, S.A.», para la modificación de los parámetros de ordenación detallada de la parcela del Callejón Los Tochos n.º 1, en el término municipal de Aguilar de Campoo (Palencia). Expte.: 1373/2024.",PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial estudio detalle parcela Callejon Los Tochos,True,información_pública,"[""PLAN_ESP""]","[""fase_ip"", ""uso_rustico""]",0.92,"El texto indica claramente ""aprobación inicial del estudio de detalle"" y ""información pública"", lo que clasifica el acto como un anuncio en fase inicial (fase_ip) y otorga la categoría PLAN_ESP por ser un estudio de detalle. Además, al referirse a la ""modificación de los parámetros de ordenación detallada de la parcela del Callejón Los Tochos n.º 1"", se implica una intervención sobre suelo rústico o con restricciones especiales (uso_rustico), dado que es un estudio de detalle para modificación de parámetros en una parcela concreta, típico en contextos rústicos o de protección especial.",71.406
28,bopv,"RESOLUCIÓN de 27 de enero de 2025, del Director de Administración Ambiental, por la que se formula informe ambiental estratégico del Plan Parcial del sector Ipintza Z1.5 de Zumarraga (Gipuzkoa).
				
2025/00772",PLAN_ESP,True,PLAN_ESP,fase_ip,IAE Plan Parcial sector Ipintza Z1.5 Zumarraga,True,información_pública,"[""PLAN_ESP""]","[""fase_ip""]",0.98,"El texto menciona explícitamente ""Plan Parcial del sector Ipintza Z1.5"", lo cual encaja con la categoría PLAN_ESP, y se formula un ""informe ambiental estratégico"" como parte de un proceso de consulta o información pública, lo que apunta a fase_ip. La confianza es alta porque tanto el tipo de acto como las categorías están claramente señaladas.",57.172
29,bopa,"Anuncio público a personas interesadas desconocidas en el procedimiento de evaluación ambiental estratégica simplificada. Plan Parcial del sector urbanizable UZ2-La Vega-U, Villabona (Llanera). Expte. IA-PP-0236/2024//AUTO/2024/18789. [Cód. 2025-01744]",PLAN_ESP,True,PLAN_ESP,fase_ip,EAE simplificada Plan Parcial UZ2-La Vega-U Villabona,True,anuncio,"[""PLAN_ESP""]","[""fase_ip""]",0.98,"El texto menciona explícitamente ""Plan Parcial"", lo que activa la categoría PLAN_ESP. Además, la referencia a un ""Anuncio público"" en el contexto de una ""evaluación ambiental estratégica simplificada"" corresponde a una etapa de participación pública, justificando la subcategoría fase_ip. El extracto ""Anuncio público... Plan Parcial del sector urbanizable"" es la señal directa.",57.649
30,bocyl,"ACUERDO de 20 de diciembre de 2024, del Pleno del Ayuntamiento de Burgos, relativo a la aprobación definitiva del «Estudio de detalle naves nido C/ López Bravo, 11B, polígono industrial. Villalonquejar (Burgos)», promovido por «Santaolalla Ambiental, S.L.». Expte.: 4/2024 EST-PGOU.",PLAN_ESP,True,PLAN_ESP,"fase_definitiva,uso_industrial",Aprobacion definitiva ED naves nido poligono industrial Villalonquejar,True,acuerdo,"[""PLAN_ESP"", ""PROY_URB""]","[""fase_definitiva"", ""uso_industrial""]",0.95,"El texto menciona explícitamente un ""Estudio de detalle"" (categoría PLAN_ESP) y su localización en un ""polígono industrial"", lo que indica uso industrial (subcategoría uso_industrial). Además, se señala la ""aprobación definitiva"" del estudio (subcategoría fase_definitiva).",60.075
31,borm,"Aprobación inicial del Programa de Actuación, del cambio de sistema de gestión y de los estatutos de la Junta de Compensación de la Unidad de Ejecución n.º I.b del Plan Parcial “Usos Terciarios de Carretera de Sucina”.",PLAN_ESP,True,"PLAN_ESP,PROY_URB","fase_inicial,uso_comercial",IP PA + Junta Compensacion Plan Parcial Usos Terciarios Sucina,True,aprobación,"[""PLAN_ESP"", ""PROY_URB""]","[""fase_inicial""]",0.95,"""El texto menciona explícitamente 'Plan Parcial' (disparador de PLAN_ESP) y se refiere a una 'Unidad de Ejecución', lo que indica un proyecto de actuación urbanística (PROY_URB). Además, se especifica 'Aprobación inicial', correspondiendo a la fase_inicial del ciclo.""",57.305
32,dogc,Edicto sobre aprobación inicial del Plan especial urbanístico autónomo de la vía verde del Fluvià de ámbito supramunicipal entre Sant Ferriol y La Vall de Bianya,PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial Plan especial via verde Fluvia supramunicipal,True,edicto,"[""PLAN_ESP""]","[""fase_inicial"", ""uso_rustico""]",0.95,"El texto menciona explícitamente ""aprobación inicial"" (dispara fase_inicial) y ""Plan especial urbanístico"" en suelo rústico para una vía verde (dispara PLAN_ESP y uso_rustico, ya que las vías verdes suelen ser sobre infraestructura lineal en suelo no urbanizable). El act_type es ""edicto"" según el inicio del texto.",58.776
33,doe,Anuncio de 29 de enero de 2025 sobre aprobación inicial del Estudio de Detalle de la parcela EEC-1 del SUB CC-9.2.4.,PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED parcela EEC-1 SUB CC-9.2.4,True,anuncio,"[""PLAN_ESP""]","[""fase_inicial""]",0.98,"La descripción contiene explícitamente ""Aprobación inicial"" que indica la fase inicial del ciclo, y ""Estudio de Detalle"" que corresponde a la categoría PLAN_ESP (Plan Especial).",48.107
34,bon,"Aprobación definitiva de Estudio de Detalle en la parcela 2564 del polígono 7/Z-1 U.I. X Landaben, para ampliación de edificio anexo a Mutua Navarra",PLAN_ESP,True,PLAN_ESP,"fase_definitiva,uso_equipamiento",Aprobacion definitiva ED Landaben ampliacion Mutua Navarra,True,aprobación,"[""PLAN_ESP""]","[""fase_definitiva"", ""uso_equipamiento""]",0.95,"El texto menciona ""Aprobación definitiva"" que indica la fase y ""Estudio de Detalle"" que corresponde a la categoría PLAN_ESP. Además, ""ampliación de edificio anexo a Mutua Navarra"" sugiere un uso de equipamiento (sanidad).",53.707
35,bocyl,"INFORMACIÓN pública relativa a la aprobación inicial del estudio de detalle para la modificación de la alteración existente en la calle Juan Bravo n.º 25-27, en el término municipal de Cantalejo (Segovia). Expte.: 1422/2024.",PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED calle Juan Bravo 25-27 Cantalejo,True,información_pública,"[""PLAN_ESP"", ""MOD_PUN""]","[""fase_ip""]",0.95,"El texto menciona explícitamente ""estudio de detalle"" (PLAN_ESP) y ""modificación de la alteración existente"" (MOD_PUN). Además, se refiere a una ""aprobación inicial"" con carácter de ""información pública"", lo que indica la fase_ip del ciclo urbanístico.",106.284
36,bon,Aprobación inicial de Estudio de Detalle en la parcela 218 del polígono 4,PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED parcela 218 poligono 4,True,aprobación,"[""PLAN_ESP"", ""PROY_URB""]","[""fase_inicial""]",0.95,"El texto contiene explícitamente la palabra ""aprobación inicial"", lo cual indica que el acto es una aprobación inicial (fase_inicial). También se menciona ""Estudio de Detalle"", lo cual corresponde a la categoría PLAN_ESP. Por último, aunque no es un plan urbano general ni una licencia, se asocia a proyectos de urbanización por ser parte del proceso de ordenación urbanística formal, justificando PROY_URB si se interpreta como fase previa a la ejecución directa, aunque en algunos contextos podría interpretarse solo como PLAN_ESP. Dado el contexto habitual de estudios de detalle, es más seguro centrarse en PLAN_ESP. No obstante, la taxonomía permite múltiples etiquetas. Revisemos: ""Estudio de Detalle"" → PLAN_ESP (señal léxica clara). ""aprobación inicial"" → fase_inicial. No hay señal explícita de PROY_URB ni LIC_URB. Corrección: no incluir PROY_URB si no hay indicación directa de proyecto de urbanización o reparcelación.",90.877
37,bon,Aprobación definitiva de Estudio de Detalle en la parcela 104 del polígono 1,PLAN_ESP,True,PLAN_ESP,fase_definitiva,Aprobacion definitiva ED parcela 104 poligono 1,True,aprobación,"[""PLAN_ESP""]","[""fase_definitiva"", ""uso_industrial""]",0.95,"El texto menciona ""Estudio de Detalle"" (categoría PLAN_ESP) y ""Aprobación definitiva"" (subcategoría fase_definitiva). La referencia a ""polígono 1"" indica un uso industrial.",50.346
38,bocyl,"ACUERDO de 18 de noviembre de 2024, del Pleno del Ayuntamiento de Aldearrubia (Salamanca), relativo a la aprobación definitiva del estudio de detalle para el solar de la calle Camino de los Partidos 3C.",PLAN_ESP,True,PLAN_ESP,fase_definitiva,Aprobacion definitiva ED solar calle Camino Partidos 3C Aldearrubia,True,acuerdo,"[""PLAN_ESP""]","[""fase_definitiva""]",1.0,"El texto contiene ""ACUERDO"" y ""aprobación definitiva del estudio de detalle"", lo que clasifica como PLAN_ESP con subcategoría fase_definitiva. El fragmento clave es ""acuerdo de 18 de noviembre de 2024... aprobación definitiva del estudio de detalle"".",53.518
39,bon,Aprobación inicial de Estudio de Detalle en la parcela 33 del polígono 1 de Unciti (Valle de Unciti),PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED parcela 33 poligono 1 Unciti,True,aprobación,"[""PLAN_ESP""]","[""fase_inicial"", ""uso_rustico""]",0.95,"La descripción menciona explícitamente ""Aprobación inicial"" (dispara fase_inicial) y ""Estudio de Detalle"" (categoría PLAN_ESP). Además, se hace referencia a una ""parcela 33 del polígono 1"", lo cual en el contexto de planes especiales suele referirse a suelo rústico o no urbanizable, aunque no sea explícito, es inferible por la naturaleza del estudio de detalle.",62.19
