id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s,error
10,boja,"Resolución de 24 de febrero de 2025, de la Dirección Gerencia del Servicio Andaluz de Salud, por la que se acuerda publicar la propuesta de estructura de costes y fórmula de revisión de las tarifas para la explotación de los aparcamientos que formarán parte del contrato mixto de contratación de las obras del Nuevo Hospital de Málaga y concesión de obras de los aparcamientos.",CONT_CON,True,CONT_CON,tipo_obras,Estructura de costes de contrato mixto obras y concesion de obras,True,resolución,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_obras""]",0.95,"Se menciona la ""propuesta de estructura de costes y fórmula de revisión de las tarifas para la explotación de los aparcamientos"", lo que indica una fase preparatoria o licitativa relacionada con una concesión (CONT_CON). Además, se trata de un acuerdo sobre obras (""Nuevo Hospital de Málaga""), por lo que es relevante.",54.983,
11,boe,"Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Personal. Objeto: Concesión de servicio de campamentos estivales de ocio, tiempo libre y deportes en el CDSCM ""La Dehesa"" de Madrid. Expediente: 2024/ETSAE0905/00004280E.",CONT_CON,True,"CONT_LIC, CONT_CON",tipo_servicios,Licitacion de concesion de servicio campamentos,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_servicios""]",0.98,"Se identifica la fase de licitación (""Anuncio de licitación"") y el objeto es una ""Concesión de servicio"", lo que dispara CONT_CON según las reglas críticas.",41.139,
12,boe,"Anuncio de licitación de: Subsecretaría de Política Territorial y Memoria Democrática. Objeto: Concesión de servicios para la instalación, explotación y mantenimiento de máquinas vending en el Ministerio de Política Territorial y Memoria Democrática . Expediente: 03/2025.",CONT_CON,True,"CONT_LIC, CONT_CON",tipo_servicios,Licitacion de concesion de servicios vending,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_servicios""]",0.98,"Se identifica la fase de licitación (""Anuncio de licitación"") y el objeto es una ""Concesión de servicios"", lo que dispara CONT_CON según las reglas críticas.",39.313,
13,boe,Anuncio de formalización de contratos de: Dirección General de Protección Civil y Emergencias. Objeto: Concesión del servicio de cafetería y comedor en la Escuela Nacional de Protección Civil con fomento de la contratación social laboral responsable. Expediente: 24A030.,CONT_CON,True,"CONT_FOR, CONT_CON",tipo_servicios,Formalizacion de concesion de servicio cafeteria,True,anuncio,"[""CONT_FOR"", ""CONT_CON""]","[""tipo_servicios""]",0.98,"Se menciona explícitamente ""Anuncio de formalización de contratos"" (dispara CONT_FOR) y el objeto es una ""Concesión del servicio de cafetería y comedor"", lo que activa CONT_CON.",42.108,
14,boe,Anuncio de licitación de: Intendente de San Fernando. Objeto: Contrato de concesión de servicio de las escuelas de baile para el CDSCA Oficiales. Expediente: 2025/AR43U/00000265E.,CONT_CON,True,"CONT_LIC, CONT_CON",tipo_servicios,Licitacion de contrato de concesion escuelas de baile,True,convocatoria,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_servicios""]",0.98,"Se identifica la convocatoria mediante ""Anuncio de licitación"" y el objeto es una ""Contrato de concesión de servicio"", lo que dispara CONT_LIC y CONT_CON respectivamente.",39.913,
15,bocm,"Adjudicación contrato
– Anuncio de 6 de febrero de 2025, de adjudicación del contrato titulado “Acuerdo marco para el suministro de material hardware/software informático de puesto cliente” (Expediente 6012400340)",CONT_ADJ,True,CONT_ADJ,tipo_suministros,Adjudicacion AM suministro hardware,True,anuncio,"[""CONT_ADJ""]","[""tipo_suministros""]",0.95,"Se identifica la fase de adjudicación mediante el texto ""Adjudicación contrato"" y se confirma la naturaleza contractual con la mención a ""adjudicación del contrato titulado"".",38.574,
16,bocm,"Convocatoria contrato
– Resolución de 4 de marzo de 2025, de la Secretaría General Técnica de la Consejería de Economía, Hacienda y Empleo, por la que se dispone la publicación en los boletines oficiales y en el “perfil del contratante” en Internet, de la licitación para la adjudicación del contrato titulado Programa de formación online en competencias digitales dirigidas al sector turístico en el marco del Componente 19 “Plan Nacional de competencias digitales (digital skills)”, con cargo al Plan de Recuperación, Transformación y Resiliencia del Gobierno de España, financiado por la Unión Europea NextGeneration EU",CONT_ADJ,True,CONT_LIC,tipo_servicios,Publicacion de licitacion para adjudicar: fase licitacion. Formacion online,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"Se menciona explícitamente ""licitación para la adjudicación del contrato titulado Programa de formación online en competencias digitales"".",37.486,
17,bocm,"Convocatoria contrato
– Resolución de 8 de enero de 2025, de la Secretaría General Técnica de la Consejería de Cultura, Turismo y Deporte, por la que se dispone la publicación de la licitación en los boletines oficiales y en el “perfil del contratante”, en Internet, de la adjudicación del contrato titulado “Gestión integral de los Teatros del Canal de Madrid, incluido el Centro Coreográfico Canal, y del Teatro Auditorio de San Lorenzo de El Escorial”",CONT_ADJ,True,CONT_LIC,tipo_servicios,Publicacion de licitacion: fase licitacion. Gestion teatros,True,convocatoria,"[""CONT_LIC"", ""CONT_ADJ""]","[""tipo_servicios""]",0.95,"El texto menciona la ""publicación de la licitación"" (""se dispone la publicación de la licitación"") y simultáneamente hace referencia a la ""adjudicación del contrato titulado"", lo que dispara tanto CONT_LIC como CONT_ADJ.",46.622,
18,boja,"Resolución de 24 de marzo de 2025, del Rector de la Universidad de Granada, por la que se añade una plaza a las convocadas por Resolución de 19 de marzo de 2025, del Rector de la Universidad de Granada, por la que se convoca concurso público para la adjudicación de contratos de Profesorado Permanente Laboral.",CONT_ADJ,False,,,Adjudicacion de contratos de profesorado: RRHH universitario,False,resolución,[],[],1.0,El texto se centra en la convocatoria y adjudicación de plazas laborales académicas.,37.109,
19,bocm,"Convocatoria contrato
– Resolución de 12 de febrero de 2025, de la Secretaría General Técnica de la Consejería de Economía, Hacienda y Empleo, por la que se dispone la publicación en los boletines oficiales y en el “perfil del contratante” en Internet de la licitación para la adjudicación del contrato titulado prevención y control de legionelosis en dependencias adscritas a la Consejería de Economía, Hacienda y Empleo de la Comunidad de Madrid",CONT_ADJ,True,CONT_LIC,tipo_servicios,Licitacion para adjudicacion contrato legionelosis,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"Se menciona explícitamente ""licitación para la adjudicación del contrato titulado prevención y control de legionelosis"".",36.642,
20,boja,"Resolución de 7 de marzo de 2025, del Rector de la Universidad de Granada, por la que se convoca Concurso Público para la adjudicación de contratos de Profesores Ayudantes Doctores para el curso 2024/2025 en el campus de Granada.",CONT_ADJ,False,,,Concurso publico contratos Profesores Ayudantes Doctores: RRHH,False,resolución,[],[],1.0,"El acto se refiere a la convocatoria para la adjudicación de contratos de Profesores Ayudantes Doctores, lo cual corresponde a la adjudicación de plazas o puestos de personal (RRHH).",43.812,
21,bocm,"Adjudicación contrato
– Anuncio de 26 de diciembre de 2024, de adjudicación del contrato titulado “Suministro de bandajes para el mantenimiento de ruedas elásticas de los vehículos de material móvil de Metro de Madrid” (Expediente 6012400321)",CONT_ADJ,True,CONT_ADJ,tipo_suministros,Adjudicacion contrato suministro bandajes,True,anuncio,"[""CONT_ADJ""]","[""tipo_suministros""]",0.95,"La descripción menciona explícitamente ""adjudicación del contrato titulado"". El objeto es un suministro de material para el mantenimiento de vehículos.",36.768,
22,boja,"Resolución de 8 de enero de 2025, de la Empresa Pública para la Gestión del Turismo y del Deporte de Andalucía, S.A., por la que se publica la adjudicación de contratos de publicidad institucional, correspondientes al tercer cuatrimestre del año 2024.",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contratos publicidad institucional,True,resolución,"[""CONT_ADJ""]","[""tipo_servicios""]",0.95,"Se identifica la comunicación de una adjudicación mediante el texto ""se publica la adjudicación de contratos"".",34.071,
23,boja,"Resolución de 16 de enero de 2025, de la Secretaría General Técnica, por la que se hace pública la adjudicación de contratos relativos a publicidad institucional y la concesión de ayudas, subvenciones y convenios en materia de actividad publicitaria, correspondiente al tercer cuatrimestre del año 2024.",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contratos publicidad. Menciona tambien ayudas y convenios,True,resolución,"[""CONT_ADJ""]",[],0.9,"Se menciona explícitamente la ""adjudicación de contratos relativos a publicidad institucional"". Aunque también se mencionan ayudas y subvenciones (que no son relevantes), el núcleo contractual es la adjudicación.",44.824,
24,boja,"Anuncio de 24 de enero de 2025, de la Comunidad de Regantes Llanos de Dalías, de adjudicación del contrato de obras del proyecto que se cita. (PP. 168/2025).",CONT_ADJ,True,CONT_ADJ,tipo_obras,Adjudicacion contrato de obras por comunidad de regantes,True,anuncio,"[""CONT_ADJ""]","[""tipo_obras""]",0.95,"El texto es un ""Anuncio de... adjudicación del contrato"", lo que indica la fase de comunicación de una resolución o acto administrativo. Se detecta la etiqueta CONT_ADJ por la mención explícita de ""adjudicación del contrato"".",36.345,
25,boja,"Resolución de 24 de enero de 2025, de la Secretaría General Técnica, por la que se hace pública la adjudicación de contratos relativos a publicidad institucional y la concesión de ayudas, subvenciones y convenios en materia de actividad publicitaria, correspondiente al 3.er cuatrimestre del año 2024.",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contratos publicidad institucional,True,resolución,"[""CONT_ADJ""]",[],0.9,"Se menciona explícitamente la ""adjudicación de contratos relativos a publicidad institucional"". Aunque también incluye ayudas y subvenciones (que no son relevantes), el núcleo contractual es la adjudicación.",44.283,
26,bocm,"Adjudicación contrato
– Anuncio de 19 de febrero de 2025, de adjudicación del contrato titulado “Servicio de revisión y reparación de balonas de suspensión secundaria de las series 6000, 8000 y 3000”. (Expediente 6012400218)",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contrato servicio reparacion,True,anuncio,"[""CONT_ADJ""]","[""tipo_servicios""]",0.95,"El texto indica ""Adjudicación contrato"" y menciona la ""adjudicación del contrato titulado..."", lo que dispara CONT_ADJ. El objeto es un servicio de revisión y reparación, clasificándolo como tipo_servicios.",45.854,
27,bocm,"Adjudicación contrato
– Anuncio de 21 de marzo de 2025, de adjudicación del contrato titulado “Acuerdo marco para el suministro de repuestos de comunicaciones para el mantenimiento de las instalaciones y del material móvil de Metro de Madrid”. (Expediente 6012400378)",CONT_ADJ,True,CONT_ADJ,tipo_suministros,Adjudicacion AM suministro repuestos,True,anuncio,"[""CONT_ADJ""]","[""tipo_suministros""]",0.95,"Se identifica la fase de adjudicación mediante el texto ""Anuncio de... de adjudicación del contrato titulado"". La naturaleza del objeto es un suministro (""suministro de repuestos"").",37.836,
28,bocm,"Adjudicación contrato
– Anuncio de 13 de febrero de 2025, de adjudicación del contrato titulado “Servicio de mantenimiento del sistema de atención telefónica avanzada del Centro de Operaciones de Mantenimiento y Monitorización de Instalaciones y Telecomunicaciones (COMMIT)”. (Expediente 6012400400)",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contrato mantenimiento,True,anuncio,"[""CONT_ADJ""]","[""tipo_servicios""]",0.95,"La descripción menciona explícitamente ""adjudicación del contrato titulado"", lo que dispara la etiqueta CONT_ADJ. El objeto es un servicio específico (""Servicio de mantenimiento...""), por lo que se clasifica como relevante para LCSP.",42.689,
29,bocm,"Adjudicación contrato
– Anuncio de 28 de enero de 2025, de adjudicación del contrato titulado “Acuerdo marco para servicios de asistencia a la redacción de proyectos de ingeniería civil y arquitectura y/o elaboración de informes técnicos asociados a las actividades del servicio de infraestructuras y estaciones de Metro de Madrid” (expediente 6012400310)",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion AM servicios redaccion proyectos,True,anuncio,"[""CONT_ADJ""]","[""tipo_servicios""]",0.95,"La descripción menciona explícitamente ""adjudicación del contrato titulado"", lo que dispara la etiqueta CONT_ADJ. El objeto es un servicio técnico (ingeniería civil y arquitectura), por lo que se infiere tipo_servicios.",42.792,
30,bon,Encomienda de gestión para recuperar la infraestructura-trazado de la Vía Verde del Bidasoa en el tramo Doneztebe / Santesteban-Elizondo y disponer de dicho espacio como vial público,CONT_ENC,True,CONT_ENC,tipo_obras,Encomienda de gestion recuperacion via verde,True,convenio,"[""CONT_ENC""]","[""tipo_obras""]",0.9,"El texto menciona una ""Encomienda de gestión"", lo cual dispara la categoría CONT_ENC. Aunque el tipo de acto no está explícito en las opciones válidas para act_type, se infiere que es un acuerdo o convenio relacionado con esta encomienda.",53.089,
31,dogv,ANUNCIO de la encomienda de gestión del Ajuntament de Teulada de autoliquidaciones en Suma Gestión Tributaria. Diputación de Alicante.,CONT_ENC,True,CONT_ENC,tipo_servicios,Encomienda de gestion tributaria a Suma,True,anuncio,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"La descripción menciona explícitamente ""ANUNCIO de la encomienda de gestión"", lo que dispara la etiqueta CONT_ENC según las señales definidas.",35.523,
32,dogv,"RESOLUCIÓN de 21 de febrero de 2025, de la Dirección General de Relaciones con Les Corts, por la que se publica el convenio de encomienda de gestión por el que la Agencia Valenciana de Seguridad y Respuesta a las Emergencias encarga al Ayuntamiento de Sagunto la actividad de instrucción policial en los cursos de acceso a las distintas escalas y categorías de policía local organizados por el Instituto Valenciano de Seguridad Pública y Emergencias (IVASPE).",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio encomienda instruccion policial,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"Se identifica la etiqueta CONT_ENC por la mención explícita de ""convenio de encomienda de gestión"" que transfiere una actividad específica (instrucción policial).",38.767,
33,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Llanera por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02293]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.98,"El acto menciona explícitamente ""la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia"", lo que dispara CONT_ENC según las reglas críticas.",43.123,
34,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Tineo por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02320]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.98,"Se identifica la ""encomienda de gestión"" del servicio de ayuda a domicilio y teleasistencia, lo que dispara CONT_ENC según las reglas críticas. El acto es una resolución que ordena la publicación de un convenio que formaliza dicha encomienda.",43.072,
35,boe,"Resolución de 9 de enero de 2025, de la Secretaría General Técnica, por la que se publica el Convenio de encomienda de gestión entre la Dirección General de la Guardia Civil y la Comunidad de Castilla y León, para la vigilancia y protección de los edificios e instalaciones del complejo donde se ubica la sede de la Presidencia de la Junta de Castilla y León.",CONT_ENC,True,CONT_ENC,tipo_servicios,Encomienda de gestion vigilancia edificios,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"Se identifica el acto como un ""Convenio de encomienda de gestión"" para la vigilancia y protección de instalaciones, lo que dispara CONT_ENC según las reglas críticas.",37.891,
36,dogv,"RESOLUCIÓN de 16 de enero de 2025, de la Dirección General de Relaciones con Les Corts, por la que se publica el convenio de encomienda de gestión por el que la Agencia Valenciana de Seguridad y Respuesta a las Emergencias encarga al Ayuntamiento de Elche la actividad de instrucción policial en los cursos de acceso a las distintas escalas y categorías de policía local organizados por el Instituto Valenciano de Seguridad Pública y Emergencias (IVASPE).",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio encomienda instruccion policial,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"Se identifica la etiqueta CONT_ENC por la mención explícita de ""convenio de encomienda de gestión"" que transfiere una actividad específica (instrucción policial).",39.041,
37,bon,Encomienda de gestión para recuperar la infraestructura-trazado de la Vía Verde del Bidasoa en el tramo Doneztebe / Santesteban-Elizondo y disponer de dicho espacio como vial público,CONT_ENC,True,CONT_ENC,tipo_obras,Encomienda de gestion via verde. Duplicado del id 30,True,otros,"[""CONT_ENC""]","[""tipo_obras""]",0.9,"Se menciona explícitamente ""Encomienda de gestión para recuperar la infraestructura-trazado"", lo que dispara CONT_ENC. El acto es un anuncio o publicación general sin tipo documental específico claro, por lo que se usa 'otros'.",51.889,
38,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar y el Ayuntamiento de San Tirso de Abres por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02238]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"El acto menciona explícitamente la ""encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia"", lo que dispara la etiqueta CONT_ENC según las reglas críticas.",43.979,
39,bopv,"RESOLUCIÓN 22/2025, de 25 de febrero, del Director de la Secretaría del Gobierno y de Relaciones con el Parlamento, por la que se dispone la publicación del acuerdo por el que se autoriza la suscripción de la prórroga, para el año 2025, del Acuerdo de encomienda de gestión suscrito con el Instituto de Alfabetización y Reeuskaldunización de Adultos, HABE, para la enseñanza del euskera a alumnos presos en centros penitenciarios de la Comunidad Autónoma del País Vasco.

				
2025/01015",CONT_ENC,True,CONT_ENC,tipo_servicios,Prorroga de encomienda de gestion: hereda CONT_ENC. Euskera presos,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"La publicación se refiere a la ""prórroga... del Acuerdo de encomienda de gestión"", lo que dispara la etiqueta CONT_ENC según las reglas críticas.",39.91,
40,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Degaña por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02287]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"El acto menciona explícitamente la ""encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia"", lo que dispara la etiqueta CONT_ENC según las reglas críticas.",43.83,
41,boe,"Resolución de 5 de febrero de 2025, de la Secretaría General Técnica, por la que se publica el Convenio por el que se formaliza la encomienda de gestión al Ayuntamiento de Villanueva del Arzobispo, para la ejecución de obras de reforma y rehabilitación de la casa-cuartel de la Guardia Civil de titularidad estatal radicada en el municipio en el marco del Programa de Fomento de Empleo Agrario.",CONT_ENC,True,CONT_ENC,tipo_obras,Encomienda de gestion ejecucion obras casa-cuartel,True,resolución,"[""CONT_ENC""]","[""tipo_obras""]",0.95,"El acto se refiere a la ""formaliza la encomienda de gestión"" para obras.",42.284,
42,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Castrillón por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02207]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"El acto menciona explícitamente la ""encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia"", lo que dispara la etiqueta CONT_ENC según las reglas críticas.",43.916,
43,boca,"Servicio Canario de Empleo.- Resolución de 31 de diciembre de 2024, de la Presidenta, de encomienda de gestión a la sociedad mercantil pública Instituto Tecnológico de Canarias, S.A. (ITC) para apoyo a la gestión del Centro de Orientación, Emprendimiento, Acompañamiento e Innovación para el Empleo del Servicio Canario de Empleo, año 2025.",CONT_ENC,True,CONT_ENC,tipo_servicios,Encomienda de gestion a medio propio ITC,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.98,"Se identifica la ""encomienda de gestión"" en el texto. Esto dispara la etiqueta CONT_ENC según las señales clave.",35.94,
