id,bulletin,description,grupo_muestreo,act_type_n1,is_relevant_gt,procedures_gt,technologies_gt,is_relevant_pred,act_type_pred,procedures_pred,technologies_pred,confidence,reasoning,duration_s
10,docm,"Anuncio de 15/01/2025, de la Dirección General de Calidad Ambiental, por el que se inicia el periodo de información pública de la solicitud de autorización ambiental integrada y del estudio de impacto ambiental del proyecto titulado: Planta de producción de hidrógeno verde de 200 MW, Proyecto Hydric a realizar en el término municipal de Puertollano (Ciudad Real), titularidad de la empresa Hydric Power, SL (expediente AAI-CR-101 y PRO-SC-24-1172).",AAI,anuncio,True,AAI,hidrógeno,True,anuncio,"[""AAI""]","[""hidrógeno""]",0.95,"El texto describe la iniciación del periodo de información pública para la ""solicitud de autorización ambiental integrada"" (AAI), lo cual cumple con la regla 1. También menciona un ""estudio de impacto ambiental"", que acompaña a la AAI y se refiere al procedimiento N3 de hidrógeno por ser una planta de producción de hidrógeno verde de 200 MW.",57.151
11,docm,"Resolución de 11/12/2024, de la Dirección General de Calidad Ambiental, por la que se consideran no sustanciales a efectos de lo previsto en el texto refundido de la Ley de Prevención y Control Integrados de la Contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre, las modificaciones propuestas por la empresa Holcim España, SA, en la instalación de fabricación de producción de cemento, en el término municipal de Villaluenga de la Sagra (Toledo) y se modifica la Resolución de 13/02/2019, por la que se revisa la autorización ambiental integrada otorgada para dicha instalación (expediente: AAI-TO-031).",AAI,resolución,True,AAI,,True,resolución,"[""AAI""]",[],0.95,"El texto menciona explícitamente ""modificación... de la Resolución... por la que se revisa la autorización ambiental integrada"", lo que corresponde al procedimiento AAI. El fragmento clave es ""se modifica la Resolución... por la que se revisa la autorización ambiental integrada"". No se identifican tecnologías energéticas en la descripción, siendo una instalación de fabricación de cemento.",56.67
12,dog,"ANUNCIO de 19 de marzo de 2025, de la Dirección General de Calidad Ambiental y Sostenibilidad, por el que se da publicidad a la resolución por la que se deniega la solicitud de autorización ambiental integrada a Bioenergía Lugo, S.L.U. para una planta de gestión de residuos orgánicos y producción de biometano para su inyección en red, situada en el ayuntamiento de Lugo (expediente 2024-IPPC-I-25).",AAI,anuncio,True,AAI,biogás_biometano,True,anuncio,"[""AAI""]","[""biogás_biometano""]",0.95,"El texto menciona explícitamente la ""deniega la solicitud de autorización ambiental integrada"", lo cual activa el procedimiento AAI (según regla 7 y descripción). Además, se identifica biometano como tecnología del proyecto. La publicación es un anuncio que da publicidad a una resolución denegatoria, pero eso no anula la relevancia por la presencia del N2.",56.819
13,boca,"Dirección General de Transición Ecológica y Lucha contra el Cambio Climático.- Resolución de 24 de enero de 2025, por la que se aprueba el Programa de Inspección Ambiental para el año 2025 de las instalaciones sujetas a autorización ambiental integrada en la Comunidad Autónoma de Canarias, según el texto refundido de la Ley de prevención y control integrados de la contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre.",AAI,resolución,False,,,False,resolución,[],[],0.98,"La publicación es una resolución que aprueba un ""Programa de Inspección Ambiental"" para instalaciones sujetas a Autorización Ambiental Integrada, pero no formula, aprueba ni otorga ningún procedimiento N2 (DIA, AAP, AAC, AAI, etc.). Es un acto de ordenación administrativa sobre inspección, no una resolución ambiental en sentido de la taxonomía.",55.333
14,bopa,"Anuncio por el que se hace pública la Resolución de la Consejería de Transición Ecológica, Industria y Comercio, de otorgamiento de la autorización ambiental integrada simplificada a la instalación de “fabricación de hormigones frescos” del titular Cementos Secil, S. L. U., ubicada en polígono industrial La Curiscada (Tineo). Expte. AAIS-042/24 (AUTO/2024/7375). [Cód. 2025-02278]",AAI,anuncio,True,AAI,,True,anuncio,"[""AAI""]",[],0.95,"El texto menciona explícitamente ""autorización ambiental integrada simplificada"", que corresponde al procedimiento AAI. Aunque el proyecto es de fabricación de hormigones (no energético), el procedimiento ambiental lo hace relevante según las reglas. La tecnología no aplica ya que no es un proyecto energético.",51.024
15,bon,"RESOLUCIÓN 533E/2024, de 5 de diciembre, del director del Servicio de Economía Circular e Innovación, por la que se acepta parcialmente el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental integrada de la instalación de deshidratación de alfalfa, cuyo titular es Navarro Aragonesa de Forrajes SA, ubicada en término municipal de Peralta / Azkoien, de forma que la instalación y el desarrollo de la actividad deberán cumplir las condiciones establecidas en el anejo de la presente resolución.",AAI,resolución,True,AAI,,True,resolución,"[""AAI""]",[],0.95,"El texto menciona explícitamente ""autorización ambiental integrada"" (AAI) y se trata de un cambio en las condiciones de una instalación industrial (deshidratación de alfalfa), sin referencias a impacto ambiental ni tecnologías energéticas específicas. La confianza es alta por la claridad del término jurídico ""autorización ambiental integrada"".",53.581
16,doe,"Anuncio de 13 de enero de 2025 por el que se somete a información pública la petición de autorización administrativa previa de las instalaciones correspondientes al proyecto denominado CT Cárdeno nuevo de 630 kVA, en Fuentes de León. Expte.: 06/AT-18456/01732.",AAP,anuncio,True,AAP,línea_eléctrica,True,anuncio,"[""AAP""]",[],0.95,"El texto menciona explícitamente ""autorización administrativa previa"" (AAP) para las instalaciones del proyecto CT Cárdeno nuevo, que aunque sea de 630 kVA no califica como fotovoltaica explícita por falta de descriptor directo en la descripción técnica resumida. La clasificación es relevante porque se somete a información pública un procedimiento ambiental (AAP).",60.014
17,bor,"Anuncio de Información Pública de la solicitud de autorización administrativa previa y de construcción de instalación eléctrica, y de su declaración de utilidad pública. AT/1970904",AAP,anuncio,True,"AAP,AAC,DUP",línea_eléctrica,True,anuncio,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.95,"El texto menciona explícitamente ""solicitud de autorización administrativa previa y de construcción"" lo que activa AAP y AAC, y también ""declaración de utilidad pública"". El fragmento ""instalación eléctrica"" apunta a la tecnología línea_eléctrica.",55.248
18,dogc,"Resolución TER/4683/2024, de 4 de diciembre, por la que se otorga a la empresa eDistribución Redes Digitales, SLU, la autorización administrativa previa y la autorización administrativa de construcción para la sustitución del transformador TR1 de 110/25 kV, de 25 MVA, por un transformador de 110/25 kV, de 30 MVA, en la SE Sant Hilari, en el término municipal de Sant Hilari Sacalm, en la provincia de Girona (exp. FUE-2024-03801430)",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.95,"El texto menciona explícitamente ""autorización administrativa previa y la autorización administrativa de construcción"", lo que dispara las etiquetas AAP y AAC según la regla 3. La tecnología identificada es línea_eléctrica al tratarse de una obra relacionada con transformadores de media/alta tensión (110/25 kV).",55.256
19,boa,"ANUNCIO del Servicio Provincial de Zaragoza del Departamento de Presidencia, Economía y Justicia, por el que se someten a información pública la modificación de la solicitud de autorización administrativa previa y de construcción de la modificación del proyecto del parqueeólico ""Espartal Eólico 3"" de 10 MW incluido en el Proyecto de Interés General de Aragón H2 Pillar Producción de H2 renovable en la Comarca de Zaragoza.  Expediente G-Z-2021-060.",AAP,anuncio,True,"AAP,AAC","eólica,hidrógeno",True,anuncio,"[""AAP"", ""AAC""]","[""eólica"", ""hidrógeno""]",0.98,"El texto menciona explícitamente ""solicita autorización administrativa previa y de construcción"" disparando las etiquetas AAP y AAC. Además, el proyecto es eólico (""parque eólico"") e incluye producción de hidrógeno renovable (""H2 Pillar Producción de H2""), justificando ambas tecnologías.",57.364
20,docm,"Notificación de 13/03/2025, de la Secretaría General, por la que se da publicidad a la resolución del recurso de alzada interpuesto sobre autorización administrativa previa y autorización administrativa de construcción de la instalación solar fotovoltaica denominada Sauce Solar, infraestructuras auxiliares y de evacuación RA 181/2023.",AAP,notificación,True,"AAP,AAC",fotovoltaica,True,notificación,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.95,"La descripción menciona explícitamente ""autorización administrativa previa y autorización administrativa de construcción"" para una instalación solar fotovoltaica, lo que activa las etiquetas [AAP, AAC]. Además, se indica claramente que es una instalación ""solar fotovoltaica"", justificando la etiqueta correspondiente a la tecnología.",51.223
21,bopv,"ANUNCIO de 20 de febrero de 2025, de la Delegada Territorial de Industria, Transición Energética y Sostenibilidad de Bizkaia, por el que se somete a información pública la solicitud de Autorización Administrativa Previa y Declaración de Impacto Ambiental del proyecto «Parque Eólico El Roble», en los términos municipales de Sopuerta, Zalla, Galdames y Güeñes (Bizkaia).

				
2025/01167",AAP,anuncio,True,"AAP,DIA",eólica,True,anuncio,"[""DIA"", ""AAP""]","[""eólica""]",0.98,"El texto menciona explícitamente ""Autorización Administrativa Previa"" (AAP) y ""Declaración de Impacto Ambiental"" (DIA) para el proyecto de parque eólico. La tecnología es claramente eólica por la denominación del proyecto «Parque Eólico El Roble».",53.057
22,boe,"Resolución de 14 de enero de 2025, de la Dirección General de Política Energética y Minas, por la que se otorga a I-DE Redes Eléctricas Inteligentes, SAU, autorización administrativa previa y autorización administrativa de construcción de la nueva línea subterránea de media tensión 20 kV, simple circuito, desde el centro de transformación Los Veras-San Pedro, hasta el entronque aéreo-subterráneo en Camino la Raya, en los términos municipales de Pilar de la Horadada (Alicante) y San Pedro de Pinatar (Murcia).",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa y autorización administrativa de construcción"", activando las etiquetas AAP y AAC. La obra descrita es una ""nueva línea subterránea de media tensión 20 kV"", lo que corresponde a la tecnología línea_eléctrica.",53.789
23,boa,"RESOLUCIÓN de 14 de febrero de 2025, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción, del proyecto planta solar fotovoltaica ""Romerosa"" de 450 kW en el término municipal de Lécera. Expediente: G-Z-2022-192.",AAP,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"La descripción menciona explícitamente ""autorización administrativa previa y de construcción"", que corresponde a los procedimientos AAP y AAC. Además, el proyecto se identifica como ""planta solar fotovoltaica"", lo que indica la tecnología fotovoltaica.",48.303
24,borm,"Resolución de la Dirección General de Industria, Energía y Minas por la que se otorga a la empresa Sangonera Solar, S.L. la autorización administrativa previa, la autorización administrativa de construcción de la instalación eléctrica de producción denominada “Proyecto de planta solar FV “El Palmar I” de 1,2 MW (potencia instalada) y LA/SMT 20 kV evacuación”, y el reconocimiento en concreto, de la utilidad pública de la línea aérea/subterránea de alta tensión a 20 kV, de evacuación, en el término municipal de Murcia.",AAP,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""fotovoltaica"", ""línea_eléctrica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa"" (AAP), ""autorización administrativa de construcción"" (AAC) y ""reconocimiento... de la utilidad pública"" (DUP). También describe una instalación fotovoltaica y una línea eléctrica. La clasificación cumple con las reglas críticas 3, 4 y 9.",57.911
25,docm,"Anuncio de 16/12/2024, de la Delegación Provincial de Desarrollo Sostenible de Toledo, sobre información pública de solicitud de Nexo FV, SL, para autorización administrativa previa de proyecto de instalación solar fotovoltaica denominada Santa María Solar, situada en el término municipal de Mesegar de Tajo. Referencia: PE-722.",AAP,anuncio,True,AAP,fotovoltaica,True,anuncio,"[""AAP""]","[""fotovoltaica""]",0.95,"El texto menciona explícitamente ""autorización administrativa previa"" para un proyecto de instalación solar fotovoltaica, lo que activa la etiqueta AAP y tecnología fotovoltaica. Al tratarse de un anuncio sobre información pública de solicitud, no se formula ni aprueba el impacto ambiental en este acto, por lo que no es DIA ni IIA.",52.326
26,docm,"Resolución de 20/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, de autorización administrativa previa y autorización administrativa de construcción de instalación eléctrica de alta tensión con número de expediente: E-45211122323 corresponde III.",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"La descripción menciona explícitamente ""autorización administrativa previa y autorización administrativa de construcción"", disparando las etiquetas AAP y AAC. El proyecto es una ""instalación eléctrica de alta tensión"", lo que corresponde a la tecnología línea_eléctrica.""",49.466
27,dogc,"Anuncio por el que se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto de la planta solar fotovoltaica denominada PS Vilobí, de 3,52 MW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Vilobí d'Onyar, en la comarca de La Selva (exp. FUE-2023-03615308, ref. 02911)",AAP,anuncio,True,"AAP,AAC,DIA",fotovoltaica,True,anuncio,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.95,"El texto menciona explícitamente ""solicitud de autorización administrativa previa, autorización administrativa de construcción"", lo que activa las etiquetas AAP y AAC según la regla 3. La tecnología identificada es ""planta solar fotovoltaica"". Al ser un anuncio de someter a información pública, no se trata aún de una resolución que otorgue los permisos finales.",58.247
28,dog,"RESOLUCIÓN de 25 de febrero de 2025, del Departamento Territorial de Lugo, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de Lugo (expediente IN407A 2024/196 AT).",AAP_AAC,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.95,"El texto menciona explícitamente ""se concede la autorización administrativa previa y de construcción"", lo que activa los procedimientos [AAP, AAC] según las reglas críticas. Además, se trata de una ""instalación eléctrica"", identificando la tecnología línea_eléctrica o infraestructura eléctrica.",59.353
29,dogc,"Resolución TER/4665/2024, de 19 de noviembre, de la Dirección General de Energía, por la que se otorga a Energia Inagotable de Anser, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica denominada Gualter, de 25 MW de potencia instalada sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, líneas soterradas a 30 kV, subestación SED Gualter  30/110kV y línea aérea de alta tensión 110 kV, en el término municipal de Artesa de Segre, en la comarca de La Noguera (exp. FUE-2021-02207760)",AAP_AAC,resolución,True,"AAP,AAC","fotovoltaica,línea_eléctrica",True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica"", ""línea_eléctrica""]",0.98,"La descripción menciona explícitamente ""autorización administrativa previa y de construcción"" (AAP y AAC) para la ""planta solar fotovoltaica"" y la infraestructura de líneas eléctricas. El texto cita los procedimientos sin ambigüedad y especifica tecnologías claras en el proyecto descrito.",57.19
30,dog,"RESOLUCIÓN de 31 de octubre de 2024, del Departamento Territorial de A Coruña, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de San Sadurniño (expediente IN407A 2024/233-1).",AAP_AAC,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica"", ""almacenamiento"", ""línea_eléctrica""]",0.92,"El texto menciona explícitamente ""se concede la autorización administrativa previa y de construcción"" → dispara etiquetas AAP y AAC. La referencia a ""instalación eléctrica"" sugiere tecnologías como fotovoltaica, almacenamiento o línea eléctrica si corresponde al proyecto.",51.607
31,boa,"RESOLUCIÓN de 14 de noviembre de 2024, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción del proyecto planta solar fotovoltaica ""Torrubia"" de 500 kW en el término municipal de Muel. Expediente: G-Z-2023-157.",AAP_AAC,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",1.0,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"", lo que activa las etiquetas AAP y AAC. La tecnología es fotovoltaica, según la descripción del proyecto de planta solar fotovoltaica.",48.697
32,dogv,"RESOLUCIÓN de 12 de marzo de 2025, del Servicio Territorial de Industria, Energía y Minas de Valencia, por la que se da por desistido el titular del expediente ATALFE/2020/39, iniciado por Epower Solar Renewable, SL, de autorización administrativa previa y de construcción y declaración de utilidad pública en concreto, correspondiendo a la central fotovoltaica «PSF Aquila MT» y su infraestructura de evacuación, con potencia nominal del inversor limitado a 3 MW, que se tiene que ubicar en el término municipal de Utiel.",AAP_AAC,resolución,True,"AAC,AAP,DUP",fotovoltaica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""fotovoltaica""]",0.95,"El texto menciona explícitamente ""desistido... de autorización administrativa previa y de construcción"" (disparador para AAP y AAC) y ""declaración de utilidad pública"" (disparador para DUP), además de referirse a una ""central fotovoltaica"" (técnología). Se aplica la regla de herencia del tipo de procedimiento al acto desistido.",60.051
33,dogc,"Resolución TER/4799/2024, de 16 de diciembre, por la que se otorga a Univergy ES SPC 25, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica llamada La Femosa, de 875 kW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Artesa de Lleida, en la comarca de El Segrià (exp. FUE-2022-02779916)",AAP_AAC,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"" lo que activa las etiquetas AAP y AAC. Además, describe la tecnología como ""planta solar fotovoltaica"". La confianza es alta por la claridad de los términos clave en el enunciado.",51.994
34,dog,"RESOLUCIÓN de 14 de enero de 2025, del Departamento Territorial de Ourense, por la que se concede la autorización administrativa previa y de construcción y se declara, en concreto, de utilidad pública, a los efectos de la urgente ocupación, de una instalación eléctrica en el ayuntamiento de Avión (expediente IN407A 2024/112-3).",AAP_AAC,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"" (regla 3: [AAP, AAC]) y declara que es ""de utilidad pública, a los efectos de la urgente ocupación"" (DUP). La instalación es descrita como ""instalación eléctrica"", por lo que se clasifica con tecnología línea_eléctrica.",57.575
35,boe,"Anuncio de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por la que se somete a trámite de audiencia a los interesados e información pública el procedimiento de autorización administrativa previa y de construcción y declaración, en concreto, de utilidad pública del proyecto de alta tensión denominado nueva subestación Puerto Sevilla, en el término municipal de Dos Hermanas (Sevilla).",AAP_AAC,anuncio,True,"AAP,AAC,DUP",línea_eléctrica,True,anuncio,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.92,"El texto menciona explícitamente ""procedimiento de autorización administrativa previa y de construcción"" que corresponde a las etiquetas AAP y AAC, y además ""declaración... de utilidad pública del proyecto"" que corresponde a DUP. El proyecto es para una ""nueva subestación"" de alta tensión, lo que encaja con la tecnología línea_eléctrica. La clasificación es un anuncio, no una resolución que apruebe estos procedimientos.",59.603
36,boja,"Anuncio de 4 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Huelva, por el que se da publicidad a la nueva autorización ambiental unificada simplificada otorgada en esta provincia. (PP. 262/2025).",AAU,anuncio,True,AAU,,True,anuncio,"[""AAU""]",[],0.95,"La publicación es un ""Anuncio de 4 de febrero de 2025... por el que se da publicidad a la nueva autorización ambiental unificada simplificada"", identificando explícitamente el procedimiento AAU. La tecnología no se menciona en el texto proporcionado.",50.646
37,boja,"Resolución 17 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad al informe vinculante de la autorización ambiental unificada para el proyecto que se cita, en los términos municipales de Jerez de la Frontera y Sanlúcar de Barrameda, en la provincia de Cádiz.",AAU,resolución,True,AAU,,True,resolución,"[""AAU""]",[],0.95,"El texto menciona explícitamente ""autorización ambiental unificada"", que corresponde al procedimiento AAU. No se mencionan tecnologías específicas en el fragmento proporcionado, por lo que technologies está vacío aunque is_relevant sea True debido a la presencia del procedimiento N2.",53.256
