id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s,error
10,boja,"Resolución de 24 de febrero de 2025, de la Dirección Gerencia del Servicio Andaluz de Salud, por la que se acuerda publicar la propuesta de estructura de costes y fórmula de revisión de las tarifas para la explotación de los aparcamientos que formarán parte del contrato mixto de contratación de las obras del Nuevo Hospital de Málaga y concesión de obras de los aparcamientos.",CONT_CON,True,CONT_CON,tipo_obras,Estructura de costes de contrato mixto obras y concesion de obras,True,resolución,"[""CONT_CON""]",[],0.95,"La publicación comunica la publicación de la propuesta de estructura de costes y fórmula de revisión en el contexto del ""contrato mixto... y concesión de obras de los aparcamientos"". La presencia explícita de ""concesión de obras"" en el objeto lo sitúa firmemente en la categoría de concesión (CONT_CON). Aunque hay mención a las obras, el núcleo jurídico es la concesión; no se trata de una adjudicación ordinaria ni de un encargo. Las subcategorías están vacías porque el objeto principal es la concesión mixta y no se infiere claramente la prestación final del contrato como única categoría.",83.835,
11,boe,"Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Personal. Objeto: Concesión de servicio de campamentos estivales de ocio, tiempo libre y deportes en el CDSCM ""La Dehesa"" de Madrid. Expediente: 2024/ETSAE0905/00004280E.",CONT_CON,True,"CONT_LIC, CONT_CON",tipo_servicios,Licitacion de concesion de servicio campamentos,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_servicios""]",0.95,"El texto menciona ""Anuncio de licitación"" que apunta a CONT_LIC y la palabra clave ""Concesión de servicio"" en el objeto, lo que activa la categoría CONT_CON para este tipo de acto administrativo. La actividad descrita (campamentos estivales) se clasifica como prestación de servicios.",72.099,
12,boe,"Anuncio de licitación de: Subsecretaría de Política Territorial y Memoria Democrática. Objeto: Concesión de servicios para la instalación, explotación y mantenimiento de máquinas vending en el Ministerio de Política Territorial y Memoria Democrática . Expediente: 03/2025.",CONT_CON,True,"CONT_LIC, CONT_CON",tipo_servicios,Licitacion de concesion de servicios vending,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_servicios""]",0.98,"El texto es un ""Anuncio de licitación"" que tiene como objeto una ""Concesión de servicios"", por lo que cumple con las señales para las categorías CONT_LIC y CONT_CON. El objeto específico implica la instalación, explotación y mantenimiento de máquinas vending, lo cual clasifica el subtipo de prestación como tipo_servicios.",69.407,
13,boe,Anuncio de formalización de contratos de: Dirección General de Protección Civil y Emergencias. Objeto: Concesión del servicio de cafetería y comedor en la Escuela Nacional de Protección Civil con fomento de la contratación social laboral responsable. Expediente: 24A030.,CONT_CON,True,"CONT_FOR, CONT_CON",tipo_servicios,Formalizacion de concesion de servicio cafeteria,True,anuncio,"[""CONT_FOR"", ""CONT_CON""]","[""tipo_servicios""]",0.98,"El texto es un ""Anuncio de formalización de contratos"" que hace referencia al objeto como ""Concesión del servicio de cafetería y comedor"". La palabra ""concesión"" en el objeto contractual activa la categoría CONT_CON, mientras que la naturaleza de formalización activa CONT_FOR. El objeto (cafetería y comedor) corresponde a tipo_servicios.",70.983,
14,boe,Anuncio de licitación de: Intendente de San Fernando. Objeto: Contrato de concesión de servicio de las escuelas de baile para el CDSCA Oficiales. Expediente: 2025/AR43U/00000265E.,CONT_CON,True,"CONT_LIC, CONT_CON",tipo_servicios,Licitacion de contrato de concesion escuelas de baile,True,anuncio,"[""CONT_LIC"", ""CONT_CON""]","[""tipo_servicios""]",0.98,"El texto describe explícitamente un ""Anuncio de licitación"" (señal N1: act_type) para la adjudicación de un ""Contrato de concesión de servicio de las escuelas de baile"", lo que activa las categorías CONT_LIC por ser una licitación y CONT_CON por contener la palabra ""concesión"" en el objeto del contrato (N2). La subcategoría tipo_servicios se infiere del objeto (""servicio de las escuelas de baile""), correspondiendo a N3.",76.121,
15,bocm,"Adjudicación contrato
– Anuncio de 6 de febrero de 2025, de adjudicación del contrato titulado “Acuerdo marco para el suministro de material hardware/software informático de puesto cliente” (Expediente 6012400340)",CONT_ADJ,True,CONT_ADJ,tipo_suministros,Adjudicacion AM suministro hardware,True,anuncio,"[""CONT_ADJ""]","[""tipo_suministros""]",0.98,"El texto declara ""Adjudicación contrato"" y especifica ""anuncio de ... adjudicación del contrato titulado"", lo que encaja con CONT_ADJ. El objeto es ""suministro de material hardware/software informático"", correspondiendo a tipo_suministros.",54.738,
16,bocm,"Convocatoria contrato
– Resolución de 4 de marzo de 2025, de la Secretaría General Técnica de la Consejería de Economía, Hacienda y Empleo, por la que se dispone la publicación en los boletines oficiales y en el “perfil del contratante” en Internet, de la licitación para la adjudicación del contrato titulado Programa de formación online en competencias digitales dirigidas al sector turístico en el marco del Componente 19 “Plan Nacional de competencias digitales (digital skills)”, con cargo al Plan de Recuperación, Transformación y Resiliencia del Gobierno de España, financiado por la Unión Europea NextGeneration EU",CONT_ADJ,True,CONT_LIC,tipo_servicios,Publicacion de licitacion para adjudicar: fase licitacion. Formacion online,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"La descripción identifica explícitamente la publicación como una ""Convocatoria contrato"" y ""licitación para la adjudicación del contrato"". El objeto es un ""Programa de formación online en competencias digitales"", que corresponde a un servicio educativo/consultoría, no a una concesión ni a obras. Por tanto, se clasifica como CONT_LIC con subcategoría tipo_servicios.",62.722,
17,bocm,"Convocatoria contrato
– Resolución de 8 de enero de 2025, de la Secretaría General Técnica de la Consejería de Cultura, Turismo y Deporte, por la que se dispone la publicación de la licitación en los boletines oficiales y en el “perfil del contratante”, en Internet, de la adjudicación del contrato titulado “Gestión integral de los Teatros del Canal de Madrid, incluido el Centro Coreográfico Canal, y del Teatro Auditorio de San Lorenzo de El Escorial”",CONT_ADJ,True,CONT_LIC,tipo_servicios,Publicacion de licitacion: fase licitacion. Gestion teatros,True,resolución,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"La publicación es una ""Convocatoria"" y ""se dispone la publicación de la licitación"", lo que encaja con CONT_LIC. El objeto del contrato es ""Gestión integral de los Teatros..."", que implica servicios de gestión/mantenimiento (tipo_servicios). No es una concesión ni una adjudicación final.",59.472,
18,boja,"Resolución de 24 de marzo de 2025, del Rector de la Universidad de Granada, por la que se añade una plaza a las convocadas por Resolución de 19 de marzo de 2025, del Rector de la Universidad de Granada, por la que se convoca concurso público para la adjudicación de contratos de Profesorado Permanente Laboral.",CONT_ADJ,False,,,Adjudicacion de contratos de profesorado: RRHH universitario,False,resolución,[],[],0.98,"La publicación trata sobre la adjudicación de contratos para plazas de Profesorado Permanente Laboral en una Universidad, lo cual se corresponde con una contratación del personal (RRHH) y no con actos de contratación pública regulados por la LCSP. El texto menciona ""adjudicación de contratos"" pero estos son laborales, como indica el contexto universitario y la naturaleza de las plazas convocadas.",59.042,
19,bocm,"Convocatoria contrato
– Resolución de 12 de febrero de 2025, de la Secretaría General Técnica de la Consejería de Economía, Hacienda y Empleo, por la que se dispone la publicación en los boletines oficiales y en el “perfil del contratante” en Internet de la licitación para la adjudicación del contrato titulado prevención y control de legionelosis en dependencias adscritas a la Consejería de Economía, Hacienda y Empleo de la Comunidad de Madrid",CONT_ADJ,True,CONT_LIC,tipo_servicios,Licitacion para adjudicacion contrato legionelosis,True,convocatoria,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"La publicación es una ""Convocatoria contrato"" para una ""licitación"", lo que indica la fase de contratación (CONT_LIC). El objeto es ""prevención y control de legionelosis"", que se clasifica como un servicio técnico o higiénico-sanitario, por lo tanto, subcategoría tipo_servicios. No contiene términos de concesión ni demanialidad.",64.207,
20,boja,"Resolución de 7 de marzo de 2025, del Rector de la Universidad de Granada, por la que se convoca Concurso Público para la adjudicación de contratos de Profesores Ayudantes Doctores para el curso 2024/2025 en el campus de Granada.",CONT_ADJ,False,,,Concurso publico contratos Profesores Ayudantes Doctores: RRHH,False,resolución,[],[],1.0,"La publicación es una ""Resolución... por la que se convoca Concurso Público para la adjudicación de contratos de Profesores Ayudantes Doctores"". Se trata de un acto de personal/RRHH (adjudicación de plazas o puestos de trabajo en el ámbito universitario), no de contratación pública de servicios, obras o suministros bajo la LCSP. Por tanto, is_relevant es False.",113.356,
21,bocm,"Adjudicación contrato
– Anuncio de 26 de diciembre de 2024, de adjudicación del contrato titulado “Suministro de bandajes para el mantenimiento de ruedas elásticas de los vehículos de material móvil de Metro de Madrid” (Expediente 6012400321)",CONT_ADJ,True,CONT_ADJ,tipo_suministros,Adjudicacion contrato suministro bandajes,True,anuncio,"[""CONT_ADJ""]","[""tipo_suministros""]",0.95,"El texto indica explícitamente ""Anuncio... de adjudicación del contrato"", lo que dispara la etiqueta CONT_ADJ. El objeto es el ""Suministro de bandajes..."", identificándolo claramente como tipo_suministros. La publicación pertenece al ámbito autonómico (BOCM), por lo que es relevante bajo la LCSP.",57.408,
22,boja,"Resolución de 8 de enero de 2025, de la Empresa Pública para la Gestión del Turismo y del Deporte de Andalucía, S.A., por la que se publica la adjudicación de contratos de publicidad institucional, correspondientes al tercer cuatrimestre del año 2024.",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contratos publicidad institucional,True,resolución,"[""CONT_ADJ""]","[""tipo_servicios""]",0.95,"El texto indica ""se publica la adjudicación de contratos"", lo cual corresponde a la etiqueta CONT_ADJ para comunicación de adjudicación de contratos. El objeto es ""publicidad institucional"", que se clasifica como tipo_servicios, ya que implica servicios de comunicación y promoción. La entidad adjudicadora es una empresa pública de gestión turística y deportiva, dentro del ámbito de contratación pública (LCSP).",60.234,
23,boja,"Resolución de 16 de enero de 2025, de la Secretaría General Técnica, por la que se hace pública la adjudicación de contratos relativos a publicidad institucional y la concesión de ayudas, subvenciones y convenios en materia de actividad publicitaria, correspondiente al tercer cuatrimestre del año 2024.",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contratos publicidad. Menciona tambien ayudas y convenios,False,resolución,[],[],0.95,"La descripción menciona ""adjudicación de contratos"" para publicidad institucional, pero inmediatamente asocia estos a la ""concesión de ayudas, subvenciones y convenios"", lo cual sitúa el acto en el ámbito de las subvenciones (no contrato público LCSP) o en convenios interadministrativos. Además, la palabra clave ""ayudas"" junto con ""subvenciones"" indica que el objeto principal no es una contratación pública regulada por la LCSP, sino un proceso de apoyo económico y colaboración. Por tanto, is_relevant=False según las reglas para subvenciones y ayudas.",69.831,
24,boja,"Anuncio de 24 de enero de 2025, de la Comunidad de Regantes Llanos de Dalías, de adjudicación del contrato de obras del proyecto que se cita. (PP. 168/2025).",CONT_ADJ,True,CONT_ADJ,tipo_obras,Adjudicacion contrato de obras por comunidad de regantes,True,anuncio,"[""CONT_ADJ""]","[""tipo_obras""]",0.98,"El texto anuncia la ""adjudicación del contrato de obras"" del proyecto, lo que cumple con la definición de CONT_ADJ (adjudicación de un contrato) y tipo_obras por el objeto especificado como ""obras"".",52.665,
25,boja,"Resolución de 24 de enero de 2025, de la Secretaría General Técnica, por la que se hace pública la adjudicación de contratos relativos a publicidad institucional y la concesión de ayudas, subvenciones y convenios en materia de actividad publicitaria, correspondiente al 3.er cuatrimestre del año 2024.",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contratos publicidad institucional,False,resolución,[],[],0.92,"Aunque menciona ""adjudicación de contratos"" en publicidad institucional, la resolución incluye explícitamente ""concesión de ayudas, subvenciones"", lo cual excluye la relevancia para contratación pública (LCSP). No hay señales de licitación, formalización o adjudicación de un contrato específico bajo la LCSP, solo se publica la adjudicación mixta con subvenciones.",58.722,
26,bocm,"Adjudicación contrato
– Anuncio de 19 de febrero de 2025, de adjudicación del contrato titulado “Servicio de revisión y reparación de balonas de suspensión secundaria de las series 6000, 8000 y 3000”. (Expediente 6012400218)",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contrato servicio reparacion,True,anuncio,"[""CONT_ADJ""]","[""tipo_servicios""]",0.95,"Es un ""anuncio de... adjudicación del contrato titulado..."", lo que encaja directamente con la etiqueta CONT_ADJ. El objeto es ""revisión y reparación"", una actividad de mantenimiento/técnica, clasificándola como tipo_servicios.",54.304,
27,bocm,"Adjudicación contrato
– Anuncio de 21 de marzo de 2025, de adjudicación del contrato titulado “Acuerdo marco para el suministro de repuestos de comunicaciones para el mantenimiento de las instalaciones y del material móvil de Metro de Madrid”. (Expediente 6012400378)",CONT_ADJ,True,CONT_ADJ,tipo_suministros,Adjudicacion AM suministro repuestos,True,anuncio,"[""CONT_ADJ""]","[""tipo_suministros""]",0.98,"El texto indica ""Anuncio de... adjudicación del contrato"" lo que encaja perfectamente con la categoría CONT_ADJ (adjudicación de un contrato). El objeto es el suministro de repuestos para material móvil, por lo que se identifica como tipo_suministros. No se trata de una concesión ni de personal.",57.108,
28,bocm,"Adjudicación contrato
– Anuncio de 13 de febrero de 2025, de adjudicación del contrato titulado “Servicio de mantenimiento del sistema de atención telefónica avanzada del Centro de Operaciones de Mantenimiento y Monitorización de Instalaciones y Telecomunicaciones (COMMIT)”. (Expediente 6012400400)",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion contrato mantenimiento,True,anuncio,"[""CONT_ADJ""]","[""tipo_servicios""]",0.95,"El texto dice explícitamente ""Adjudicación contrato"" y detalla la ""adjudicación del contrato titulado... Servicio de mantenimiento..."", lo que cumple con la definición de CONT_ADJ. La prestación identificada es un servicio de mantenimiento, por lo que se añade la subcategoría tipo_servicios.",58.842,
29,bocm,"Adjudicación contrato
– Anuncio de 28 de enero de 2025, de adjudicación del contrato titulado “Acuerdo marco para servicios de asistencia a la redacción de proyectos de ingeniería civil y arquitectura y/o elaboración de informes técnicos asociados a las actividades del servicio de infraestructuras y estaciones de Metro de Madrid” (expediente 6012400310)",CONT_ADJ,True,CONT_ADJ,tipo_servicios,Adjudicacion AM servicios redaccion proyectos,True,anuncio,"[""CONT_ADJ""]","[""tipo_servicios""]",0.95,"El texto es claramente un anuncio de adjudicación del contrato (señal: ""Anuncio... de adjudicación del contrato""). El objeto, ""servicios de asistencia a la redacción de proyectos"" y ""elaboración de informes técnicos"", corresponde al subtipo de prestación tipo_servicios.",68.356,
31,dogv,ANUNCIO de la encomienda de gestión del Ajuntament de Teulada de autoliquidaciones en Suma Gestión Tributaria. Diputación de Alicante.,CONT_ENC,True,CONT_ENC,tipo_servicios,Encomienda de gestion tributaria a Suma,True,anuncio,"[""CONT_ENC""]",[],0.95,"La descripción menciona explícitamente ""ANUNCIO de la encomienda de gestión"", lo que corresponde a la etiqueta CONT_ENC para actos que encargar a un medio propio o encomiendan gestión, citando el fragmento ""encomienda de gestión del Ajuntament de Teulada"". No hay indicios de obras, servicios ni suministros en el objeto de la encomienda.",89.833,
32,dogv,"RESOLUCIÓN de 21 de febrero de 2025, de la Dirección General de Relaciones con Les Corts, por la que se publica el convenio de encomienda de gestión por el que la Agencia Valenciana de Seguridad y Respuesta a las Emergencias encarga al Ayuntamiento de Sagunto la actividad de instrucción policial en los cursos de acceso a las distintas escalas y categorías de policía local organizados por el Instituto Valenciano de Seguridad Pública y Emergencias (IVASPE).",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio encomienda instruccion policial,True,resolución,"[""CONT_ENC""]",[],0.98,"La publicación corresponde a una resolución que publica el ""convenio de encomienda de gestión"", lo cual coincide con la etiqueta CONT_ENC (encarga a un medio propio o encomienda gestión). El objeto descrito es instrucción policial en cursos, sin elementos que indiquen licitación, formalización ni concesión. No hay referencia a tipo de prestación específico.",80.815,
33,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Llanera por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02293]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"La publicación ordena la publicación de un convenio que incluye explícitamente ""la encomienda de gestión del servicio"" para la prestación de ayuda a domicilio y teleasistencia, lo que califica el acto como CONT_ENC. El objeto es claramente una prestación de servicios sociales (tipo_servicios). No hay palabra ""concesión"" en el objeto del contrato, por lo que no aplica CONT_CON.",87.622,
34,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Tineo por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02320]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]",[],0.95,"La publicación es una resolución que ordena publicar un convenio por el cual se establece la ""encomienda de gestión"" del servicio de ayuda a domicilio y teleasistencia, lo cual coincide con la categoría CONT_ENC según las reglas (incluso si se publica como convenio). El texto cita explícitamente ""la encomienda de gestión"", disparando esta etiqueta.",77.583,
35,boe,"Resolución de 9 de enero de 2025, de la Secretaría General Técnica, por la que se publica el Convenio de encomienda de gestión entre la Dirección General de la Guardia Civil y la Comunidad de Castilla y León, para la vigilancia y protección de los edificios e instalaciones del complejo donde se ubica la sede de la Presidencia de la Junta de Castilla y León.",CONT_ENC,True,CONT_ENC,tipo_servicios,Encomienda de gestion vigilancia edificios,True,resolución,"[""CONT_ENC""]",[],0.98,"La publicación es una Resolución que publica un Convenio de encomienda de gestión, lo que se ajusta claramente a la categoría CONT_ENC según las reglas críticas (punto 4: ""convenio de colaboración... y la encomienda de gestión""). La descripción menciona explícitamente ""encomienda de gestión"" para la vigilancia y protección, sin mención a concesión demanial ni ocupación de dominio público, por lo que es relevante bajo LCSP.",177.078,
36,dogv,"RESOLUCIÓN de 16 de enero de 2025, de la Dirección General de Relaciones con Les Corts, por la que se publica el convenio de encomienda de gestión por el que la Agencia Valenciana de Seguridad y Respuesta a las Emergencias encarga al Ayuntamiento de Elche la actividad de instrucción policial en los cursos de acceso a las distintas escalas y categorías de policía local organizados por el Instituto Valenciano de Seguridad Pública y Emergencias (IVASPE).",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio encomienda instruccion policial,True,resolución,"[""CONT_ENC""]",[],0.98,"La descripción indica explícitamente ""se publica el convenio de encomienda de gestión"" y que la Agencia Valenciana encarga al Ayuntamiento una actividad específica, lo cual encaja perfectamente con la categoría N2 CONT_ENC. No hay elementos para subcategorizar por tipo de prestación (el objeto no se describe como obra, servicio o suministro específico del contrato LCSP).",87.548,
37,bon,Encomienda de gestión para recuperar la infraestructura-trazado de la Vía Verde del Bidasoa en el tramo Doneztebe / Santesteban-Elizondo y disponer de dicho espacio como vial público,CONT_ENC,True,CONT_ENC,tipo_obras,Encomienda de gestion via verde. Duplicado del id 30,True,convocatoria,"[""CONT_ENC""]",[],0.95,"La descripción menciona explícitamente ""Encomienda de gestión"" para recuperar la infraestructura de la Vía Verde y disponer del espacio, lo cual corresponde a la categoría de encargo de gestión (CONT_ENC). El fragmento clave es ""Encomienda de gestión"". No se especifica el tipo de prestación (obras o servicios), por lo que subcategories queda vacía.",63.264,
38,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar y el Ayuntamiento de San Tirso de Abres por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02238]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"El texto menciona explícitamente ""la encomienda de gestión de la prestación del servicio de ayuda a domicilio"", lo que encaja con la categoría CONT_ENC (encargos a medios propios o encomiendas de gestión) para servicios sociales. La subcategoría tipo_servicios es inferible por el objeto del contrato (prestaciones sociales, ayuda a domicilio).",63.365,
