id,bulletin,description,grupo_muestreo,act_type_n1,is_relevant_gt,procedures_gt,technologies_gt,is_relevant_pred,act_type_pred,procedures_pred,technologies_pred,confidence,reasoning,duration_s
18,dogc,"Resolución TER/4683/2024, de 4 de diciembre, por la que se otorga a la empresa eDistribución Redes Digitales, SLU, la autorización administrativa previa y la autorización administrativa de construcción para la sustitución del transformador TR1 de 110/25 kV, de 25 MVA, por un transformador de 110/25 kV, de 30 MVA, en la SE Sant Hilari, en el término municipal de Sant Hilari Sacalm, en la provincia de Girona (exp. FUE-2024-03801430)",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]",[],0.98,"La resolución otorga explícitamente ""autorización administrativa previa"" (AAP) y ""autorización administrativa de construcción"" (AAC). La descripción es clara y completa. No se mencionan tecnologías energéticas específicas como generación o redes de alta tensión para transporte de energía, aunque el transformador sugiera infraestructura eléctrica, el ámbito eDistribución Redes Digitales indica telecomunicaciones o redes digitales, no energético, por lo que technologies=[].",60.168
19,boa,"ANUNCIO del Servicio Provincial de Zaragoza del Departamento de Presidencia, Economía y Justicia, por el que se someten a información pública la modificación de la solicitud de autorización administrativa previa y de construcción de la modificación del proyecto del parqueeólico ""Espartal Eólico 3"" de 10 MW incluido en el Proyecto de Interés General de Aragón H2 Pillar Producción de H2 renovable en la Comarca de Zaragoza.  Expediente G-Z-2021-060.",AAP,anuncio,True,"AAP,AAC","eólica,hidrógeno",True,anuncio,"[""AAP"", ""AAC""]","[""eólica"", ""hidrógeno""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"" (etiquetas AAP y AAC). La descripción del proyecto incluye ""parque eólico"" → eólica y ""H2 Pillar Producción de H2 renovable"" → hidrógeno. El acto es un anuncio de información pública sobre estas solicitudes, por lo que es relevante.",54.525
20,docm,"Notificación de 13/03/2025, de la Secretaría General, por la que se da publicidad a la resolución del recurso de alzada interpuesto sobre autorización administrativa previa y autorización administrativa de construcción de la instalación solar fotovoltaica denominada Sauce Solar, infraestructuras auxiliares y de evacuación RA 181/2023.",AAP,notificación,True,"AAP,AAC",fotovoltaica,True,notificación,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.95,"La notificación da publicidad a una resolución sobre ""autorización administrativa previa"" (AAP) y ""autorización administrativa de construcción"" (AAC). Además, el texto menciona explícitamente ""instalación solar fotovoltaica"", lo que activa la tecnología fotovoltaica.",48.722
21,bopv,"ANUNCIO de 20 de febrero de 2025, de la Delegada Territorial de Industria, Transición Energética y Sostenibilidad de Bizkaia, por el que se somete a información pública la solicitud de Autorización Administrativa Previa y Declaración de Impacto Ambiental del proyecto «Parque Eólico El Roble», en los términos municipales de Sopuerta, Zalla, Galdames y Güeñes (Bizkaia).

				
2025/01167",AAP,anuncio,True,"AAP,DIA",eólica,True,anuncio,"[""AAP"", ""DIA""]","[""eólica""]",1.0,"El texto menciona explícitamente ""solicitud de Autorización Administrativa Previa"" (AAP) y ""Declaración de Impacto Ambiental"" (DIA). La tecnología identificada es ""Parque Eólico"", lo que indica eólica. Es un anuncio de información pública sobre una solicitud, por lo tanto es relevante.",53.715
22,boe,"Resolución de 14 de enero de 2025, de la Dirección General de Política Energética y Minas, por la que se otorga a I-DE Redes Eléctricas Inteligentes, SAU, autorización administrativa previa y autorización administrativa de construcción de la nueva línea subterránea de media tensión 20 kV, simple circuito, desde el centro de transformación Los Veras-San Pedro, hasta el entronque aéreo-subterráneo en Camino la Raya, en los términos municipales de Pilar de la Horadada (Alicante) y San Pedro de Pinatar (Murcia).",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"La resolución otorga explícitamente ""autorización administrativa previa"" (AAP) y ""autorización administrativa de construcción"" (AAC). El proyecto es una ""nueva línea subterránea de media tensión"", lo que identifica la tecnología como ""línea_eléctrica"".",52.328
23,boa,"RESOLUCIÓN de 14 de febrero de 2025, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción, del proyecto planta solar fotovoltaica ""Romerosa"" de 450 kW en el término municipal de Lécera. Expediente: G-Z-2022-192.",AAP,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"La resolución otorga explícitamente ""autorización administrativa previa y de construcción"", que activa las etiquetas AAP y AAC según la regla 3. Además, el proyecto es una ""planta solar fotovoltaica"", lo que asigna la tecnología fotovoltaica.",48.635
24,borm,"Resolución de la Dirección General de Industria, Energía y Minas por la que se otorga a la empresa Sangonera Solar, S.L. la autorización administrativa previa, la autorización administrativa de construcción de la instalación eléctrica de producción denominada “Proyecto de planta solar FV “El Palmar I” de 1,2 MW (potencia instalada) y LA/SMT 20 kV evacuación”, y el reconocimiento en concreto, de la utilidad pública de la línea aérea/subterránea de alta tensión a 20 kV, de evacuación, en el término municipal de Murcia.",AAP,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""fotovoltaica"", ""línea_eléctrica""]",0.98,"""Se otorga la autorización administrativa previa (AAP), la autorización administrativa de construcción (AAC) y el reconocimiento en concreto de utilidad pública (DUP). Se menciona explícitamente 'planta solar FV' (fotovoltaica) y 'línea aérea/subterránea de alta tensión' (línea eléctrica).""",57.123
25,docm,"Anuncio de 16/12/2024, de la Delegación Provincial de Desarrollo Sostenible de Toledo, sobre información pública de solicitud de Nexo FV, SL, para autorización administrativa previa de proyecto de instalación solar fotovoltaica denominada Santa María Solar, situada en el término municipal de Mesegar de Tajo. Referencia: PE-722.",AAP,anuncio,True,AAP,fotovoltaica,True,anuncio,"[""AAP""]","[""fotovoltaica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa"" → AAP y ""instalación solar fotovoltaica"" → fotovoltaica. Es un anuncio de información pública, pero el contenido es una solicitud de procedimiento ambiental relevante (AAP).",46.697
26,docm,"Resolución de 20/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, de autorización administrativa previa y autorización administrativa de construcción de instalación eléctrica de alta tensión con número de expediente: E-45211122323 corresponde III.",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa"" (AAP) y ""autorización administrativa de construcción"" (AAC). La tecnología identificada es ""instalación eléctrica de alta tensión"", que corresponde a la etiqueta ""línea_eléctrica"".",49.38
27,dogc,"Anuncio por el que se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto de la planta solar fotovoltaica denominada PS Vilobí, de 3,52 MW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Vilobí d'Onyar, en la comarca de La Selva (exp. FUE-2023-03615308, ref. 02911)",AAP,anuncio,True,"AAP,AAC,DIA",fotovoltaica,True,anuncio,"[""AAP"", ""AAC"", ""AAI""]","[""fotovoltaica""]",0.95,"El anuncio menciona explícitamente ""solicitud de autorización administrativa previa"" → AAP, ""autorización administrativa de construcción"" → AAC, y ""evaluación de impacto ambiental"" asociada a una planta solar → AAI (ya que es evaluación simplificada distinta de DIA). Además se identifica tecnología fotovoltaica. Es un anuncio relevante por referenciar procedimientos ambientales/energéticos.",57.2
28,dog,"RESOLUCIÓN de 25 de febrero de 2025, del Departamento Territorial de Lugo, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de Lugo (expediente IN407A 2024/196 AT).",AAP_AAC,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"La descripción menciona explícitamente la concesión de ""autorización administrativa previa y de construcción"", lo que activa las etiquetas AAP y AAC según la regla 3. El proyecto se refiere a una ""instalación eléctrica"", justificando la tecnología ""línea_eléctrica"". La confianza es alta (0.98) dado el uso explícito de los nombres de los procedimientos en el texto.",56.14
29,dogc,"Resolución TER/4665/2024, de 19 de noviembre, de la Dirección General de Energía, por la que se otorga a Energia Inagotable de Anser, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica denominada Gualter, de 25 MW de potencia instalada sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, líneas soterradas a 30 kV, subestación SED Gualter  30/110kV y línea aérea de alta tensión 110 kV, en el término municipal de Artesa de Segre, en la comarca de La Noguera (exp. FUE-2021-02207760)",AAP_AAC,resolución,True,"AAP,AAC","fotovoltaica,línea_eléctrica",True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"La descripción menciona explícitamente ""autorización administrativa previa y de construcción"" → [AAP, AAC]. Además se trata de una ""planta solar fotovoltaica"" con referencias a líneas aéreas y infraestructura de evacuación → tecnología [fotovoltaica, línea_eléctrica].",54.546
30,dog,"RESOLUCIÓN de 31 de octubre de 2024, del Departamento Territorial de A Coruña, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de San Sadurniño (expediente IN407A 2024/233-1).",AAP_AAC,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa"" (AAP) y ""de construcción"" (AAC). Además, el proyecto es una ""instalación eléctrica"", lo que corresponde a la tecnología línea_eléctrica. La expresión ""por la que se concede..."" confirma que es una resolución definitiva activando ambos procedimientos.",52.573
31,boa,"RESOLUCIÓN de 14 de noviembre de 2024, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción del proyecto planta solar fotovoltaica ""Torrubia"" de 500 kW en el término municipal de Muel. Expediente: G-Z-2023-157.",AAP_AAC,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"" → [AAP, AAC] según la regla crítica #3. Además, el proyecto es una ""planta solar fotovoltaica"" → tecnología fotovoltaica.",47.391
32,dogv,"RESOLUCIÓN de 12 de marzo de 2025, del Servicio Territorial de Industria, Energía y Minas de Valencia, por la que se da por desistido el titular del expediente ATALFE/2020/39, iniciado por Epower Solar Renewable, SL, de autorización administrativa previa y de construcción y declaración de utilidad pública en concreto, correspondiendo a la central fotovoltaica «PSF Aquila MT» y su infraestructura de evacuación, con potencia nominal del inversor limitado a 3 MW, que se tiene que ubicar en el término municipal de Utiel.",AAP_AAC,resolución,True,"AAC,AAP,DUP",fotovoltaica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""fotovoltaica""]",0.95,"""Se da por desistido el titular del expediente... de autorización administrativa previa y de construcción y declaración de utilidad pública en concreto"". Según la regla 10, las denegaciones/desistimientos heredan los tipos de procedimiento del acto (AAP, AAC, DUP). El proyecto es una central fotovoltaica → tecnología=[fotovoltaica].",56.009
33,dogc,"Resolución TER/4799/2024, de 16 de diciembre, por la que se otorga a Univergy ES SPC 25, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica llamada La Femosa, de 875 kW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Artesa de Lleida, en la comarca de El Segrià (exp. FUE-2022-02779916)",AAP_AAC,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"La resolución otorga explícitamente ""autorización administrativa previa y de construcción"" del proyecto solar fotovoltaico, activando las etiquetas AAP y AAC simultáneamente según la regla 3. La tecnología es claramente fotovoltaica por la descripción de ""planta solar fotovoltaica"".",51.373
34,dog,"RESOLUCIÓN de 14 de enero de 2025, del Departamento Territorial de Ourense, por la que se concede la autorización administrativa previa y de construcción y se declara, en concreto, de utilidad pública, a los efectos de la urgente ocupación, de una instalación eléctrica en el ayuntamiento de Avión (expediente IN407A 2024/112-3).",AAP_AAC,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.95,"""autorización administrativa previa y de construcción"" activa [AAP, AAC]. ""se declara... de utilidad pública"" activa DUP. ""instalación eléctrica"" indica tecnología línea_eléctrica.",47.009
35,boe,"Anuncio de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por la que se somete a trámite de audiencia a los interesados e información pública el procedimiento de autorización administrativa previa y de construcción y declaración, en concreto, de utilidad pública del proyecto de alta tensión denominado nueva subestación Puerto Sevilla, en el término municipal de Dos Hermanas (Sevilla).",AAP_AAC,anuncio,True,"AAP,AAC,DUP",línea_eléctrica,True,anuncio,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.98,"El texto menciona ""procedimiento de autorización administrativa previa y de construcción"" que corresponde a las etiquetas AAP y AAC, y ""declaración, en concreto, de utilidad pública"" que corresponde a la etiqueta DUP. El proyecto es de alta tensión, lo que indica la tecnología ""línea_eléctrica"". Se trata de un anuncio de información pública sobre estas solicitudes, por lo que es relevante según las reglas.",57.712
36,boja,"Anuncio de 4 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Huelva, por el que se da publicidad a la nueva autorización ambiental unificada simplificada otorgada en esta provincia. (PP. 262/2025).",AAU,anuncio,True,AAU,,True,anuncio,"[""AAU""]",[],0.98,"El texto menciona explícitamente ""autorización ambiental unificada simplificada"", que corresponde al procedimiento AAU según la taxonomía N2 (equivalente regional a DIA). La descripción no indica tecnología específica del proyecto energético, por lo que technologies se mantiene vacía.",47.558
37,boja,"Resolución 17 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad al informe vinculante de la autorización ambiental unificada para el proyecto que se cita, en los términos municipales de Jerez de la Frontera y Sanlúcar de Barrameda, en la provincia de Cádiz.",AAU,resolución,True,AAU,,True,resolución,"[""AAU""]",[],0.95,"La descripción menciona explícitamente ""informe vinculante de la autorización ambiental unificada"", lo que activa el procedimiento AAU según el ejemplo del BOJA. No se menciona ninguna tecnología específica en el texto proporcionado, por lo que technologies=[] . La confianza es alta porque el nombre del procedimiento es explícito.",50.221
38,boja,"Resolución de 4 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Sevilla, por la que se da publicidad a la Resolución de 24 de febrero de 2025, de autorización ambiental unificada simplificada, para el proyecto que se cita, en el término municipal de Cantillana (Sevilla).",AAU,resolución,True,AAU,,True,resolución,"[""AAU""]",[],0.98,"Texto: ""por la que se da publicidad a la Resolución... de autorización ambiental unificada simplificada"". La frase ""autorización ambiental unificada"" coincide con el procedimiento AAU (equivalente regional al DIA), mientras que ""simplificada"" indica que es una versión reducida del mismo. No hay referencia a tecnologías energéticas específicas en el fragmento proporcionado.",52.227
