id,bulletin,description,grupo_muestreo,act_type_n1,is_relevant_gt,procedures_gt,technologies_gt,is_relevant_pred,act_type_pred,procedures_pred,technologies_pred,confidence,reasoning,duration_s
10,docm,"Anuncio de 15/01/2025, de la Dirección General de Calidad Ambiental, por el que se inicia el periodo de información pública de la solicitud de autorización ambiental integrada y del estudio de impacto ambiental del proyecto titulado: Planta de producción de hidrógeno verde de 200 MW, Proyecto Hydric a realizar en el término municipal de Puertollano (Ciudad Real), titularidad de la empresa Hydric Power, SL (expediente AAI-CR-101 y PRO-SC-24-1172).",AAI,anuncio,True,AAI,hidrógeno,True,anuncio,"[""AAI"", ""DIA""]","[""hidrógeno""]",0.98,"El anuncio informa de la información pública sobre una solicitud de ""autorización ambiental integrada"" (AAI) y del estudio de ""impacto ambiental"" asociado a un proyecto de ""hidrógeno verde"". Los procedimientos se infieren directamente de los nombres de las solicitudes.",52.638
11,docm,"Resolución de 11/12/2024, de la Dirección General de Calidad Ambiental, por la que se consideran no sustanciales a efectos de lo previsto en el texto refundido de la Ley de Prevención y Control Integrados de la Contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre, las modificaciones propuestas por la empresa Holcim España, SA, en la instalación de fabricación de producción de cemento, en el término municipal de Villaluenga de la Sagra (Toledo) y se modifica la Resolución de 13/02/2019, por la que se revisa la autorización ambiental integrada otorgada para dicha instalación (expediente: AAI-TO-031).",AAI,resolución,True,AAI,,True,resolución,"[""AAI""]",[],0.92,"El texto menciona ""se modifica la Resolución... por la que se revisa la autorización ambiental integrada"", lo cual activa el procedimiento AAI según la regla de herencia de procedimientos en modificaciones. La industria del cemento no es una tecnología energética (fotovoltaica, eólica, etc.), por lo que `technologies=[]`. El documento es una resolución.",58.205
12,dog,"ANUNCIO de 19 de marzo de 2025, de la Dirección General de Calidad Ambiental y Sostenibilidad, por el que se da publicidad a la resolución por la que se deniega la solicitud de autorización ambiental integrada a Bioenergía Lugo, S.L.U. para una planta de gestión de residuos orgánicos y producción de biometano para su inyección en red, situada en el ayuntamiento de Lugo (expediente 2024-IPPC-I-25).",AAI,anuncio,True,AAI,biogás_biometano,True,anuncio,"[""AAI""]","[""biogás_biometano""]",0.98,"El texto menciona ""deniega la solicitud de autorización ambiental integrada"", lo que corresponde al procedimiento AAI. Además, se describe explícitamente una ""planta de gestión de residuos orgánicos y producción de biometano para su inyección en red"", identificando la tecnología biogás_biometano. El act_type es anuncio porque es un ANUNCIO por el que se da publicidad a la resolución.",59.184
13,boca,"Dirección General de Transición Ecológica y Lucha contra el Cambio Climático.- Resolución de 24 de enero de 2025, por la que se aprueba el Programa de Inspección Ambiental para el año 2025 de las instalaciones sujetas a autorización ambiental integrada en la Comunidad Autónoma de Canarias, según el texto refundido de la Ley de prevención y control integrados de la contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre.",AAI,resolución,False,,,False,resolución,[],[],0.95,"La publicación es una resolución sobre un ""Programa de Inspección Ambiental"", no sobre un proyecto individual sujeto a DIA, AAP, AAC, AAI o IIA. No contiene ninguna descripción de acto administrativo regulado por la Ley 21/2013 o equivalente regional que otorgue alguno de los procedimientos N2 definidos (DIA, AAP, AAC, AAU, IIA, AAI, IAE).",67.573
14,bopa,"Anuncio por el que se hace pública la Resolución de la Consejería de Transición Ecológica, Industria y Comercio, de otorgamiento de la autorización ambiental integrada simplificada a la instalación de “fabricación de hormigones frescos” del titular Cementos Secil, S. L. U., ubicada en polígono industrial La Curiscada (Tineo). Expte. AAIS-042/24 (AUTO/2024/7375). [Cód. 2025-02278]",AAI,anuncio,True,AAI,,True,resolución,"[""AAI""]",[],0.95,"El texto menciona ""otorgamiento de la autorización ambiental integrada simplificada"", que corresponde al procedimiento AAI según las reglas críticas (Ejemplo 1). El proyecto es de fabricación de hormigones, no energético, por lo que technologies=[].",59.341
15,bon,"RESOLUCIÓN 533E/2024, de 5 de diciembre, del director del Servicio de Economía Circular e Innovación, por la que se acepta parcialmente el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental integrada de la instalación de deshidratación de alfalfa, cuyo titular es Navarro Aragonesa de Forrajes SA, ubicada en término municipal de Peralta / Azkoien, de forma que la instalación y el desarrollo de la actividad deberán cumplir las condiciones establecidas en el anejo de la presente resolución.",AAI,resolución,True,AAI,,True,resolución,"[""AAI""]",[],0.95,"La descripción menciona ""autorización ambiental integrada"" (AAI) en relación con una instalación de deshidratación de alfalfa. No se mencionan tecnologías específicas del sector energético entre las definidas (fotovoltaica, eólica, hidrógeno, etc.), por lo que technologies=[] aunque el proyecto sea industrial.",53.584
16,doe,"Anuncio de 13 de enero de 2025 por el que se somete a información pública la petición de autorización administrativa previa de las instalaciones correspondientes al proyecto denominado CT Cárdeno nuevo de 630 kVA, en Fuentes de León. Expte.: 06/AT-18456/01732.",AAP,anuncio,True,AAP,línea_eléctrica,True,anuncio,"[""AAP""]","[""eólica""]",0.85,"El texto menciona ""autorización administrativa previa"" → AAP. Aunque no aparece explícitamente ""parque eólico"", CT Cárdeno nuevo de 630 kVA suele referirse a una instalación eólica (aunque la descripción es breve, la inferencia contextual sugiere este tipo). Justificación: ""somete a información pública la petición de autorización administrativa previa"" → [AAP].",56.063
17,bor,"Anuncio de Información Pública de la solicitud de autorización administrativa previa y de construcción de instalación eléctrica, y de su declaración de utilidad pública. AT/1970904",AAP,anuncio,True,"AAP,AAC,DUP",línea_eléctrica,True,anuncio,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa"" (AAP), ""de construcción"" (AAC) y ""declaración de utilidad pública"" (DUP). Además, se trata de una instalación eléctrica → tecnología línea_eléctrica. Es un anuncio de información pública sobre solicitud → act_type=""anuncio"".",54.585
18,dogc,"Resolución TER/4683/2024, de 4 de diciembre, por la que se otorga a la empresa eDistribución Redes Digitales, SLU, la autorización administrativa previa y la autorización administrativa de construcción para la sustitución del transformador TR1 de 110/25 kV, de 25 MVA, por un transformador de 110/25 kV, de 30 MVA, en la SE Sant Hilari, en el término municipal de Sant Hilari Sacalm, en la provincia de Girona (exp. FUE-2024-03801430)",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"Texto explícito: ""otorga... la autorización administrativa previa y la autorización administrativa de construcción"" → [AAP, AAC]. Proyecto de sustitución de transformador 110/25 kV indica tecnología eléctrica → ""línea_eléctrica"". Confianza alta por menciones directas.",64.954
19,boa,"ANUNCIO del Servicio Provincial de Zaragoza del Departamento de Presidencia, Economía y Justicia, por el que se someten a información pública la modificación de la solicitud de autorización administrativa previa y de construcción de la modificación del proyecto del parqueeólico ""Espartal Eólico 3"" de 10 MW incluido en el Proyecto de Interés General de Aragón H2 Pillar Producción de H2 renovable en la Comarca de Zaragoza.  Expediente G-Z-2021-060.",AAP,anuncio,True,"AAP,AAC","eólica,hidrógeno",True,anuncio,"[""AAP"", ""AAC""]","[""eólica"", ""hidrógeno""]",0.95,"El texto describe un ""ANUNCIO"" de ""información pública"" sobre una solicitud de ""autorización administrativa previa y de construcción"" → activa etiquetas AAP y AAC según regla 3. La tecnología es claramente eólica (""parque eólico"") y también menciona hidrógeno (""H2 Pillar"", ""producción de H2""). El fragmento clave es: ""información pública la modificación de la solicitud de autorización administrativa previa y de construcción"".",61.911
20,docm,"Notificación de 13/03/2025, de la Secretaría General, por la que se da publicidad a la resolución del recurso de alzada interpuesto sobre autorización administrativa previa y autorización administrativa de construcción de la instalación solar fotovoltaica denominada Sauce Solar, infraestructuras auxiliares y de evacuación RA 181/2023.",AAP,notificación,True,"AAP,AAC",fotovoltaica,True,notificación,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"La notificación hace publicidad a una resolución sobre ""autorización administrativa previa"" (AAP) y ""autorización administrativa de construcción"" (AAC). El fragmento ""instalación solar fotovoltaica"" confirma la tecnología ""fotovoltaica"". Se trata de un recurso de alzada, pero según las reglas, se hereda el tipo del procedimiento original.",54.255
21,bopv,"ANUNCIO de 20 de febrero de 2025, de la Delegada Territorial de Industria, Transición Energética y Sostenibilidad de Bizkaia, por el que se somete a información pública la solicitud de Autorización Administrativa Previa y Declaración de Impacto Ambiental del proyecto «Parque Eólico El Roble», en los términos municipales de Sopuerta, Zalla, Galdames y Güeñes (Bizkaia).

				
2025/01167",AAP,anuncio,True,"AAP,DIA",eólica,True,anuncio,"[""AAP"", ""DIA""]","[""eólica""]",0.98,"El texto es un ANUNCIO de información pública que menciona explícitamente la ""solicitud de Autorización Administrativa Previa"" (AAP) y ""Declaración de Impacto Ambiental"" (DIA). La instalación es un ""Parque Eólico"", lo que indica la tecnología eólica. Según la regla 13, los anuncios son relevantes si mencionan procedimientos ambientales.",57.803
22,boe,"Resolución de 14 de enero de 2025, de la Dirección General de Política Energética y Minas, por la que se otorga a I-DE Redes Eléctricas Inteligentes, SAU, autorización administrativa previa y autorización administrativa de construcción de la nueva línea subterránea de media tensión 20 kV, simple circuito, desde el centro de transformación Los Veras-San Pedro, hasta el entronque aéreo-subterráneo en Camino la Raya, en los términos municipales de Pilar de la Horadada (Alicante) y San Pedro de Pinatar (Murcia).",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"Texto explícito: ""autorización administrativa previa"" → AAP y ""autorización administrativa de construcción"" → AAC. Proyecto sobre ""nueva línea subterránea de media tensión"" → línea_eléctrica.",50.576
23,boa,"RESOLUCIÓN de 14 de febrero de 2025, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción, del proyecto planta solar fotovoltaica ""Romerosa"" de 450 kW en el término municipal de Lécera. Expediente: G-Z-2022-192.",AAP,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",1.0,"La descripción menciona explícitamente ""autorización administrativa previa y de construcción"" → procedimientos AAP y AAC. El proyecto es una ""planta solar fotovoltaica"" → tecnología fotovoltaica. Es una resolución sobre procedimientos ambientales/energéticos → is_relevant=True.",49.885
24,borm,"Resolución de la Dirección General de Industria, Energía y Minas por la que se otorga a la empresa Sangonera Solar, S.L. la autorización administrativa previa, la autorización administrativa de construcción de la instalación eléctrica de producción denominada “Proyecto de planta solar FV “El Palmar I” de 1,2 MW (potencia instalada) y LA/SMT 20 kV evacuación”, y el reconocimiento en concreto, de la utilidad pública de la línea aérea/subterránea de alta tensión a 20 kV, de evacuación, en el término municipal de Murcia.",AAP,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""fotovoltaica"", ""línea_eléctrica""]",0.98,"Texto: ""autorización administrativa previa"" → AAP; ""autorización administrativa de construcción"" → AAC; ""reconocimiento en concreto, de la utilidad pública"" → DUP. Tecnologías explícitas: ""planta solar FV"" (fotovoltaica) y ""línea aérea/subterránea de alta tensión"" (línea eléctrica).",67.921
25,docm,"Anuncio de 16/12/2024, de la Delegación Provincial de Desarrollo Sostenible de Toledo, sobre información pública de solicitud de Nexo FV, SL, para autorización administrativa previa de proyecto de instalación solar fotovoltaica denominada Santa María Solar, situada en el término municipal de Mesegar de Tajo. Referencia: PE-722.",AAP,anuncio,True,AAP,fotovoltaica,True,anuncio,"[""AAP""]","[""fotovoltaica""]",0.95,"""Anuncio de información pública sobre solicitud de autorización administrativa previa"" → [AAP]. ""instalación solar fotovoltaica"" → [fotovoltaica]. Anuncios sobre procedimientos ambientales son relevantes.",46.083
26,docm,"Resolución de 20/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, de autorización administrativa previa y autorización administrativa de construcción de instalación eléctrica de alta tensión con número de expediente: E-45211122323 corresponde III.",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa"" (AAP) y ""autorización administrativa de construcción"" (AAC). La referencia a ""instalación eléctrica de alta tensión"" identifica la tecnología como línea eléctrica.",48.688
27,dogc,"Anuncio por el que se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto de la planta solar fotovoltaica denominada PS Vilobí, de 3,52 MW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Vilobí d'Onyar, en la comarca de La Selva (exp. FUE-2023-03615308, ref. 02911)",AAP,anuncio,True,"AAP,AAC,DIA",fotovoltaica,True,anuncio,"[""AAP"", ""AAC"", ""IAE""]","[""fotovoltaica""]",0.92,"Anuncio sobre solicitud que menciona ""autorización administrativa previa"" (AAP), ""autorización administrativa de construcción"" (AAC) y ""evaluación de impacto ambiental del proyecto"" (IAE). La planta es ""solar fotovoltaica"", por lo que incluye tecnología fotovoltaica.",59.405
28,dog,"RESOLUCIÓN de 25 de febrero de 2025, del Departamento Territorial de Lugo, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de Lugo (expediente IN407A 2024/196 AT).",AAP_AAC,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"""concede la autorización administrativa previa y de construcción"" indica explícitamente tanto AAP como AAC. ""instalación eléctrica"" apunta a la tecnología de línea eléctrica.",46.671
29,dogc,"Resolución TER/4665/2024, de 19 de noviembre, de la Dirección General de Energía, por la que se otorga a Energia Inagotable de Anser, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica denominada Gualter, de 25 MW de potencia instalada sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, líneas soterradas a 30 kV, subestación SED Gualter  30/110kV y línea aérea de alta tensión 110 kV, en el término municipal de Artesa de Segre, en la comarca de La Noguera (exp. FUE-2021-02207760)",AAP_AAC,resolución,True,"AAP,AAC","fotovoltaica,línea_eléctrica",True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"", que según la regla 3 equivale a [AAP, AAC]. Además, se cita una ""planta solar fotovoltaica"" → tecnología fotovoltaica.",56.557
30,dog,"RESOLUCIÓN de 31 de octubre de 2024, del Departamento Territorial de A Coruña, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de San Sadurniño (expediente IN407A 2024/233-1).",AAP_AAC,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"La resolución concede explícitamente ""autorización administrativa previa y de construcción"" → [AAP, AAC]. Se trata de una instalación eléctrica → tecnología línea_eléctrica.",46.255
31,boa,"RESOLUCIÓN de 14 de noviembre de 2024, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción del proyecto planta solar fotovoltaica ""Torrubia"" de 500 kW en el término municipal de Muel. Expediente: G-Z-2023-157.",AAP_AAC,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.95,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"" → [AAP, AAC] (regla 3). La tecnología es ""planta solar fotovoltaica"" → fotovoltaica.",47.345
32,dogv,"RESOLUCIÓN de 12 de marzo de 2025, del Servicio Territorial de Industria, Energía y Minas de Valencia, por la que se da por desistido el titular del expediente ATALFE/2020/39, iniciado por Epower Solar Renewable, SL, de autorización administrativa previa y de construcción y declaración de utilidad pública en concreto, correspondiendo a la central fotovoltaica «PSF Aquila MT» y su infraestructura de evacuación, con potencia nominal del inversor limitado a 3 MW, que se tiene que ubicar en el término municipal de Utiel.",AAP_AAC,resolución,True,"AAC,AAP,DUP",fotovoltaica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""fotovoltaica""]",0.98,"El texto indica que se da por desistido el titular de un expediente iniciado por ""autorización administrativa previa y de construcción"" (AAP, AAC) y ""declaración de utilidad pública en concreto"" (DUP). Según la regla 10 sobre desistimientos heredan los procedimientos del acto original. La tecnología ""fotovoltaica"" se menciona explícitamente al describir el proyecto central «PSF Aquila MT».",61.129
33,dogc,"Resolución TER/4799/2024, de 16 de diciembre, por la que se otorga a Univergy ES SPC 25, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica llamada La Femosa, de 875 kW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Artesa de Lleida, en la comarca de El Segrià (exp. FUE-2022-02779916)",AAP_AAC,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"La descripción menciona explícitamente ""autorización administrativa previa"" (AAP) y ""autorización... de construcción"" (AAC). El proyecto es para una ""planta solar fotovoltaica"", lo que indica la tecnología.",50.153
34,dog,"RESOLUCIÓN de 14 de enero de 2025, del Departamento Territorial de Ourense, por la que se concede la autorización administrativa previa y de construcción y se declara, en concreto, de utilidad pública, a los efectos de la urgente ocupación, de una instalación eléctrica en el ayuntamiento de Avión (expediente IN407A 2024/112-3).",AAP_AAC,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.95,"El texto menciona explícitamente ""autorización administrativa previa"" (AAP), ""aprobación del proyecto de ejecución"" en el contexto de instalación eléctrica (AAC) y ""reconocimiento... de utilidad pública"" (DUP). Se trata de una instalación eléctrica, por lo que la tecnología es línea_eléctrica.",54.81
35,boe,"Anuncio de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por la que se somete a trámite de audiencia a los interesados e información pública el procedimiento de autorización administrativa previa y de construcción y declaración, en concreto, de utilidad pública del proyecto de alta tensión denominado nueva subestación Puerto Sevilla, en el término municipal de Dos Hermanas (Sevilla).",AAP_AAC,anuncio,True,"AAP,AAC,DUP",línea_eléctrica,True,anuncio,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.98,"Anuncio de información pública que menciona explícitamente ""autorización administrativa previa"" (AAP), ""de construcción"" (AAC) y ""declaración, en concreto, de utilidad pública"" (DUP). El proyecto es una subestación de alta tensión, lo que activa la tecnología línea eléctrica.",59.969
36,boja,"Anuncio de 4 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Huelva, por el que se da publicidad a la nueva autorización ambiental unificada simplificada otorgada en esta provincia. (PP. 262/2025).",AAU,anuncio,True,AAU,,True,anuncio,"[""AAU""]",[],0.95,"El texto es un anuncio que da publicidad a una ""autorización ambiental unificada simplificada"", que corresponde exactamente al procedimiento AAU. No se menciona ninguna tecnología específica asociada, por lo que tecnologías=[]",53.974
37,boja,"Resolución 17 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad al informe vinculante de la autorización ambiental unificada para el proyecto que se cita, en los términos municipales de Jerez de la Frontera y Sanlúcar de Barrameda, en la provincia de Cádiz.",AAU,resolución,True,AAU,,True,resolución,"[""AAU""]",[],0.9,"El texto menciona explícitamente ""informe vinculante de la autorización ambiental unificada"", que corresponde al procedimiento AAU según la taxonomía. Aunque no se especifica la tecnología, el ámbito medioambiental lo hace relevante. La mención a proyectos en Cádiz con términos municipales Jerez y Sanlúcar de Barrameda refuerza el contexto ambiental local.",62.131
38,boja,"Resolución de 4 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Sevilla, por la que se da publicidad a la Resolución de 24 de febrero de 2025, de autorización ambiental unificada simplificada, para el proyecto que se cita, en el término municipal de Cantillana (Sevilla).",AAU,resolución,True,AAU,,True,resolución,"[""AAU""]",[],0.95,"El texto menciona ""autorización ambiental unificada simplificada"", que corresponde al procedimiento AAU según la definición de procedimientos N2. No se identifica ninguna tecnología específica en el texto proporcionado.",45.329
