id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,error,duration_s
24,boe,Anuncio de la Comisaría de Aguas de la Confederación Hidrográfica del Ebro sobre información pública de una solicitud de concesión de un aprovechamiento de aguas públicas subterráneas en el término municipal de Santo Domingo de la Calzada (La Rioja).,AGU_GEN,True,AGU_GEN,cuenca_ebro,,ModelAPIError,1.343
25,boe,Anuncio de la Comunidad de Regantes Pozo La Sierra de Torrent sobre convocatoria de Junta.,AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_jucar",,ModelAPIError,1.321
26,boe,"Anuncio de la Comisaría de Aguas de la Confederación Hidrográfica del Guadalquivir de información pública de procedimiento de extinción del derecho de una concesión de aguas públicas para abastecimiento, riego de 0,02 ha. y un volumen de 1.150 m3/año con captación en Pozo (Fuera de masa) en Pozoblanco (Córdoba). Expediente X-9076/2022-ing.",AGU_RIE,True,"AGU_RIE,AGU_ABS,AGU_SND","uso_mixto,cuenca_guadalquivir",,ModelAPIError,1.248
27,boe,Anuncio de la Comunidad de Regantes Las Almacidas sobre convocatoria de Junta General Ordinaria.,AGU_RIE,True,AGU_RIE,uso_agricola,,ModelAPIError,1.307
28,boe,Anuncio de la Comunidad de Regantes de Ara sobre convocatoria de Asamblea General Ordinaria.,AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_ebro",,ModelAPIError,1.299
29,boe,"Anuncio de la Comisaría de Aguas, de la Confederación Hidrográfica del Guadalquivir, de competencia de proyectos sobre concesión de uso de reutilización de aguas para un volumen anual de 205.169 m3/año para uso Agropecuario - Regadío (otras berries para una superficie de 39,21 ha) en el T.M. de Hinojos (Huelva) con expediente A-6835/2017.",AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_guadalquivir",,ModelAPIError,1.329
30,boe,"Anuncio de la Comunidad de Regantes de Las Vegas de Ejea de los Caballeros, Zaragoza, sobre convocatoria de Junta.",AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_ebro",,ModelAPIError,1.323
31,boe,Anuncio de la Comunidad de Regantes Armuña Fase 1 sobre convocatoria de Junta.,AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_duero",,ModelAPIError,1.367
32,boe,Anuncio de la Comunidad de Regantes del Valle de Benejama sobre convocatoria de Junta.,AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_jucar",,ModelAPIError,1.329
33,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de información pública de la concesión de un aprovechamiento de aguas subterráneas para riego, en el término municipal Moral de la Reina (Valladolid). Ref. expte.: C-0417/2024 (INTEGRA-AYE) VA.",AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_duero",,ModelAPIError,1.18
34,boe,Anuncio de la Comunidad de Regantes del Río Tajo en Almoguera sobre convocatoria de Junta.,AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_tajo",,ModelAPIError,1.387
35,docm,"Resolución de 16/01/2025, de la Delegación Provincial de Desarrollo Sostenible de Guadalajara, por la que se formula el informe de impacto ambiental del proyecto denominado: Captación de aguas subterráneas para riego de carrascas truferas en Tordellego (Guadalajara) (expediente PRO-GU-24-0765), cuyo promotor es don Luis Martínez Martínez.",AGU_RIE,True,"AGU_SND,AGU_RIE","uso_agricola,cuenca_tajo",,ModelAPIError,1.407
36,boe,"Anuncio de la Comunidad de Regantes La Moraña II, sobre la exposición pública de los estatutos.",AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_duero",,ModelAPIError,1.192
37,boe,Anuncio de la Comunidad de Regantes de Alcolea de Tajo sobre convocatoria de Junta.,AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_tajo",,ModelAPIError,1.357
38,bocyl,"RESOLUCIÓN de 5 de febrero de 2025, de la Delegación Territorial de León, por la que se dicta el informe de impacto ambiental del proyecto de ejecución de un sondeo de captación de aguas para riego de árboles frutales y huerta en Corullón, en el término municipal de Corullón (León). Expte.: I.A. 035/2024.",AGU_RIE,True,"AGU_SND,AGU_RIE","uso_agricola,cuenca_mino_sil",,ModelAPIError,1.43
39,boe,"Anuncio de la Comisaría de Aguas de la Confederación Hidrográfica del Guadalquivir de información pública de procedimiento de extinción del derecho de una concesión de aguas públicas para riego de 10,88 ha y un volumen de 16.320 m3/año con captación en Sondeo (Rumblar) en Bailén (Jaén). Expediente X-5548/2024-ing.",AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_guadalquivir",,ModelAPIError,1.267
40,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de la resolución del expediente de concesión de un aprovechamiento de aguas subterráneas, de referencia C-0192/2023, con destino a riego en el término municipal de Fermoselle (Zamora).",AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_duero",,ModelAPIError,1.357
41,doe,"Acuerdo de 31 de octubre de 2024, de la Comisión de Urbanismo y Ordenación del Territorio de Extremadura, de aprobación definitiva de la modificación puntual n.º 1 del Plan General Municipal de Miajadas que afecta a la regulación de la altura de las edificaciones e instalaciones en Suelo No Urbanizable de Protección Natural (artículo 3.2.2.1), de Protección Estructural Regadíos (artículo 3.2.2.2), de Protección Ambiental Hidrológica (artículo 3.2.2.5) y Común (artículo 3.2.2.7).",AGU_RIE,False,,,,ModelAPIError,1.348
42,boe,"Anuncio de la Confederación Hidrográfica del Duero, O.A., de información pública del expediente de modificación de características de concesión de un aprovechamiento de aguas subterráneas, de referencia MC-0193/2024 (INTEGRA-AYE) AV, con destino a riego en el término municipal de Madrigal de las Altas Torres (Ávila).",AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_duero",,ModelAPIError,1.298
43,doe,"Resolución de 19 de marzo de 2025, de la Dirección General de Sostenibilidad, por la que se formula informe de impacto ambiental del proyecto de transformación en regadío de 16,0369 ha de olivar en la finca Santa Ana, promovido por Aurelia Mancha Prieto, Elías, M.ª Aurelia, Demetrio y Guadalupe Carrasco Mancha, en los términos municipales de Don Álvaro y Valverde de Mérida. Expte.: IA21/1029.",AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_guadiana",,ModelAPIError,1.245
44,boe,Anuncio de la Comunidad de Regantes con Aguas Rodadas del Canal de Lodosa de Fréscano sobre convocatoria de Junta.,AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_ebro",,ModelAPIError,1.357
45,boe,Anuncio de la Comunidad de Regantes Heredamiento de aguas de Ceutí sobre convocatoria de Junta.,AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_segura",,ModelAPIError,1.308
46,dogc,"Edicto de 24 de febrero de 2025, por el que se somete a información pública el ""Proyecto constructivo de ejecución de las obras de la red de distribución de regadío del sistema Segarra-Garrigues. Sector 12. Red secundaria de apoyo del piso C. Perímetro II"" (exp. S12-XS08-24)",AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_ebro",,ModelAPIError,1.177
47,boe,Anuncio de la Comunidad de Regantes de Venta Micena sobre convocatoria de Junta.,AGU_RIE,True,AGU_RIE,"uso_agricola,cuenca_guadalquivir",,ModelAPIError,1.362
48,boe,"Anuncio de la Comisaría de Aguas de la Confederación Hidrográfica del Guadalquivir de información pública de procedimiento de modificación de características y novación de concesión de aguas públicas para, riego de 5,8 ha, abastecimiento, uso industrial y un volumen de 10.444 m3/año con captación en Sondeo (Aluvial del Guadalquivir - Curso Medio) en Adamuz (Córdoba). Expediente M-7618/2017-ing.",AGU_RIE,True,"AGU_RIE,AGU_ABS,AGU_IND","uso_mixto,cuenca_guadalquivir",,ModelAPIError,1.36
49,boe,Anuncio de la Comunidad de Regantes Nava de Arriba sobre convocatoria de Junta General.,AGU_RIE,True,AGU_RIE,uso_agricola,,ModelAPIError,1.471
50,dogv,"RESOLUCIÓN de 17 de septiembre de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula un informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas en la parcela 113, polígono 4, partida Tarafes del término municipal de Xaló (Alicante). Expediente: (3593978) 215/2024/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,ModelAPIError,1.287
51,boib,"Resolución de la directora general de Armonización Urbanística y Evaluación Ambiental por la cual se formula el informe de impacto ambiental sobre el Proyecto de una captación de aguas subterráneas (sondeo), en la finca «Penya Rotja», polígono 14, parcela 43 en el Término Municipal de Son Servera (Exp. 102a/2024)",AGU_SND,True,AGU_SND,cuenca_insular,,ModelAPIError,1.295
52,dogv,"RESOLUCIÓN de 26 de septiembre de 2024, del director general de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula el informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas en la parcela 379, polígono 12, del término municipal de Useras. Expediente: (3488985) 121/2024/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,ModelAPIError,1.373
53,dogv,"RESOLUCIÓN de 3 de febrero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula el informe de impacto ambiental del Proyecto de sondeo para captación de aguas subterráneas, parcela 33 del polígono 40 del término municipal de Vistabella del Maestrat (Castellón). Expediente: (3524000) 147/2024/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,ModelAPIError,1.321
54,dogv,"RESOLUCIÓN de 20 de enero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula un informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas en la parcela 159, polígono 13, del término municipal de Relleu . Expediente: (3487745) 131/2024/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,ModelAPIError,1.339
55,dogv,"RESOLUCIÓN de 19 de febrero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula Informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas en la parcela 71, polígono 13, del término municipal de Figueroles. Expediente: (3557724) 240/2024/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,ModelAPIError,1.308
56,dogv,"RESOLUCIÓN de 17 de enero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas en la parcela 11 del polígono 22, partida Garroferos, en el término municipal de Monforte del Cid (Alicante). Expediente: (3603557) 259/2024/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,ModelAPIError,1.221
57,docm,"Resolución de 12/03/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por la que se formula informe de impacto ambiental del proyecto: Captación de aguas subterráneas para riego de árboles variados y pequeña huerta (expediente PRO-TO-23-3262), en el término municipal de Menasalbas (Toledo).",AGU_SND,True,"AGU_SND,AGU_RIE","uso_agricola,cuenca_tajo",,ModelAPIError,1.393
58,dogv,"RESOLUCIÓN de 11 de julio de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula informe de impacto ambiental del Proyecto de captación de aguas subterráneas para abastecimiento hídrico de la parcela 296 del polígono 43, partida les Sutarraes en el término municipal de Vinaròs. Expediente: (3495540) 122/2024/AIA.",AGU_SND,True,"AGU_SND,AGU_ABS","uso_urbano,cuenca_jucar",,ModelAPIError,1.284
59,dogv,"RESOLUCIÓN de 17 de septiembre de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula el informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas en el polígono 26, parcela 944, partida Las Arenas, del término municipal de Cabanes. Expediente: (3525940)188/2024/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,ModelAPIError,1.415
60,dogv,"RESOLUCIÓN de 26 de septiembre de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas en la parcela 509, polígono 4, partida Tarafes del término municipal de Beniarbeig (Alicante). Expediente: (3603591) 228/2024/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,ModelAPIError,1.253
61,bocyl,"RESOLUCIÓN de 5 de febrero de 2025, de la Delegación Territorial de León, por la que se dicta el informe de impacto ambiental del proyecto de ejecución de un sondeo de captación de aguas subterráneas para abastecimiento de agua potable en la localidad de Santiago Millas, en el término municipal de Santiago Millas (León), promovido por el Ayuntamiento. Expte.: I.A. 029/2024.",AGU_SND,True,"AGU_SND,AGU_ABS","uso_urbano,cuenca_duero",,ModelAPIError,1.402
62,dogv,"RESOLUCIÓN de 21 de octubre de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula el informe de impacto ambiental del proyecto de sondeo para la captación de aguas subterráneas en la parcela 581, polígono 3, del término municipal de Alfarp (Valencia). Expediente: (3563584) 224/2024/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,ModelAPIError,1.422
63,dogv,"RESOLUCIÓN de 17 de enero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula un informe de impacto ambiental del proyecto de sondeo para la captación de aguas subterráneas, en la partida LG Venta Mina PL 04 123 del término municipal de Siete Aguas (Valencia). Expediente: (3326434) 171/2023/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,ModelAPIError,1.416
64,bocyl,"ANUNCIO del Servicio Territorial de Industria, Comercio y Economía de León, relativo a la aprobación del proyecto para la perforación de un sondeo para captación de aguas subterráneas, en el término municipal de San Andrés del Rabanedo (León). Expte.: 71155/23.",AGU_SND,True,AGU_SND,cuenca_duero,,ModelAPIError,1.204
65,dogc,"Anuncio sobre aprobación definitiva de la modificación del anexo I de la Ordenanza núm. 16, reguladora de las prestaciones patrimoniales de carácter público no tributario, referida a la prestación del servicio de suministro de agua potable",AGU_ABS,True,AGU_ABS,uso_urbano,,ModelAPIError,1.246
66,borm,Padrón correspondiente al listado cobratorio de abastecimiento de agua y alcantarillado correspondiente al cuarto trimestre de 2024.,AGU_ABS,False,,,,ModelAPIError,1.455
67,docm,"Resolución de 17/03/2025, de la Dirección General de Medio Natural y Biodiversidad, por la que se aprueba la ocupación de terrenos en la vía pecuaria denominada Abrevadero-Descansadero del Olivar (Cañada del Río), en el término municipal de Escalona, provincia de Toledo, con destino a instalación de tubo para captación de agua potable del río Alberche, cuya persona solicitante es Inversiones y Proyectos y Construcciones, SA. Número de expediente: S244-45-0259-2022.",AGU_ABS,True,"AGU_ABS,VIA_PEC","uso_urbano,cuenca_tajo",,ModelAPIError,1.261
68,dogc,"Anuncio sobre aprobación definitiva del Proyecto de mejora de la red de abastecimiento de aguas, alcantarillado y pluviales de las calles Carnisseries y Segrià de Alcoletge",AGU_ABS,True,AGU_ABS,uso_urbano,,ModelAPIError,1.371
69,borm,Información pública para la aprobación inicial del anteproyecto de construcción y explotación del contrato de concesión del servicio publico de abastecimiento de agua potable y saneamiento del municipio de Alcantarilla.,AGU_ABS,True,AGU_ABS,uso_urbano,,ModelAPIError,1.327
70,boca,"Secretaría General Técnica.- Anuncio por el que se hace pública la Resolución de 14 de febrero de 2025, que acuerda la remisión a la Sala de lo Contencioso-administrativo, Sección Primera, del Tribunal Superior de Justicia de Canarias, en Las Palmas de Gran Canaria, del expediente administrativo relativo a la Resolución de 23 de octubre de 2024, de la Viceconsejería de Industria, Comercio y Consumo, por la que se desestima la modificación de las tarifas del servicio público de abastecimiento de agua a poblaciones para su aplicación en la isla de Lanzarote y La Graciosa, con motivo del recurso n.º 37/2025, interpuesto por la entidad Canal Gestión Lanzarote, S.A.U., y emplaza a los interesados en el mismo.",AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_insular",,ModelAPIError,1.452
71,dogv,ANUNCIO por el que se somete a información pública la actualización de tarifas de suministro de agua potable de Segorbe.,AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_jucar",,ModelAPIError,1.307
72,dogc,Anuncio sobre aprobación del Proyecto constructivo para la renovación de la red de distribución de agua potable del municipio de Òdena (exp. 192/2025),AGU_ABS,True,AGU_ABS,uso_urbano,,ModelAPIError,1.423
73,dogc,Anuncio sobre aprobación inicial del Proyecto constructivo de renovación de la red de abastecimiento de agua antigua del sector noreste de Sant Pere Pescador (exp. X2024001580),AGU_ABS,True,AGU_ABS,uso_urbano,,ModelAPIError,1.355
74,boib,Aprobación inicial de la modificación de la ordenanza reguladora de la prestación patrimonial de carácter no tributario derivada de la gestión del servicio público de abastecimiento de agua potable y saneamiento en Sant Antoni de Portmany,AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_insular",,ModelAPIError,1.277
75,doe,"Decreto 8/2025, de 18 de febrero, sobre declaración de urgencia de la ocupación de terrenos para ejecución de las obras de ""Mejora del sistema de abastecimiento de agua para la eficiencia hídrica en Pozuelo de Zarzón (Cáceres)"".",AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_tajo",,ModelAPIError,1.287
76,boib,Notificación colectiva de liquidaciones y anuncio de cobranza de la tasa por la prestación del servicio de suministro intermunicipal de agua potable correspondiente al año 2025 de la Mancomunidad Migjorn de Mallorca,AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_insular",,ModelAPIError,1.361
77,boib,Aprobación de la revisión de precios de la concesión del Servicio Municipal de Abastecimiento de Agua Potable al municipio de Andratx,AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_insular",,ModelAPIError,1.182
78,dogc,"Anuncio sobre aprobación inicial del Proyecto de obras para la sustitución de la tubería de abastecimiento de agua potable en la urbanización Royal Park, en el tramo del camino de Can Dansa al depósito Royal 1",AGU_ABS,True,AGU_ABS,uso_urbano,,ModelAPIError,1.478
79,dogc,Anuncio sobre aprobación definitiva de la Ordenanza municipal reguladora de la prestación patrimonial de carácter no tributario del servicio de suministro de agua potable,AGU_ABS,True,AGU_ABS,uso_urbano,,ModelAPIError,1.271
80,boe,"Anuncio del Área de Industria y Energía de la Subdelegación del Gobierno en Zaragoza por el que se somete a información pública la declaración de impacto ambiental y la solicitud de autorización administrativa previa del expediente CHidr-003 relativo al proyecto central hidroeléctrica reversible Dehesa de Ganaderos, de 95 MW en turbinación y 110 MW en bombeo, de potencia instalada y para su infraestructura de evacuación, en los términos municipales de La Muela y Zaragoza, en la provincia de Zaragoza.",AGU_IND,True,AGU_IND,"uso_energetico,cuenca_ebro",,ModelAPIError,1.47
81,dog,"ANUNCIO de 6 de marzo de 2025, de la Comisaría de Augas de Galicia, por el que se somete al trámite de información pública el expediente de extinción de un título concesional con destino a aprovechamiento hidroeléctrico, titularidad de CH Electra Batán, S.L., en el río Calvar, ayuntamiento de Coristanco, A Coruña (clave 10/149/12).",AGU_IND,True,AGU_IND,"uso_energetico,cuenca_cantabrico",,ModelAPIError,1.348
82,boca,"Consejo Insular de Aguas de Lanzarote.- Anuncio de 25 de febrero de 2025, por el que se somete a información pública la solicitud de autorización administrativa para el uso de los pozos de captación y vertido de agua asociados a un aprovechamiento de agua para la mejora de la eficiencia mediante energía geotérmica de baja entalpía del sistema de refrigeración de las instalaciones del Rancho Texas Park, ubicado en Puerto del Carmen, en el término municipal de Tías.- Expte. 173-2025.",AGU_IND,True,AGU_IND,"uso_energetico,cuenca_insular",,ModelAPIError,1.257
83,bocyl,"INFORMACIÓN pública relativa a la solicitud de autorización administrativa previa y autorización administrativa de construcción para una instalación de producción de energía eléctrica, mediante tecnología fotovoltaica hibridada con central hidroeléctrica, denominada «FV Salto del Martinete» de 500 kW de potencia, en el término municipal de Palazuelos de Eresma (Segovia), como hibridación de la central hidroeléctrica existente denominada «CH Salto del Martinete» de 520 kW de potencia. Expte.: 40/FV/2869.",AGU_IND,True,AGU_IND,"uso_energetico,cuenca_duero",,ModelAPIError,1.155
84,boe,"Anuncio de la Confederación Hidrográfica del Miño-Sil, O.A. de información pública del expediente de extinción del aprovechamiento de agua del arroyo Valdetimones, en el paraje Raniella de Sotillo de Cabrera, término municipal de Benuza, provincia de León, con destino a uso industrial (Refrigeración de hilo diamantado y riego accesos). A/24/04465/E.",AGU_IND,True,AGU_IND,"uso_industrial,cuenca_mino_sil",,ModelAPIError,1.372
85,bocm,"Vías pecuarias
– Resolución de 9 de enero de 2025, del Director General de Agricultura, Ganadería y Alimentación, por la que se anuncia la exposición pública relativa a la autorización de ocupación temporal de la vía pecuaria Colada Galiana, en el término municipal de Torres de la Alameda, para la instalación de la línea de evacuación Subterránea LSMT Grillete, actuación promovida por Grillete Solar, S. L. U.",VIA_PEC,True,VIA_PEC,,,ModelAPIError,1.244
