id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s
10,dogv,"ANUNCIO del Acuerdo de 25 de noviembre de 2024, de la Junta de Gobierno Local, del informe ambiental y territorial estratégico favorable sobre la modificación puntual del Plan general de ordenación urbana de Benicarló para la calificación como equipación (SQE) de terrenos calificados como espacio libre (E1) y viario (V1), colindantes con la unidad de actuación 7 de suelo urbano, para la construcción del Colegio de Educación Infantil y Primaria número 5.",PGOU,True,MOD_PUN,"fase_ip,uso_equipamiento",IAE mod puntual PGOU Benicarlo suelo dotacional CEIP,True,anuncio,"[""MOD_PUN""]","[""fase_ip"", ""uso_equipamiento""]",0.98,"El texto menciona explícitamente ""modificación puntual del Plan general de ordenación urbana"" y la calificación para construcción de un colegio, lo que corresponde a MOD_PUN con subcategorías de fase_ip por ser información pública y uso_equipamiento.",54.555
11,bocyl,INFORMACIÓN pública relativa a la aprobación inicial del proyecto de urbanización del sector 7 de suelo urbanizable del Plan General de Ordenación Urbana de Cabezón de Pisuerga (Valladolid). Expte.: 1168/2021.,PGOU,True,PROY_URB,fase_inicial,Aprobacion inicial proyecto urbanizacion sector 7 PGOU,True,información_pública,"[""PROY_URB""]","[""fase_inicial"", ""uso_residencial""]",0.92,"El texto cita explícitamente ""proyecto de urbanización"", lo que activa la categoría PROY_URB (regla 3), excluyendo PGOU que solo se menciona como referencia del suelo urbanizable. La fase es inicial por ""aprobación inicial"". El término ""urbanizable"" implica un uso residencial por defecto ante ausencia de especificaciones más detalladas.",126.579
12,boa,"RESOLUCIÓN de 28 de enero de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se formula la declaración ambiental estratégica del Plan General de Ordenación Urbana Simplificado de Jarque de Moncayo (Zaragoza), promovido por el Ayuntamiento de Jarque de Moncayo. (Número de Expediente: INAGA 500201/71/2024/09313).",PGOU,True,PGOU,fase_ip,DAE Plan General Ordenacion Urbana Simplificado Jarque de Moncayo,True,resolución,"[""PGOU""]",[],0.85,"Texto que cita explícitamente ""Plan General de Ordenación Urbana Simplificado"" (equivalente al PGOU). No hay palabras clave para fase ni uso específico. La confianza es 0.85 porque se infiere la categoría aunque no se especifican detalles adicionales.",52.336
13,boja,"Acuerdo de 25 de noviembre de 2024, del Ayuntamiento de Almedinilla, por el que se aprueba definitivamente el documento de revisión parcial del Plan General de Ordenación Urbanística de Almedinilla. Fuente Grande-Venta de Las Navas. (PP. 10317/2024).",PGOU,True,PGOU,fase_definitiva,Aprobacion definitiva revision parcial PGOU Almedinilla,True,acuerdo,"[""PGOU""]","[""fase_definitiva"", ""uso_rustico"", ""uso_residencial""]",0.85,"El texto indica ""aprobación definitiva del documento de revisión parcial del Plan General"", lo que se clasifica como PGOU (uso rural y residencial inferido por el contexto general de revisión territorial). La ambigüedad radica en si es un PLAN_ESP o MOD_PUN, pero por defecto en ausencia de ""plan especial"" explícito se asume PGOU.",59.684
14,boca,"Gerencia Municipal de Urbanismo.- Anuncio de 29 de enero de 2025, por el que se somete a información pública la aprobación inicial de la Modificación Menor del Plan General de Ordenación para la protección del inmueble sito en la Avenida Lucas Vega, n.º 100.",PGOU,True,MOD_PUN,fase_inicial,IP aprobacion inicial Modificacion Menor PGO proteccion inmueble,True,anuncio,"[""MOD_PUN""]","[""fase_ip""]",0.95,"El texto menciona ""aprobación inicial"" (fase_inicial -> fase_ip) y ""Modificación Menor del Plan General"", que se clasifica como MOD_PUN ya que es una modificación específica, no una aprobación completa de un nuevo PGOU.",51.02
15,bocyl,"ACUERDO de 18 de febrero de 2025, del Pleno del Ayuntamiento de Saldaña de Burgos (Burgos), por el que se aprueba definitivamente el proyecto de actuación de la unidad de actuación única del sector de suelo urbano no consolidado Golf Saldaña de las Normas Urbanísticas Municipales.",PGOU,True,PROY_URB,fase_definitiva,Aprobacion definitiva proyecto actuacion UE Golf Saldana NUM,True,acuerdo,"[""PROY_URB""]","[""fase_definitiva"", ""uso_residencial""]",0.95,"El texto indica ""aprueba definitivamente el proyecto de actuación"" en un sector de ""suelo urbano no consolidado"", lo cual es una actuación de parcelación o urbanización que cita las Normas Urbanísticas Municipales como marco, cumpliendo la categoría PROY_URB. Además, el nombre del sector ""Golf Saldaña"" sugiere un uso residencial o deportivo-turístico en suelo urbano no consolidado, por lo que se asigna el uso_residencial.",63.753
16,dogv,ANUNCIO por el que se somete a información pública la modificación puntual número 2 del Plan general de ordenación urbana.,PGOU,True,MOD_PUN,fase_ip,IP modificacion puntual num 2 PGOU,True,anuncio,"[""MOD_PUN""]","[""fase_ip""]",1.0,"El texto cita explícitamente ""modificación puntual número 2 del Plan general de ordenación urbana"", que según la regla 1 activa SOLO la categoría MOD_PUN, excluyendo PGOU. La fase es ""fase_ip"" por el someter a información pública. No hay referencias al uso del suelo.",51.91
17,bocm,"Plan general de urbanismo
– Acuerdo de 12 de febrero de 2025, del Consejo de Gobierno, por el que se aprueba definitivamente la modificación del Plan General de Ordenación Urbana de Madrid para la creación del Área de Planeamiento Específico 10.24 “Paseo de la Ermita del Santo”, distrito de Latina, que incluye la delimitación de una única Unidad de Ejecución",PGOU,True,MOD_PUN,fase_definitiva,Aprobacion definitiva mod PGOU Madrid APE 10.24 Paseo Ermita Santo,True,resolución,"[""PLAN_ESP""]","[""fase_definitiva"", ""uso_rustico""]",0.85,"El texto menciona ""Área de Planeamiento Específico 10.24"", lo que en la práctica es equivalente a un Plan Especial, por tanto categoría PLAN_ESP. La fase es definitiva (""aprueba definitivamente"") y aunque se menciona una unidad de ejecución, el ámbito específico (Paseo de la Ermita del Santo) suele ser suelo no urbanizable de protección (rústico), por lo que añade uso_rustico.",64.988
18,bocyl,"ACUERDO de 27 de febrero de 2025, de la Comisión Territorial de Medio Ambiente y Urbanismo de Salamanca, por el que se aprueba definitivamente la modificación n.º 2 de las Normas Urbanísticas Municipales de Miranda de Azán (Salamanca). Expte.: 24-037.",PGOU,True,MOD_PUN,fase_definitiva,Aprobacion definitiva modificacion n2 NUM Miranda de Azan,True,acuerdo,"[""MOD_PUN""]","[""fase_definitiva"", ""uso_residencial"", ""uso_comercial"", ""uso_equipamiento""]",0.95,"El texto menciona explícitamente ""modificación n.º 2 de las Normas Urbanísticas Municipales"". Según la regla crítica N1, una modificación puntual del plan general (o sus normas subsidiarias) se clasifica SOLO como MOD_PUN, excluyendo la categoría PGOU aunque sea el mismo instrumento el que se modifica. Se cita el fragmento: ""se aprueba definitivamente la modificación n.º 2 de las Normas Urbanísticas Municipales"". Las subcategorías de uso (residencial, comercial, equipamiento) se infieren por defecto para una modificación de normas urbanísticas generales en un plan general, ya que estas suelen afectar a estos usos por defecto en el territorio municipal sin especificación de cambio puntual a un uso único.",80.04
19,bocm,"Normas urbanísticas
– Orden 878/2025, de 7 de marzo, de la Consejería de Medio Ambiente, Agricultura e Interior, por la que se aprueba definitivamente la Modificación Puntual de las Normas Subsidiarias de ámbito municipal de Buitrago del Lozoya, con el fin de adecuar las condiciones urbanísticas del Matadero Frigorífico Comarcal de Buitrago a su condición de equipamiento de interés social",PGOU,True,MOD_PUN,"fase_definitiva,uso_equipamiento",Aprobacion definitiva Mod Puntual NNSS Buitrago matadero a equipamiento,True,orden,"[""MOD_PUN""]","[""fase_definitiva"", ""uso_equipamiento""]",0.98,"""Aprueba definitivamente la Modificación Puntual de las Normas Subsidiarias"". El objetivo es adecuar el Matadero a condición de equipamiento de interés social, implicando ""uso_equipamiento"" como subcategoría de uso. El texto cita explícitamente ""Modificación Puntual"", lo que excluye PGOU según la regla 1.",59.736
20,bocyl,"INFORMACIÓN pública relativa a la aprobación inicial de la modificación n.º 5 del Plan General de Ordenación Urbana de Villamayor (Salamanca), nueva delimitación del yacimiento arqueológico «Teso de San Miguel» y modificación de la normativa de protección. Expte.: 185/2025.",PGOU,True,MOD_PUN,fase_inicial,IP aprobacion inicial mod 5 PGOU Villamayor yacimiento arqueologico,True,anuncio,"[""MOD_PUN""]","[""fase_inicial"", ""uso_rustico""]",0.92,"El texto menciona ""modificación n.º 5 del Plan General de Ordenación Urbana"" y su objeto es la nueva delimitación del yacimiento arqueológico «Teso de San Miguel», lo que implica una modificación puntual para proteger un bien (uso_rustico). Por el anuncio de aprobación inicial se infiere fase_inicial. Según las reglas, MOD_PUN se aplica cuando es ""modificación puntual"" o ""modificación de la normativa"", excluyendo PGOU.",63.96
21,docm,"Anuncio de 30/01/2025, del Ayuntamiento de Ciudad Real, sobre información pública de la alternativa técnica presentada por la mercantil Aikon Energía, SL del Programa de Actuación Urbanizadora de la Unidad de Ejecución del Plan General de Ordenación Urbana, denominada UE-VCAR.",PGOU,True,PROY_URB,fase_ip,IP alternativa tecnica PAU UE-VCAR PGOU Albacete,True,anuncio,"[""PGOU""]","[""fase_ip""]",0.95,"El texto menciona explícitamente ""Plan General de Ordenación Urbana"" y su ""alternativa técnica"", indicando un acto sobre el PGOU. La fase es inicial (""fase_ip"") por la mención a ""información pública"". Aunque hay una Unidad de Ejecución, el objeto principal del anuncio sigue siendo el Plan General.",54.377
22,boib,"Acuerdo de aprobación definitiva con prescripciones relativa a la Modificación puntual nº. 3 de las Normas Subsidiarias de planeamiento del municipio de Mancor de la Vall consistente en la modificación de alineaciones, usos y parámetros edificatorios y ordenanzas de estética",PGOU,True,MOD_PUN,fase_definitiva,Aprobacion definitiva Mod Puntual 3 NNSS Mancor de la Vall,True,acuerdo,"[""MOD_PUN""]","[""fase_definitiva"", ""uso_rustico""]",0.95,"""Acuerdo de aprobación definitiva"" -> fase_definitiva. ""Modificación puntual nº. 3 de las Normas Subsidiarias"" -> MOD_PUN (excluye PGOU según regla 1). Menciona ""alineaciones, usos y parámetros edificatorios"" sin especificar suelo urbano/urbanizable, por lo que se asume suelo rústico por defecto en ausencia de otras indicaciones (uso_rustico).",61.772
23,dogv,ANUNCIO por el que se somete a información pública la modificación puntual número 10 del Plan general de ordenación urbana de Montaverner (expediente 389/2021).,PGOU,True,MOD_PUN,fase_ip,IP modificacion puntual num 10 PGOU Montaverner,True,anuncio,"[""MOD_PUN""]","[""fase_ip""]",0.98,"El texto indica ""modificación puntual número 10 del Plan general"", lo cual según las reglas excluye la categoría PGOU y activa SOLO MOD_PUN (ejemplo 1). La fase es inicial por ""información pública"". No hay mención de uso específico.",52.047
24,boib,Modificación puntual de las normas subsidiarias de Consell para la delimitación y ordenación de un aparcamiento disuasivo,PGOU,True,MOD_PUN,uso_equipamiento,Mod puntual NNSS Consell aparcamiento disuasivo,True,modificación,"[""MOD_PUN""]",[],0.95,"El texto indica explícitamente ""Modificación puntual de las normas subsidiarias"", lo que activa la categoría MOD_PUN según las reglas críticas (excluye PGOU). No hay información suficiente para determinar fase o uso del suelo, por lo que subcategorías vacía.",49.44
25,bopa,"Resolución de 3 de febrero de 2025, de la Consejería de Transición Ecológica, Industria y Desarrollo Económico, por la que se formula el informe ambiental estratégico de nueva delimitación y Plan Parcial del Área de Planeamiento Propuesto S-R-CBÑ 2 “Cabueñes Residencial” (APP-S-R-CBÑ2) (Gijón) (IA-PP-0141/2024//AUTO/2024/12984). [Cód. 2025-00970]",PLAN_ESP,True,PLAN_ESP,"fase_ip,uso_residencial",IAE Plan Parcial Cabueñes Residencial,True,resolución,"[""PLAN_ESP""]","[""fase_avance"", ""uso_residencial""]",0.95,"""Plan Parcial"" identifica el tipo de acto. ""Informe ambiental estratégico"" indica que está en fase de elaboración (avance). El nombre del plan, ""Cabueñes Residencial"", apunta al uso residencial.",52.595
26,bon,Aprobación definitiva del Plan Especial de Actuación Urbana de las unidades UE-9 y UE-10,PLAN_ESP,True,PLAN_ESP,fase_definitiva,Aprobacion definitiva Plan Especial Actuacion Urbana UE-9 y UE-10,True,aprobación,"[""PLAN_ESP""]","[""fase_definitiva""]",0.95,"El texto menciona ""Aprobación definitiva del Plan Especial de Actuación Urbana"", lo que corresponde a la categoría PLAN_ESP y la subcategoría fase_definitiva. El término ""Plan Especial"" es explícito en el documento.",49.436
27,bocyl,"INFORMACIÓN pública relativa a la aprobación inicial del estudio de detalle, promovido por «Decoración Muebles Cagigal, S.A.», para la modificación de los parámetros de ordenación detallada de la parcela del Callejón Los Tochos n.º 1, en el término municipal de Aguilar de Campoo (Palencia). Expte.: 1373/2024.",PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial estudio detalle parcela Callejon Los Tochos,True,anuncio,"[""PLAN_ESP""]","[""fase_inicial""]",0.95,"El texto menciona explícitamente ""estudio de detalle"" y ""aprobación inicial"", que corresponden a PLAN_ESP (categoría N2) y fase_inicial (subcategoría N3). El ámbito es BOCYL, por lo que no aplica DIC_INT.",52.958
28,bopv,"RESOLUCIÓN de 27 de enero de 2025, del Director de Administración Ambiental, por la que se formula informe ambiental estratégico del Plan Parcial del sector Ipintza Z1.5 de Zumarraga (Gipuzkoa).
				
2025/00772",PLAN_ESP,True,PLAN_ESP,fase_ip,IAE Plan Parcial sector Ipintza Z1.5 Zumarraga,True,resolución,"[""PLAN_ESP""]","[""fase_ip"", ""uso_rustico""]",0.95,"El texto menciona explícitamente ""Plan Parcial"", lo que clasifica la publicación como PLAN_ESP (categoría N2). Las subcategorías de fase_inicial e info pública derivan del hecho de que se formula un ""informe ambiental estratégico"" dentro del trámite, y el uso rústico es inferible dado que los Planes Parciales suelen desarrollarse en suelo no urbanizable o para usos específicos fuera del plan general.",61.548
29,bopa,"Anuncio público a personas interesadas desconocidas en el procedimiento de evaluación ambiental estratégica simplificada. Plan Parcial del sector urbanizable UZ2-La Vega-U, Villabona (Llanera). Expte. IA-PP-0236/2024//AUTO/2024/18789. [Cód. 2025-01744]",PLAN_ESP,True,PLAN_ESP,fase_ip,EAE simplificada Plan Parcial UZ2-La Vega-U Villabona,True,anuncio,"[""PLAN_ESP""]","[""fase_ip""]",0.95,"El texto es un ""Anuncio público"" sobre la solicitud de evaluación ambiental estratégica para el ""Plan Parcial del sector urbanizable UZ2-La Vega-U"", en Llanera (Asturias, BOPA). El término ""Plan Parcial"" lo clasifica como PLAN_ESP, y ""solicitud de información pública"" indica la fase_ip.",55.31
30,bocyl,"ACUERDO de 20 de diciembre de 2024, del Pleno del Ayuntamiento de Burgos, relativo a la aprobación definitiva del «Estudio de detalle naves nido C/ López Bravo, 11B, polígono industrial. Villalonquejar (Burgos)», promovido por «Santaolalla Ambiental, S.L.». Expte.: 4/2024 EST-PGOU.",PLAN_ESP,True,PLAN_ESP,"fase_definitiva,uso_industrial",Aprobacion definitiva ED naves nido poligono industrial Villalonquejar,True,acuerdo,"[""PLAN_ESP""]","[""fase_definitiva"", ""uso_industrial""]",0.95,"El texto menciona explícitamente «Estudio de detalle», lo que clasifica el acto como PLAN_ESP según la regla 2, excluyendo PGOU aunque apunte al EST-PGOU (estudio de detalle para el Plan General). El ámbito industrial («naves») y la naturaleza del documento (acuerdo de aprobación definitiva) definen las subcategorías.",60.355
31,borm,"Aprobación inicial del Programa de Actuación, del cambio de sistema de gestión y de los estatutos de la Junta de Compensación de la Unidad de Ejecución n.º I.b del Plan Parcial “Usos Terciarios de Carretera de Sucina”.",PLAN_ESP,True,"PLAN_ESP,PROY_URB","fase_inicial,uso_comercial",IP PA + Junta Compensacion Plan Parcial Usos Terciarios Sucina,False,aprobación,[],[],0.92,"El texto describe la ""Aprobación inicial del Programa de Actuación"" y cambios estatutarios, lo cual corresponde a gestión interna administrativa de una Unidad de Ejecución, no a un acto administrativo urbanístico N1 (como aprobación de plan, licencia o declaración). Aunque menciona ""Plan Parcial"", el objeto principal es el programa de actuación y la junta de compensación, que son trámites de ejecución o gestión, no actos de ordenación urbana típicos del ciclo urbano. Por tanto, is_relevant=False según las reglas de exclusión (no es PGOU, PLAN_ESP, MOD_PUN, PROY_URB, LIC_URB ni DIC_INT como acto principal).",70.59
32,dogc,Edicto sobre aprobación inicial del Plan especial urbanístico autónomo de la vía verde del Fluvià de ámbito supramunicipal entre Sant Ferriol y La Vall de Bianya,PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial Plan especial via verde Fluvia supramunicipal,True,edicto,"[""PLAN_ESP""]","[""fase_inicial"", ""uso_rustico""]",0.95,"La descripción menciona ""aprobación inicial"" del ""Plan especial urbanístico autónomo"", lo que indica un PLAN_ESP en fase_inicial. Al tratarse de una vía verde sobre suelo no urbanizable, se asigna uso_rustico. El término ""autónomo"" suele indicar un plan que puede afectar a varios municipios o tener un carácter supra-municipal (vía verde), pero no es PGOU ni MOD_PUN.",61.507
33,doe,Anuncio de 29 de enero de 2025 sobre aprobación inicial del Estudio de Detalle de la parcela EEC-1 del SUB CC-9.2.4.,PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED parcela EEC-1 SUB CC-9.2.4,True,anuncio,"[""PLAN_ESP""]","[""fase_avance""]",0.98,"El texto indica explícitamente ""Estudio de Detalle"" para la parcela EEC-1, lo que según las reglas define la categoría PLAN_ESP y excluye PGOU. La fase se identifica como ""aprobación inicial"", correspondiente a fase_avance en el ciclo urbanístico del estudio de detalle.",54.035
34,bon,"Aprobación definitiva de Estudio de Detalle en la parcela 2564 del polígono 7/Z-1 U.I. X Landaben, para ampliación de edificio anexo a Mutua Navarra",PLAN_ESP,True,PLAN_ESP,"fase_definitiva,uso_equipamiento",Aprobacion definitiva ED Landaben ampliacion Mutua Navarra,True,aprobación,"[""PLAN_ESP""]","[""fase_definitiva"", ""uso_equipamiento""]",0.95,"El texto menciona ""Aprobación definitiva de Estudio de Detalle"", lo cual corresponde a la categoría PLAN_ESP (regla 2). La subcategoría fase_definitiva es explícita por ""aprobación definitiva"". El uso se infiere como equipamiento dado que es un edificio anexo a una Mutua (Mutua Navarra).",57.905
35,bocyl,"INFORMACIÓN pública relativa a la aprobación inicial del estudio de detalle para la modificación de la alteración existente en la calle Juan Bravo n.º 25-27, en el término municipal de Cantalejo (Segovia). Expte.: 1422/2024.",PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED calle Juan Bravo 25-27 Cantalejo,UnexpectedModelBehavior,101.83
36,bon,Aprobación inicial de Estudio de Detalle en la parcela 218 del polígono 4,PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED parcela 218 poligono 4,True,aprobación,"[""PLAN_ESP""]","[""fase_avance""]",0.95,"El texto ""Aprobación inicial de Estudio de Detalle"" identifica claramente el acto como una aprobación de estudio de detalle (PLAN_ESP) y la fase como avance (fase_avance). No hay mención a usos del suelo específicos.",48.752
37,bon,Aprobación definitiva de Estudio de Detalle en la parcela 104 del polígono 1,PLAN_ESP,True,PLAN_ESP,fase_definitiva,Aprobacion definitiva ED parcela 104 poligono 1,True,aprobación,"[""PLAN_ESP""]","[""fase_definitiva""]",0.95,"La descripción contiene explícitamente ""Aprobación definitiva"" y ""Estudio de Detalle"", que en la normativa urbanística se engloban dentro de las figuras de Plan Especial (PLAN_ESP) según los criterios proporcionados. La fase es definitiva por el término ""aprobación definitiva"".",51.92
38,bocyl,"ACUERDO de 18 de noviembre de 2024, del Pleno del Ayuntamiento de Aldearrubia (Salamanca), relativo a la aprobación definitiva del estudio de detalle para el solar de la calle Camino de los Partidos 3C.",PLAN_ESP,True,PLAN_ESP,fase_definitiva,Aprobacion definitiva ED solar calle Camino Partidos 3C Aldearrubia,True,acuerdo,"[""PLAN_ESP""]","[""fase_definitiva"", ""uso_rustico""]",0.95,"El texto menciona explícitamente ""estudio de detalle"", que clasifica la publicación como PLAN_ESP (Regla 2). Al tratarse de un solar, se añade la subcategoría uso_rustico. La fase es definitiva por el verbo ""aprobación definitiva"".",54.297
39,bon,Aprobación inicial de Estudio de Detalle en la parcela 33 del polígono 1 de Unciti (Valle de Unciti),PLAN_ESP,True,PLAN_ESP,fase_inicial,Aprobacion inicial ED parcela 33 poligono 1 Unciti,True,aprobación,"[""PLAN_ESP""]","[""fase_avance""]",0.95,"""Estudio de Detalle"" clasifica como PLAN_ESP y ""Aprobación inicial"" indica fase_avance. El texto menciona explícitamente la aprobación del estudio de detalle, que es un tipo de plan especial según las categorías definidas.",51.143
