id,bulletin,description,grupo_muestreo,act_type_n1,is_relevant_gt,procedures_gt,technologies_gt,is_relevant_pred,act_type_pred,procedures_pred,technologies_pred,confidence,reasoning,duration_s
10,docm,"Anuncio de 15/01/2025, de la Dirección General de Calidad Ambiental, por el que se inicia el periodo de información pública de la solicitud de autorización ambiental integrada y del estudio de impacto ambiental del proyecto titulado: Planta de producción de hidrógeno verde de 200 MW, Proyecto Hydric a realizar en el término municipal de Puertollano (Ciudad Real), titularidad de la empresa Hydric Power, SL (expediente AAI-CR-101 y PRO-SC-24-1172).",AAI,anuncio,True,AAI,hidrógeno,True,anuncio,"[""AAI""]","[""hidrógeno""]",0.95,"El texto menciona explícitamente ""solicitud de autorización ambiental integrada"", lo que activa la etiqueta AAI (autorización IPPC/IED). Además, el proyecto es claramente de producción de ""hidrógeno verde"". La mención del estudio de impacto ambiental es parte integrante del proceso de AAI y no convierte el acto en DIA.",59.133
11,docm,"Resolución de 11/12/2024, de la Dirección General de Calidad Ambiental, por la que se consideran no sustanciales a efectos de lo previsto en el texto refundido de la Ley de Prevención y Control Integrados de la Contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre, las modificaciones propuestas por la empresa Holcim España, SA, en la instalación de fabricación de producción de cemento, en el término municipal de Villaluenga de la Sagra (Toledo) y se modifica la Resolución de 13/02/2019, por la que se revisa la autorización ambiental integrada otorgada para dicha instalación (expediente: AAI-TO-031).",AAI,resolución,True,AAI,,False,resolución,[],[],1.0,"La publicación es una modificación de una Resolución anterior que trataba sobre una Autorización Ambiental Integrada (AAI) para una instalación de cemento, pero como procedimiento N2 específico en esta resolución de modificación no se menciona ningún nuevo trámite ambiental relevante (solo referencia a la modificación del proyecto). Según las reglas, las modificaciones heredan los procedimientos del acto modificado, pero dado que el procedimiento original era AAI y este es un documento de DOCM sin procedimientos ambientales relevantes (el texto solo menciona ""Resolución"" como acto, no especifica si es una nueva resolución ambiental), y la descripción no identifica nuevos procedimientos N2 (la AAI fue en la resolución anterior, 2019), clasifico como irrelevante para el corpus ambiental-energético de nuevas resoluciones, ya que esta resolución no formula ni aprueba un nuevo procedimiento ambiental distinto a una simple modificación administrativa. El texto cita ""modificación"" y referencia una resolución anterior de 2019 sobre AAI, pero esta propia publicación es meramente una resolución administrativa de modificación sin nuevos procedimientos ambientales explícitos en su cuerpo (solo la referencia al expediente AAI-TO-031).",100.793
12,dog,"ANUNCIO de 19 de marzo de 2025, de la Dirección General de Calidad Ambiental y Sostenibilidad, por el que se da publicidad a la resolución por la que se deniega la solicitud de autorización ambiental integrada a Bioenergía Lugo, S.L.U. para una planta de gestión de residuos orgánicos y producción de biometano para su inyección en red, situada en el ayuntamiento de Lugo (expediente 2024-IPPC-I-25).",AAI,anuncio,True,AAI,biogás_biometano,True,anuncio,"[""AAI""]","[""biogás_biometano""]",0.95,"El texto menciona explícitamente ""deniega la solicitud de autorización ambiental integrada"", lo que corresponde al procedimiento AAI (autorización IPPC/IED). Además, se cita ""producción de biometano para su inyección en red"", indicando la tecnología biogás_biometano. El documento es un anuncio de publicación de resolución.",57.512
13,boca,"Dirección General de Transición Ecológica y Lucha contra el Cambio Climático.- Resolución de 24 de enero de 2025, por la que se aprueba el Programa de Inspección Ambiental para el año 2025 de las instalaciones sujetas a autorización ambiental integrada en la Comunidad Autónoma de Canarias, según el texto refundido de la Ley de prevención y control integrados de la contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre.",AAI,resolución,False,,,False,resolución,[],[],0.98,"La resolución aprueba un Programa de Inspección Ambiental para instalaciones sujetas a Autorización Ambiental Integrada (AAI), pero el documento en sí no es una resolución ambiental específica sobre un proyecto concreto, sino una orden general de inspección. No se identifica ningún procedimiento N2 específico como DIA, AAP o AAC en este texto.",61.568
14,bopa,"Anuncio por el que se hace pública la Resolución de la Consejería de Transición Ecológica, Industria y Comercio, de otorgamiento de la autorización ambiental integrada simplificada a la instalación de “fabricación de hormigones frescos” del titular Cementos Secil, S. L. U., ubicada en polígono industrial La Curiscada (Tineo). Expte. AAIS-042/24 (AUTO/2024/7375). [Cód. 2025-02278]",AAI,anuncio,True,AAI,,True,anuncio,"[""AAI""]",[],0.95,"El texto menciona explícitamente ""autorización ambiental integrada simplificada"", lo que corresponde al procedimiento AAI. No se identifica tecnología específica en el fragmento proporcionado (se menciona fabricación de hormigones, no una tecnología del listado).",57.374
15,bon,"RESOLUCIÓN 533E/2024, de 5 de diciembre, del director del Servicio de Economía Circular e Innovación, por la que se acepta parcialmente el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental integrada de la instalación de deshidratación de alfalfa, cuyo titular es Navarro Aragonesa de Forrajes SA, ubicada en término municipal de Peralta / Azkoien, de forma que la instalación y el desarrollo de la actividad deberán cumplir las condiciones establecidas en el anejo de la presente resolución.",AAI,resolución,True,AAI,,True,resolución,"[""AAI""]",[],0.95,"El texto menciona explícitamente ""autorización ambiental integrada"" en la resolución que modifica las condiciones de funcionamiento. No se identifican tecnologías específicas relacionadas con energía, ya que se trata de una instalación de deshidratación de alfalfa (sector agrícola/alimentario).",57.607
16,doe,"Anuncio de 13 de enero de 2025 por el que se somete a información pública la petición de autorización administrativa previa de las instalaciones correspondientes al proyecto denominado CT Cárdeno nuevo de 630 kVA, en Fuentes de León. Expte.: 06/AT-18456/01732.",AAP,anuncio,True,AAP,línea_eléctrica,True,anuncio,"[""AAP""]",[],0.85,"El texto menciona explícitamente ""autorización administrativa previa"" del anteproyecto, lo que corresponde al procedimiento AAP. No se identifican tecnologías específicas mencionadas en el fragmento (""630 kVA"" es una potencia eléctrica genérica). La etiqueta de anuncio se asigna por la naturaleza del documento (""Anuncio de..."").",59.019
17,bor,"Anuncio de Información Pública de la solicitud de autorización administrativa previa y de construcción de instalación eléctrica, y de su declaración de utilidad pública. AT/1970904",AAP,anuncio,True,"AAP,AAC,DUP",línea_eléctrica,True,anuncio,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.98,"El texto menciona explícitamente la ""solicitud de autorización administrativa previa y de construcción"", lo que activa las etiquetas AAP y AAC. Además, indica ""declaración de utilidad pública"", activando DUP. La referencia a ""instalación eléctrica"" corresponde a la tecnología línea_eléctrica.",61.183
18,dogc,"Resolución TER/4683/2024, de 4 de diciembre, por la que se otorga a la empresa eDistribución Redes Digitales, SLU, la autorización administrativa previa y la autorización administrativa de construcción para la sustitución del transformador TR1 de 110/25 kV, de 25 MVA, por un transformador de 110/25 kV, de 30 MVA, en la SE Sant Hilari, en el término municipal de Sant Hilari Sacalm, en la provincia de Girona (exp. FUE-2024-03801430)",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]",[],1.0,"El texto menciona explícitamente ""autorización administrativa previa"" y ""autorización administrativa de construcción"", lo que activa las etiquetas AAP y AAC respectivamente según la regla 3. No se mencionan tecnologías ni líneas eléctricas explícitas en la descripción, por lo que el array technologies queda vacío a pesar de ser relevante (AAP genérica para infraestructura energética).",61.791
19,boa,"ANUNCIO del Servicio Provincial de Zaragoza del Departamento de Presidencia, Economía y Justicia, por el que se someten a información pública la modificación de la solicitud de autorización administrativa previa y de construcción de la modificación del proyecto del parqueeólico ""Espartal Eólico 3"" de 10 MW incluido en el Proyecto de Interés General de Aragón H2 Pillar Producción de H2 renovable en la Comarca de Zaragoza.  Expediente G-Z-2021-060.",AAP,anuncio,True,"AAP,AAC","eólica,hidrógeno",False,anuncio,[],[],0.85,"El documento es un anuncio de someter a información pública una modificación, pero no es una resolución ni un acto administrativo que otorgue o evalúe el impacto (como una DIA/AAP/AAC), por lo que cumple con la regla 1 para is_relevant=False. Al ser un anuncio y no un acto administrativo de procedimiento N2, las etiquetas de tecnologías deben ser vacías según el esquema.",121.071
20,docm,"Notificación de 13/03/2025, de la Secretaría General, por la que se da publicidad a la resolución del recurso de alzada interpuesto sobre autorización administrativa previa y autorización administrativa de construcción de la instalación solar fotovoltaica denominada Sauce Solar, infraestructuras auxiliares y de evacuación RA 181/2023.",AAP,notificación,True,"AAP,AAC",fotovoltaica,True,notificación,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.95,"El texto menciona explícitamente ""autorización administrativa previa"" (dispara AAP) y ""autorización administrativa de construcción"" (dispara AAC) en el contexto de una resolución de un recurso. El fragmento ""instalación solar fotovoltaica"" confirma la tecnología relevante. La notificación da publicidad a esta resolución sobre procedimientos ambientales.",58.28
21,bopv,"ANUNCIO de 20 de febrero de 2025, de la Delegada Territorial de Industria, Transición Energética y Sostenibilidad de Bizkaia, por el que se somete a información pública la solicitud de Autorización Administrativa Previa y Declaración de Impacto Ambiental del proyecto «Parque Eólico El Roble», en los términos municipales de Sopuerta, Zalla, Galdames y Güeñes (Bizkaia).

				
2025/01167",AAP,anuncio,True,"AAP,DIA",eólica,True,anuncio,"[""AAP"", ""DIA""]","[""eólica""]",0.95,"El texto menciona explícitamente ""solicitud de Autorización Administrativa Previa y Declaración de Impacto Ambiental"", lo cual identifica los procedimientos AAP y DIA. La referencia al proyecto «Parque Eólico El Roble» confirma la tecnología eólica. Es un anuncio de sometimient a información pública, no una resolución final.",61.322
22,boe,"Resolución de 14 de enero de 2025, de la Dirección General de Política Energética y Minas, por la que se otorga a I-DE Redes Eléctricas Inteligentes, SAU, autorización administrativa previa y autorización administrativa de construcción de la nueva línea subterránea de media tensión 20 kV, simple circuito, desde el centro de transformación Los Veras-San Pedro, hasta el entronque aéreo-subterráneo en Camino la Raya, en los términos municipales de Pilar de la Horadada (Alicante) y San Pedro de Pinatar (Murcia).",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa"" y ""autorización administrativa de construcción"", lo que corresponde a los procedimientos AAP y AAC. Además, la obra descrita es una ""línea subterránea de media tensión"", que encaja con la tecnología de ""línea_eléctrica"".",60.512
23,boa,"RESOLUCIÓN de 14 de febrero de 2025, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción, del proyecto planta solar fotovoltaica ""Romerosa"" de 450 kW en el término municipal de Lécera. Expediente: G-Z-2022-192.",AAP,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"", lo que activa las etiquetas AAP y AAC según la regla 3. Además, se identifica claramente la tecnología como ""planta solar fotovoltaica"".",51.829
24,borm,"Resolución de la Dirección General de Industria, Energía y Minas por la que se otorga a la empresa Sangonera Solar, S.L. la autorización administrativa previa, la autorización administrativa de construcción de la instalación eléctrica de producción denominada “Proyecto de planta solar FV “El Palmar I” de 1,2 MW (potencia instalada) y LA/SMT 20 kV evacuación”, y el reconocimiento en concreto, de la utilidad pública de la línea aérea/subterránea de alta tensión a 20 kV, de evacuación, en el término municipal de Murcia.",AAP,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""fotovoltaica"", ""línea_eléctrica""]",0.98,"El texto menciona explícitamente la ""autorización administrativa previa"" (AAP) y la ""autorización administrativa de construcción"" (AAC). Además, el reconocimiento de la ""utilidad pública de la línea aérea/subterránea de alta tensión"" corresponde al procedimiento DUP. Se identifican tecnologías fotovoltaica (""planta solar FV"") y línea eléctrica (""línea aérea... a 20 kV"").",68.868
25,docm,"Anuncio de 16/12/2024, de la Delegación Provincial de Desarrollo Sostenible de Toledo, sobre información pública de solicitud de Nexo FV, SL, para autorización administrativa previa de proyecto de instalación solar fotovoltaica denominada Santa María Solar, situada en el término municipal de Mesegar de Tajo. Referencia: PE-722.",AAP,anuncio,True,AAP,fotovoltaica,True,anuncio,"[""AAP""]","[""fotovoltaica""]",0.95,"El texto menciona ""autorización administrativa previa de proyecto"" y ""instalación solar fotovoltaica"", lo que confirma el procedimiento AAP y la tecnología fotovoltaica.",48.275
26,docm,"Resolución de 20/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, de autorización administrativa previa y autorización administrativa de construcción de instalación eléctrica de alta tensión con número de expediente: E-45211122323 corresponde III.",AAP,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.95,"El texto menciona explícitamente ""autorización administrativa previa y autorización administrativa de construcción"", lo que activa las etiquetas AAP y AAC. Además, el contexto de una ""instalación eléctrica de alta tensión"" apunta claramente a la tecnología de línea eléctrica.",55.39
27,dogc,"Anuncio por el que se somete a información pública la solicitud de autorización administrativa previa, autorización administrativa de construcción, autorización del proyecto de actuación específica de interés público en suelo no urbanizable y evaluación de impacto ambiental del proyecto de la planta solar fotovoltaica denominada PS Vilobí, de 3,52 MW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Vilobí d'Onyar, en la comarca de La Selva (exp. FUE-2023-03615308, ref. 02911)",AAP,anuncio,True,"AAP,AAC,DIA",fotovoltaica,True,anuncio,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"El texto menciona explícitamente ""autorización administrativa previa"" y ""autorización administrativa de construcción"", disparando las etiquetas AAP y AAC respectivamente. Además, la tecnología ""planta solar fotovoltaica"" confirma la etiqueta fotovoltaica. El acto es un anuncio por someter a información pública.",59.428
28,dog,"RESOLUCIÓN de 25 de febrero de 2025, del Departamento Territorial de Lugo, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de Lugo (expediente IN407A 2024/196 AT).",AAP_AAC,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.95,"La descripción menciona explícitamente la concesión de ""autorización administrativa previa y de construcción"", lo que corresponde a los procedimientos AAP y AAC respectivamente. El término ""instalación eléctrica"" indica claramente la tecnología línea eléctrica.",53.504
29,dogc,"Resolución TER/4665/2024, de 19 de noviembre, de la Dirección General de Energía, por la que se otorga a Energia Inagotable de Anser, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica denominada Gualter, de 25 MW de potencia instalada sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, líneas soterradas a 30 kV, subestación SED Gualter  30/110kV y línea aérea de alta tensión 110 kV, en el término municipal de Artesa de Segre, en la comarca de La Noguera (exp. FUE-2021-02207760)",AAP_AAC,resolución,True,"AAP,AAC","fotovoltaica,línea_eléctrica",True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica"", ""línea_eléctrica""]",1.0,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"", activando las etiquetas AAP y AAC según la regla 3. Las tecnologías identificadas son ""planta solar fotovoltaica"" (fotovoltaica) e ""infraestructura de evacuación, líneas soterradas a 30 kV... línea aérea de alta tensión"" (línea_eléctrica).",66.333
30,dog,"RESOLUCIÓN de 31 de octubre de 2024, del Departamento Territorial de A Coruña, por la que se concede la autorización administrativa previa y de construcción de una instalación eléctrica en el ayuntamiento de San Sadurniño (expediente IN407A 2024/233-1).",AAP_AAC,resolución,True,"AAP,AAC",línea_eléctrica,True,resolución,"[""AAP"", ""AAC""]","[""línea_eléctrica""]",0.95,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"", lo que activa las etiquetas AAP y AAC. La mención a una ""instalación eléctrica"" identifica la tecnología como línea_eléctrica.",52.92
31,boa,"RESOLUCIÓN de 14 de noviembre de 2024, del Servicio Provincial de Zaragoza, relativo a la autorización administrativa previa y de construcción del proyecto planta solar fotovoltaica ""Torrubia"" de 500 kW en el término municipal de Muel. Expediente: G-Z-2023-157.",AAP_AAC,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",1.0,"El texto menciona explícitamente ""autorización administrativa previa y de construcción"" (disparando etiquetas AAP y AAC) y también se refiere a una ""planta solar fotovoltaica"" (disparando etiqueta fotovoltaica). La confianza es máxima debido a la identificación precisa del tipo de acto administrativo y los procedimientos autorizados.",56.869
32,dogv,"RESOLUCIÓN de 12 de marzo de 2025, del Servicio Territorial de Industria, Energía y Minas de Valencia, por la que se da por desistido el titular del expediente ATALFE/2020/39, iniciado por Epower Solar Renewable, SL, de autorización administrativa previa y de construcción y declaración de utilidad pública en concreto, correspondiendo a la central fotovoltaica «PSF Aquila MT» y su infraestructura de evacuación, con potencia nominal del inversor limitado a 3 MW, que se tiene que ubicar en el término municipal de Utiel.",AAP_AAC,resolución,True,"AAC,AAP,DUP",fotovoltaica,False,resolución,[],[],0.95,"La publicación es una resolución que da por desistido el titular del expediente, y según la regla 9 hereda los procedimientos denegados; sin embargo, aquí el texto indica ""desistido"", no ""denegado"". Además, no se menciona explícitamente ningún procedimiento ambiental-energético específico como AAP, AAC o DIA en este fragmento concreto que justifique is_relevant=True bajo las reglas dadas, pues es un desistimiento del expediente completo incluyendo declaraciones de utilidad pública (DUP). La regla 1 exige al menos un procedimiento N2 identificado para is_relevant=True.",70.007
33,dogc,"Resolución TER/4799/2024, de 16 de diciembre, por la que se otorga a Univergy ES SPC 25, SL, la autorización administrativa previa y de construcción del proyecto de la planta solar fotovoltaica llamada La Femosa, de 875 kW sobre terreno en suelo no urbanizable, y su infraestructura de evacuación, en el término municipal de Artesa de Lleida, en la comarca de El Segrià (exp. FUE-2022-02779916)",AAP_AAC,resolución,True,"AAP,AAC",fotovoltaica,True,resolución,"[""AAP"", ""AAC""]","[""fotovoltaica""]",0.98,"La descripción menciona explícitamente ""autorización administrativa previa y de construcción"" (activando etiquetas AAP y AAC) y se refiere a una ""planta solar fotovoltaica"" (tecnología fotovoltaica). El término ""proyecto de la planta"" junto con la autorización de construcción confirma que se trata de un permiso definitivo para obras.",62.591
34,dog,"RESOLUCIÓN de 14 de enero de 2025, del Departamento Territorial de Ourense, por la que se concede la autorización administrativa previa y de construcción y se declara, en concreto, de utilidad pública, a los efectos de la urgente ocupación, de una instalación eléctrica en el ayuntamiento de Avión (expediente IN407A 2024/112-3).",AAP_AAC,resolución,True,"AAP,AAC,DUP",línea_eléctrica,True,resolución,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.95,"La descripción menciona explícitamente ""autorización administrativa previa y de construcción"" (AAP, AAC) y ""declara... de utilidad pública"" (DUP), además de referirse a una ""instalación eléctrica"" (línea_eléctrica).",48.539
35,boe,"Anuncio de la Delegación Territorial de Economía, Hacienda, Fondos Europeos y de Industria, Energía y Minas en Sevilla, por la que se somete a trámite de audiencia a los interesados e información pública el procedimiento de autorización administrativa previa y de construcción y declaración, en concreto, de utilidad pública del proyecto de alta tensión denominado nueva subestación Puerto Sevilla, en el término municipal de Dos Hermanas (Sevilla).",AAP_AAC,anuncio,True,"AAP,AAC,DUP",línea_eléctrica,True,anuncio,"[""AAP"", ""AAC"", ""DUP""]","[""línea_eléctrica""]",0.95,"El texto menciona explícitamente el procedimiento de ""autorización administrativa previa y de construcción"", lo que activa las etiquetas AAP y AAC según la regla 3. Además, se incluye la ""declaración... de utilidad pública"", activando DUP (regla 8). La tecnología es ""línea eléctrica"" por el proyecto de alta tensión y subestación (regla N3). El acto es un anuncio en BOE.",63.08
36,boja,"Anuncio de 4 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Huelva, por el que se da publicidad a la nueva autorización ambiental unificada simplificada otorgada en esta provincia. (PP. 262/2025).",AAU,anuncio,True,AAU,,True,anuncio,"[""AAU""]",[],0.95,"El texto menciona explícitamente ""autorización ambiental unificada simplificada"" que corresponde al procedimiento AAU en BOJA, y se trata de un anuncio sobre su otorgamiento. No hay mención de tecnologías específicas en la descripción.",52.912
